Unnamed: 0,id,source_id_x,source_type,unix_time,date_time,text,translated,photo_video_id,photofilename_x,photofilename_y,identification,consequences,dm,weather,emotions_opinions_etc,related,Filled,duplid,duplicate,nlp2,translated2,translated_previous
668,694,tweet2938,X,1600604132,2020-09-20 12:15:32,@ASDFGHMIKEZXC @stamatispoulis @KostasVaxevanis Εσύ σε πόσους για κλέψιμο σήματος μη συγγνώμη για νεκρούς σε Χαλκιδική 2019 14 ημέρες Σαμοθράκη χωρίς πλοίο Εύβοια 2020 νεκροί ζημιές και ζημιές 3 νεκροί σε Θεσσαλία;,ASDFGHMIKEZXC @stamatispoulis @KostasVaxevanis Εσύ σε πόσους για κλέψιμο σήματος μη συγγνώμη για νεκρούς σε Χαλκιδική 2019 14 ημέρες Σαμοθράκη χωρίς πλοίο Εύβοια 2020 νεκροί ζημιές και ζημιές 3 νεκροί σε Θεσσαλία;,,,,0,1,1,0,1,0,1,16006041322020-09-20 12:15:32@ASDFGHMIKEZXC @stamatispoulis @KostasVaxevanis Εσύ σε πόσους για κλέψιμο σήματος μη συγγνώμη για νεκρούς σε Χαλκιδική 2019 14 ημέρες Σαμοθράκη χωρίς πλοίο Εύβοια 2020 νεκροί ζημιές και ζημιές 3 νεκροί σε Θεσσαλία;X,0,ASDFGHMIKEZXC @stamatispoulis @KostasVaxevanis Εσύ σε πόσους για κλέψιμο σήματος μη συγγνώμη για νεκρούς σε Χαλκιδική 2019 14 ημέρες Σαμοθράκη χωρίς πλοίο Εύβοια 2020 νεκροί ζημιές και ζημιές 3 νεκροί σε Θεσσαλία;,ASDFGHMIKEZXC @stamatispoulis @KostasVaxevanis Εσύ σε πόσους για κλέψιμο σήματος μη συγγνώμη για νεκρούς σε Χαλκιδική 2019 14 ημέρες Σαμοθράκη χωρίς πλοίο Εύβοια 2020 νεκροί ζημιές και ζημιές 3 νεκροί σε Θεσσαλία;,ASDFGHMIKEZXC @stamatispoulis @KostasVaxevanis Εσύ σε πόσους για κλέψιμο σήματος μη συγγνώμη για νεκρούς σε Χαλκιδική 2019 14 ημέρες Σαμοθράκη χωρίς πλοίο Εύβοια 2020 νεκροί ζημιές και ζημιές 3 νεκροί σε Θεσσαλία; 
887,875,tweet4140,X,1600790101,2020-09-22 15:55:01,"φελπς σε πληγεντες...εχετε φωτογραφισει τις ζημιες?
φυσικα
μπραβο αυτο με ενδιαφερει

φελπς σε πληγεντες....εχει περασει κανενας?
οχι
μεσα σε 3 μερες θα περασει

δινει λυσεις ο καργιολης",φελπς σε πληγεντες.εχετε φωτογραφισει τις ζημιες?φυσικαμπραβο αυτο με ενδιαφερειφελπς σε πληγεντες.εχει περασει κανενας?οχιμεσα σε 3 μερες θα περασειδινει λυσεις ο καργιολης,,,,0,1,1,0,1,0,3,"16007901012020-09-22 15:55:01φελπς σε πληγεντες...εχετε φωτογραφισει τις ζημιες?
φυσικα
μπραβο αυτο με ενδιαφερει

φελπς σε πληγεντες....εχει περασει κανενας?
οχι
μεσα σε 3 μερες θα περασει

δινει λυσεις ο καργιοληςX",0,φελπς σε πληγεντες.εχετε φωτογραφισει τις ζημιες?φυσικαμπραβο αυτο με ενδιαφερειφελπς σε πληγεντες.εχει περασει κανενας?οχιμεσα σε 3 μερες θα περασειδινει λυσεις ο καργιολης,φελπς σε πληγεντες.εχετε φωτογραφισει τις ζημιες?φυσικαμπραβο αυτο με ενδιαφερειφελπς σε πληγεντες.εχει περασει κανενας?οχιμεσα σε 3 μερες θα περασειδινει λυσεις ο καργιολης,φελπς σε πληγεντες.εχετε φωτογραφισει τις ζημιες?φυσικαμπραβο αυτο με ενδιαφερειφελπς σε πληγεντες.εχει περασει κανενας?οχιμεσα σε 3 μερες θα περασειδινει λυσεις ο καργιολης 
845,840,tweet3893,X,1600754341,2020-09-22 05:59:01,ΑΛΗΘΕΙΑ: Ο καιρός σήμερα στην Κατερίνη https://t.co/IXTilj36JX,ΑΛΗΘΕΙΑ: Ο καιρός σήμερα στην Κατερίνη,,,,0,0,0,1,0,0,1,16007543412020-09-22 05:59:01ΑΛΗΘΕΙΑ: Ο καιρός σήμερα στην Κατερίνη https://t.co/IXTilj36JXX,0,ΑΛΗΘΕΙΑ: Ο καιρός σήμερα στην Κατερίνη,ΑΛΗΘΕΙΑ: Ο καιρός σήμερα στην Κατερίνη,ΑΛΗΘΕΙΑ: Ο καιρός σήμερα στην Κατερίνη 
14,1019,Flickr320,Flickr,1599531536,2020-09-08 05:18:56,"Lauterach, Hard, Vorarlberg, Austria","Lauterach, Hard, Vorarlberg, Αυστρία",50318910092,50318910092.jpg,50318910092.jpg,0,0,0,0,0,1,1,"15995315362020-09-08 05:18:56Lauterach, Hard, Vorarlberg, AustriaFlickr",0,"Lauterach, Hard, Vorarlberg, Austria","Lauterach, Hard, Vorarlberg, Αυστρία","Lauterach, Hard, Vorarlberg, Αυστρία "
25,267,''2394370952590162132,instagram,1599651281,2020-09-09 11:34:41,Eis o texto: Hoje é dia de bónus e é 100% 😁 nos pacotes Internet diário e semanal. Enche a tua conta com 100% de bónus. Marca *138# e aproveita! MTN rede número 1 na Guiné-Bissau 🦾💡\n#IANOS; #Redenumero1,Εδώ είναι το κείμενο: Σήμερα είναι Ημέρα Μπόνους και είναι 100% στα καθημερινά και εβδομαδιαία πακέτα Διαδικτύου. Συμπληρώστε τον λογαριασμό σας με 100% μπόνους. Mark *138# και απολαύστε! MTN Δίκτυο Αριθμός 1 σε Guinea-Bissau \ n#Ianos; #Redenumero1,,118991660_145723823865294_8113838468783935446_n.jpg,118991660_145723823865294_8113838468783935446_n.jpg,0,0,0,0,0,1,1,15996512812020-09-09 11:34:41Eis o texto: Hoje é dia de bónus e é 100% 😁 nos pacotes Internet diário e semanal. Enche a tua conta com 100% de bónus. Marca *138# e aproveita! MTN rede número 1 na Guiné-Bissau 🦾💡\n#IANOS; #Redenumero1instagram,0,Eis o texto: Hoje é dia de bónus e é 100% nos pacotes Internet diário e semanal. Enche a tua conta com 100% de bónus. Marca *138# e aproveita! MTN rede número 1 na Guiné-Bissau \n#IANOS; #Redenumero1,Εδώ είναι το κείμενο: Σήμερα είναι Ημέρα Μπόνους και είναι 100% στα καθημερινά και εβδομαδιαία πακέτα Διαδικτύου. Συμπληρώστε τον λογαριασμό σας με 100% μπόνους. Mark *138# και απολαύστε! MTN Δίκτυο Αριθμός 1 σε Guinea-Bissau \ n#Ianos; #Redenumero1,Εδώ είναι το κείμενο: Σήμερα είναι Ημέρα Μπόνους και είναι 100% στα καθημερινά και εβδομαδιαία πακέτα Διαδικτύου. Συμπληρώστε τον λογαριασμό σας με 100% μπόνους. Mark *138# και απολαύστε! MTN NEMBERT NUMBER 1 στη Γουινέα-Μπισάου \ n; #IANOS #Redenumero1
1113,1151,YouTube49,YouTube,,2020-09-17T05:11:30Z,Inondations catastrophiques après le passage de Sally sur le sud-est des Etats-Unis,Καταστροφικές πλημμύρες μετά την επίσκεψη της Sally στα νοτιοανατολικά των Ηνωμένων Πολιτειών,59yZmDDwjPo,,,0,0,0,0,0,0,,2020-09-17T05:11:30ZInondations catastrophiques après le passage de Sally sur le sud-est des Etats-UnisYouTube,0,Inondations catastrophiques après le passage de Sally sur le sud-est des Etats-Unis,Καταστροφικές πλημμύρες μετά την επίσκεψη της Sally στα νοτιοανατολικά των Ηνωμένων Πολιτειών,Inondations catastrophiques après le passage de Sally sur le sud-est des Etats-Unis
331,174,''2401029726582184573,instagram,1600445069,2020-09-18 16:04:29,Happy weekend to everyone! Stay safe!\n🌀\n🌧️\n☔\n#ianos #greece🇬🇷 #greekartist #artfromgreece #canadianartist #canadianart #bowl #ceramics #homedecor #stayinghome #handcrafted #handmadeceramics #homeoffice #calming #cozy  #cozyhome #winteriscoming  #blueandwhite #villagetreeceramics #renamakari #driedflowers #etsyfinds #shopsmall #staysafe #staypositive #interiordecorating #candles #candle #candlelight #tabledecor,Χαρούμενο Σαββατοκύριακο σε όλους! Μείνετε ασφαλείς! #VillAgetReEcerAmics #renamakari #DriedFlowers #etsyFinds #ShopsMall #Staysafe #StayPositive #InteriOddEcorating #Candles #Candle #CandLelight #TableDECOR,,119697543_733712494152361_5267557163190179885_n.jpg,119697543_733712494152361_5267557163190179885_n.jpg,1,0,0,0,1,0,2,16004450692020-09-18 16:04:29Happy weekend to everyone! Stay safe!\n🌀\n🌧️\n☔\n#ianos #greece🇬🇷 #greekartist #artfromgreece #canadianartist #canadianart #bowl #ceramics #homedecor #stayinghome #handcrafted #handmadeceramics #homeoffice #calming #cozy  #cozyhome #winteriscoming  #blueandwhite #villagetreeceramics #renamakari #driedflowers #etsyfinds #shopsmall #staysafe #staypositive #interiordecorating #candles #candle #candlelight #tabledecorinstagram,0,Happy weekend to everyone! Stay safe!\n\n\n\n#ianos #greece #greekartist #artfromgreece #canadianartist #canadianart #bowl #ceramics #homedecor #stayinghome #handcrafted #handmadeceramics #homeoffice #calming #cozy #cozyhome #winteriscoming #blueandwhite #villagetreeceramics #renamakari #driedflowers #etsyfinds #shopsmall #staysafe #staypositive #interiordecorating #candles #candle #candlelight #tabledecor,Χαρούμενο Σαββατοκύριακο σε όλους! Μείνετε ασφαλείς! #VillAgetReEcerAmics #renamakari #DriedFlowers #etsyFinds #ShopsMall #Staysafe #StayPositive #InteriOddEcorating #Candles #Candle #CandLelight #TableDECOR,Χαρούμενο Σαββατοκύριακο σε όλους! Μείνετε ασφαλείς! \ N \ n \ n \ n Home Light #ianos #greece #greekartist #artfromgreece #canadianartist #canadianart #bowl #ceramics #homedecor #stayinghome #handcrafted #handmadeceramics #homeoffice #calming #cozy #cozyhome #winteriscoming #blueandwhite #villagetreeceramics #renamakari #driedflowers #etsyfinds #shopsmall #staysafe #staypositive #interiordecorating #candles #candle #candlelight #tabledecor
797,799,tweet3677,X,1600702921,2020-09-21 15:42:01,@stamasid Θα έρθει πάλι ο καιρός του. Νέο κόνσεπτ στην πορεία 😂😂,stamasid Θα έρθει πάλι ο καιρός του. Νέο κόνσεπτ στην πορεία,,,,0,0,0,0,0,1,1,16007029212020-09-21 15:42:01@stamasid Θα έρθει πάλι ο καιρός του. Νέο κόνσεπτ στην πορεία 😂😂X,0,stamasid Θα έρθει πάλι ο καιρός του. Νέο κόνσεπτ στην πορεία,stamasid Θα έρθει πάλι ο καιρός του. Νέο κόνσεπτ στην πορεία,stamasid Θα έρθει πάλι ο καιρός του. Νέο κόνσεπτ στην πορεία 
388,209,''2401124923577013397,instagram,1600456417,2020-09-18 19:13:37,Medicane #Ianos veroorzaakt overstromingen en schade langs de westkust van #Griekenland. Op uitgebreide schaal is sprake van wateroverlast en slaan grote stukken kustlijn weg. Deze beelden zijn van Jerusalem beach op #Kefalonia. #mediterranean #hurricane makes #Medicane #severeweather #medicaneianos #destruction #greece #weatherforecast.,Το Medicane #IANOS προκαλεί πλημμύρες και ζημιές κατά μήκος της δυτικής ακτής του #Grekenland. Σε εκτεταμένη κλίμακα υπάρχουν πλημμύρες και τα μεγάλα κομμάτια ακτογραμμής απομακρύνονται. Αυτές οι εικόνες προέρχονται από την παραλία της Ιερουσαλήμ στην #kefalonia. #MedIterranean #Hurricane κάνει #Medicane #SeverEweather #MedicaneanOS #DentSTruction #greece #WeatherForeCast.,,119640896_125163689039270_4034843719296222371_n.jpg,119640896_125163689039270_4034843719296222371_n.jpg,0,1,1,0,0,0,2,16004564172020-09-18 19:13:37Medicane #Ianos veroorzaakt overstromingen en schade langs de westkust van #Griekenland. Op uitgebreide schaal is sprake van wateroverlast en slaan grote stukken kustlijn weg. Deze beelden zijn van Jerusalem beach op #Kefalonia. #mediterranean #hurricane makes #Medicane #severeweather #medicaneianos #destruction #greece #weatherforecast.instagram,0,Medicane #Ianos veroorzaakt overstromingen en schade langs de westkust van #Griekenland. Op uitgebreide schaal is sprake van wateroverlast en slaan grote stukken kustlijn weg. Deze beelden zijn van Jerusalem beach op #Kefalonia. #mediterranean #hurricane makes #Medicane #severeweather #medicaneianos #destruction #greece #weatherforecast.,Το Medicane #IANOS προκαλεί πλημμύρες και ζημιές κατά μήκος της δυτικής ακτής του #Grekenland. Σε εκτεταμένη κλίμακα υπάρχουν πλημμύρες και τα μεγάλα κομμάτια ακτογραμμής απομακρύνονται. Αυτές οι εικόνες προέρχονται από την παραλία της Ιερουσαλήμ στην #kefalonia. #MedIterranean #Hurricane κάνει #Medicane #SeverEweather #MedicaneanOS #DentSTruction #greece #WeatherForeCast.,Το Medicane προκαλεί πλημμύρες και ζημιές κατά μήκος της δυτικής ακτής του. Σε εκτεταμένη κλίμακα υπάρχουν πλημμύρες και τα μεγάλα κομμάτια ακτογραμμής απομακρύνονται. Αυτές οι εικόνες βρίσκονται στην παραλία της Ιερουσαλήμ.   Μάγοι. #Ianos #Griekenland #Kefalonia #mediterranean #hurricane #Medicane #severeweather #medicaneianos #destruction #greece #weatherforecast
382,75,''2401111668819224777,instagram,1600454837,2020-09-18 18:47:17,⛈️When they tell you that a Medicane is approaching #not ⛈️\n☔\n☔\n😽\n#cat #cats #catlife #greycat #greypaws #grey #catsphoto #catlover #cats_of_day #cats_of_the_world #cats_of_ig #catsofgreece #athenscats #catsofathens #catsworld #catalert #catstagram #meowstagram #pawz #pawsitive #purr #hurricane #medicane #ianos #cutecat #dailykitten #gatos #γατάκια  #cuteness😍,Όταν σας λένε ότι ένα Medicane πλησιάζει #not \ n \ n \ n \ n #cat #Cats #Catlife #greycat #greypaws #grey #CatsPhoto #Catlover #Cats_Of_Cats_Of_The_World #CatsWorlll #CatStagram #MeowStagram #pawz #pawsitive #purr #hurricane #Medicane #IANOS #CUTECAT #DailyKitten #gatos #γΤΑΚα #CUTENCY,,119847355_2617787505205217_2283701295775140333_n.jpg,119847355_2617787505205217_2283701295775140333_n.jpg,0,0,1,1,1,0,1,16004548372020-09-18 18:47:17⛈️When they tell you that a Medicane is approaching #not ⛈️\n☔\n☔\n😽\n#cat #cats #catlife #greycat #greypaws #grey #catsphoto #catlover #cats_of_day #cats_of_the_world #cats_of_ig #catsofgreece #athenscats #catsofathens #catsworld #catalert #catstagram #meowstagram #pawz #pawsitive #purr #hurricane #medicane #ianos #cutecat #dailykitten #gatos #γατάκια  #cuteness😍instagram,0,When they tell you that a Medicane is approaching #not \n\n\n\n#cat #cats #catlife #greycat #greypaws #grey #catsphoto #catlover #cats_of_day #cats_of_the_world #cats_of_ig #catsofgreece #athenscats #catsofathens #catsworld #catalert #catstagram #meowstagram #pawz #pawsitive #purr #hurricane #medicane #ianos #cutecat #dailykitten #gatos #γατάκια #cuteness,Όταν σας λένε ότι ένα Medicane πλησιάζει #not \ n \ n \ n \ n #cat #Cats #Catlife #greycat #greypaws #grey #CatsPhoto #Catlover #Cats_Of_Cats_Of_The_World #CatsWorlll #CatStagram #MeowStagram #pawz #pawsitive #purr #hurricane #Medicane #IANOS #CUTECAT #DailyKitten #gatos #γΤΑΚα #CUTENCY,Όταν σας λένε ότι ένα Medicane πλησιάζει \ n \ n \ n \ n s life sphoto lover s_of_day s_of_the_world s_of_ig sofgreece sofathens sworld stagram #not #cat #cats #catlife #greycat #greypaws #grey #catsphoto #catlover #cats_of_day #cats_of_the_world #cats_of_ig #catsofgreece #athenscats #catsofathens #catsworld #catalert #catstagram #meowstagram #pawz #pawsitive #purr #hurricane #medicane #ianos #cutecat #dailykitten #gatos #γατάκια #cuteness
858,2,''2403709055896868384,instagram,1600764470,2020-09-22 08:47:50,"#hellenic_police🇬🇷🇬🇷 #at_farsalon #enosi_astynomikon_larissas Επίσκεψη στο ΑΤ Φαρσάλων. Συγχαρητήρια σε όλους τους συναδέλφους του Τμήματος, για το έργο που επιτέλεσαν κατά τη διάρκεια της καταστροφικής πλημμύρας #ianos","#hellenic_police #at_farsalon #enosi_astynomikon_larissas Επίσκεψη στο ΑΤ Φαρσάλων. Συγχαρητήρια σε όλους τους συναδέλφους του Τμήματος, για το έργο που επιτέλεσαν κατά τη διάρκεια της καταστροφικής πλημμύρας #ianos",,120111834_265869391154002_4436146829920523404_n.jpg,120111834_265869391154002_4436146829920523404_n.jpg,0,1,1,0,1,0,2,"16007644702020-09-22 08:47:50#hellenic_police🇬🇷🇬🇷 #at_farsalon #enosi_astynomikon_larissas Επίσκεψη στο ΑΤ Φαρσάλων. Συγχαρητήρια σε όλους τους συναδέλφους του Τμήματος, για το έργο που επιτέλεσαν κατά τη διάρκεια της καταστροφικής πλημμύρας #ianosinstagram",0,"#hellenic_police #at_farsalon #enosi_astynomikon_larissas Επίσκεψη στο ΑΤ Φαρσάλων. Συγχαρητήρια σε όλους τους συναδέλφους του Τμήματος, για το έργο που επιτέλεσαν κατά τη διάρκεια της καταστροφικής πλημμύρας #ianos","#hellenic_police #at_farsalon #enosi_astynomikon_larissas Επίσκεψη στο ΑΤ Φαρσάλων. Συγχαρητήρια σε όλους τους συναδέλφους του Τμήματος, για το έργο που επιτέλεσαν κατά τη διάρκεια της καταστροφικής πλημμύρας #ianos","Επίσκεψη στο ΑΤ Φαρσάλων. Συγχαρητήρια σε όλους τους συναδέλφους του Τμήματος, για το έργο που επιτέλεσαν κατά τη διάρκεια της καταστροφικής πλημμύρας #hellenic_police #at_farsalon #enosi_astynomikon_larissas #ianos"
1133,1221,YouTube119,YouTube,,2020-09-17T17:27:11Z,MSFS  - MEDICANE IANOS 092020,MSF - Medical JANA 092020,d0xsTAic4Hg,,,1,0,0,0,0,1,,2020-09-17T17:27:11ZMSFS  - MEDICANE IANOS 092020YouTube,0,MSFS - MEDICANE IANOS 092020,MSF - Medical JANA 092020,MSFS  - MEDICANE IANOS 092020
1199,1157,YouTube55,YouTube,,2020-09-19T18:54:40Z,Κυκλώνας Ιανός: Επιχείρηση διάσωσης στα Ορφανά.,Κυκλώνας Ιανός: Επιχείρηση διάσωσης στα Ορφανά.,z7qC_PZOijs,,,0,1,1,0,0,1,,2020-09-19T18:54:40ZΚυκλώνας Ιανός: Επιχείρηση διάσωσης στα Ορφανά.YouTube,0,Κυκλώνας Ιανός: Επιχείρηση διάσωσης στα Ορφανά.,Κυκλώνας Ιανός: Επιχείρηση διάσωσης στα Ορφανά.,Κυκλώνας Ιανός: Επιχείρηση διάσωσης στα Ορφανά.
1049,980,Flickr41,Flickr,1602319421,2020-10-10 11:43:41,"<a href=""http://www.explorecreatewonder.com"" rel=""noreferrer nofollow"">www.explorecreatewonder.com</a> <a href=""http://www.instagram.com/explorecreatewonder"" rel=""noreferrer nofollow"">www.instagram.com/explorecreatewonder</a>","Ένα href = ""rel ="" noreferrer noreferrer ""> <a href ="" rel = ""noreferrer hamollow"">",50444019833,50444019833.jpg,50444019833.jpg,0,0,0,0,0,1,1,"16023194212020-10-10 11:43:41<a href=""http://www.explorecreatewonder.com"" rel=""noreferrer nofollow"">www.explorecreatewonder.com</a> <a href=""http://www.instagram.com/explorecreatewonder"" rel=""noreferrer nofollow"">www.instagram.com/explorecreatewonder</a>Flickr",0,"a href="" rel=""noreferrer nofollow""> <a href="" rel=""noreferrer nofollow"">","Ένα href = ""rel ="" noreferrer noreferrer ""> <a href ="" rel = ""noreferrer hamollow"">",Facebook Twitter Pinterest Instagram 500 px Ιστότοπος
1192,1182,YouTube80,YouTube,,2020-09-19T14:23:28Z,"ΠΕΡΙΣΣΟΤΕΡΑ: https://www.eviazoom.gr/ Κόντρα στις περισσότερες προβλέψεις των συναδέλφων του για τον «Ιανό», ο γνωστός ...","ΠΕΡΙΣΣΟΤΕΡΑ: Κόντρα στις περισσότερες προβλέψεις των συναδέλφων του για τον «Ιανό», ο γνωστός.",ZjwEF99w740,,,0,0,0,0,1,1,,"2020-09-19T14:23:28ZΠΕΡΙΣΣΟΤΕΡΑ: https://www.eviazoom.gr/ Κόντρα στις περισσότερες προβλέψεις των συναδέλφων του για τον «Ιανό», ο γνωστός ...YouTube",0,"ΠΕΡΙΣΣΟΤΕΡΑ: Κόντρα στις περισσότερες προβλέψεις των συναδέλφων του για τον «Ιανό», ο γνωστός.","ΠΕΡΙΣΣΟΤΕΡΑ: Κόντρα στις περισσότερες προβλέψεις των συναδέλφων του για τον «Ιανό», ο γνωστός.","ΠΕΡΙΣΣΟΤΕΡΑ: https://www.eviazoom.gr/ Κόντρα στις περισσότερες προβλέψεις των συναδέλφων του για τον «Ιανό», ο γνωστός ..."
719,730,tweet3217,X,1600630151,2020-09-20 19:29:11,"Tres muertos , 2 desaparecidos 942 personas rescatadas, 5000 casas dañadas en Kefalonia .. #Medicane  #Ianos","Τρεις νεκροί, 2 που λείπουν 942 Διάσωσαν άτομα, 5000 σπίτια κατεστραμμένα στην Κεφαλονιά.",,,,0,1,1,0,0,0,2,"16006301512020-09-20 19:29:11Tres muertos , 2 desaparecidos 942 personas rescatadas, 5000 casas dañadas en Kefalonia .. #Medicane  #IanosX",0,"Tres muertos , 2 desaparecidos 942 personas rescatadas, 5000 casas dañadas en Kefalonia.#Medicane #Ianos","Τρεις νεκροί, 2 που λείπουν 942 Διάσωσαν άτομα, 5000 σπίτια κατεστραμμένα στην Κεφαλονιά.","Τρεις νεκροί, 2 αγνοούμενοι, 942 άνθρωποι διασώθηκαν, 5000 σπίτια κατεστραμμένα στην Κεφαλονιά. #Medicane #Ianos"
715,727,tweet3190,X,1600626901,2020-09-20 18:35:01,"Δυστυχώς η κακοκαιρία «Ιανός» μετά τα Ιόνια νησιά σάρωσε και την Θεσσαλία. Δύο νεκροί, τρεις αγνοούμενοι, δεκάδες εγκλωβισμένοι και ανυπολόγιστες ζημιές ο απολογισμός από την επέλαση της. Η αδυναμία του ανθρώπου μπροστά στην καταστροφική μανία της φύσης συγκλονίζει... https://t.co/lcNBYElyO2","Δυστυχώς η κακοκαιρία «Ιανός» μετά τα Ιόνια νησιά σάρωσε και την Θεσσαλία. Δύο νεκροί, τρεις αγνοούμενοι, δεκάδες εγκλωβισμένοι και ανυπολόγιστες ζημιές ο απολογισμός από την επέλαση της. Η αδυναμία του ανθρώπου μπροστά στην καταστροφική μανία της φύσης συγκλονίζει.",,,,0,1,1,0,1,0,2,"16006269012020-09-20 18:35:01Δυστυχώς η κακοκαιρία «Ιανός» μετά τα Ιόνια νησιά σάρωσε και την Θεσσαλία. Δύο νεκροί, τρεις αγνοούμενοι, δεκάδες εγκλωβισμένοι και ανυπολόγιστες ζημιές ο απολογισμός από την επέλαση της. Η αδυναμία του ανθρώπου μπροστά στην καταστροφική μανία της φύσης συγκλονίζει... https://t.co/lcNBYElyO2X",0,"Δυστυχώς η κακοκαιρία «Ιανός» μετά τα Ιόνια νησιά σάρωσε και την Θεσσαλία. Δύο νεκροί, τρεις αγνοούμενοι, δεκάδες εγκλωβισμένοι και ανυπολόγιστες ζημιές ο απολογισμός από την επέλαση της. Η αδυναμία του ανθρώπου μπροστά στην καταστροφική μανία της φύσης συγκλονίζει.","Δυστυχώς η κακοκαιρία «Ιανός» μετά τα Ιόνια νησιά σάρωσε και την Θεσσαλία. Δύο νεκροί, τρεις αγνοούμενοι, δεκάδες εγκλωβισμένοι και ανυπολόγιστες ζημιές ο απολογισμός από την επέλαση της. Η αδυναμία του ανθρώπου μπροστά στην καταστροφική μανία της φύσης συγκλονίζει.","Δυστυχώς η κακοκαιρία «Ιανός» μετά τα Ιόνια νησιά σάρωσε και την Θεσσαλία. Δύο νεκροί, τρεις αγνοούμενοι, δεκάδες εγκλωβισμένοι και ανυπολόγιστες ζημιές ο απολογισμός από την επέλαση της. Η αδυναμία του ανθρώπου μπροστά στην καταστροφική μανία της φύσης συγκλονίζει. "
1058,1009,Flickr264,Flickr,1602686156,2020-10-14 17:35:56,I considered bidding on this 1992 Geo Storm but passed as I was not sure if the timing belt had snapped or not. Sold for $275 + fees + tax.,"Σκέφτηκα να προσφέρω σε αυτή τη Geo Storm του 1992, αλλά πέρασα καθώς δεν ήμουν σίγουρος αν ο ιμάντας χρονισμού είχε σπάσει ή όχι. Πωλείται για $ 275 + αμοιβές + φόρο.",50481896961,50481896961.jpg,50481896961.jpg,0,0,0,0,0,1,1,16026861562020-10-14 17:35:56I considered bidding on this 1992 Geo Storm but passed as I was not sure if the timing belt had snapped or not. Sold for $275 + fees + tax.Flickr,0,I considered bidding on this 1992 Geo Storm but passed as I was not sure if the timing belt had snapped or not. Sold for $275 + fees + tax.,"Σκέφτηκα να προσφέρω σε αυτή τη Geo Storm του 1992, αλλά πέρασα καθώς δεν ήμουν σίγουρος αν ο ιμάντας χρονισμού είχε σπάσει ή όχι. Πωλείται για $ 275 + αμοιβές + φόρο.",Σκέφτηκα να υποβάλω προσφορά για αυτό το Geo Storm του 1992 αλλά πέρασα καθώς δεν ήμουν σίγουρος αν ο ιμάντας χρονισμού είχε σπάσει ή όχι. Πωλείται για 275 $ + τέλη + φόρο. 
101,64,''2400138024497168438,instagram,1600338791,2020-09-17 10:33:11,Τα προεόρτια.\n16.09.2020\n\n#cyclone #ianos #ιανος #meteo #timelapse #δενυπαρχεισωτηρια #leica,Τα προεόρτια.\n16.09.2020\n\n#cyclone #ianos #ιανος #meteo #timelapse #δενυπαρχεισωτηρια #leica,,119863985_999558827139978_8673765750742909070_n.jpg,119863985_999558827139978_8673765750742909070_n.jpg,1,0,1,0,1,0,1,16003387912020-09-17 10:33:11Τα προεόρτια.\n16.09.2020\n\n#cyclone #ianos #ιανος #meteo #timelapse #δενυπαρχεισωτηρια #leicainstagram,0,Τα προεόρτια.\n16.09.2020\n\n#cyclone #ianos #ιανος #meteo #timelapse #δενυπαρχεισωτηρια #leica,Τα προεόρτια.\n16.09.2020\n\n#cyclone #ianos #ιανος #meteo #timelapse #δενυπαρχεισωτηρια #leica,Τα προεόρτια.\n16.09.2020\n\n #cyclone #ianos #ιανος #meteo #timelapse #δενυπαρχεισωτηρια #leica
814,814,tweet3754,X,1600717395,2020-09-21 19:43:15,"It is time to stop and clean up for good this Erdogan blight export to the Greek islands. 
Καιρός να σταματήσει και να καθαρίσει για τα καλά αυτή η εξαγόμενη από τον Ερντογάν ερυσίβη στα Ελληνικά νησιά.",It is time to stop and clean up for good this Erdogan blight export to the Greek islands. Καιρός να σταματήσει και να καθαρίσει για τα καλά αυτή η εξαγόμενη από τον Ερντογάν ερυσίβη στα Ελληνικά νησιά.,,,,0,0,0,0,0,1,1,"16007173952020-09-21 19:43:15It is time to stop and clean up for good this Erdogan blight export to the Greek islands. 
Καιρός να σταματήσει και να καθαρίσει για τα καλά αυτή η εξαγόμενη από τον Ερντογάν ερυσίβη στα Ελληνικά νησιά.X",0,It is time to stop and clean up for good this Erdogan blight export to the Greek islands. Καιρός να σταματήσει και να καθαρίσει για τα καλά αυτή η εξαγόμενη από τον Ερντογάν ερυσίβη στα Ελληνικά νησιά.,It is time to stop and clean up for good this Erdogan blight export to the Greek islands. Καιρός να σταματήσει και να καθαρίσει για τα καλά αυτή η εξαγόμενη από τον Ερντογάν ερυσίβη στα Ελληνικά νησιά.,It is time to stop and clean up for good this Erdogan blight export to the Greek islands. Καιρός να σταματήσει και να καθαρίσει για τα καλά αυτή η εξαγόμενη από τον Ερντογάν ερυσίβη στα Ελληνικά νησιά. 
