ID,source_id,source_type,unix_time,date_time,text,translated,photo_video_id,duplicate,photofilename,processed,predicted
6411,tweet4730,X,0.0,2020-09-23 19:27:45,Πλησιάζει ο καιρος !!! https://t.co/DtnKfPc35P,Πλησιάζει ο καιρος !!!,,,,πλησιάζει ο καιρος,0
6120,tweet4439,X,0.0,2020-09-23 09:17:52,Φθινόπωρο  [Κλικ και διαβάστε στο NewsBeast] Καιρός: Άρωμα φθινοπώρου με βροχές – Ποιες περιοχές θα  #Επηρεάστούν https://t.co/K1YZXUF0Td,Φθινόπωρο [Κλικ και διαβάστε στο NewsBeast] Καιρός: Άρωμα φθινοπώρου με βροχές – Ποιες περιοχές θα #Επηρεάστούν,,,,φθινόπωρο κλικ και διαβάστε στο newsbeast καιρός άρωμα φθινοπώρου με βροχές ποιες περιοχές θα επηρεάστούν,1
2603,tweet922,X,0.0,2020-09-18 08:35:07,"#18settembre Il #medicane #Udine (o #Ianos) è sulla #Grecia, dove è stata diramata l'allerta rossa 
https://t.co/9wY2F2iutY https://t.co/Mt7axOQ9Nz","#18 Coat #Medicane #Udine (ή #IANOS) βρίσκεται στην #Gercia, όπου εκδόθηκε η κόκκινη ειδοποίηση",,,,18 coat medicane udine ή ianos βρίσκεται στην gercia όπου εκδόθηκε η κόκκινη ειδοποίηση,1
3638,tweet1957,X,0.0,2020-09-19 08:13:00,Received another weather warning on my phone from the Greek government last night but thankfully there was just fierce rain in #Erineos - nothing like the scary battering #ianos winds of the night before. And look - an eager patch of blue at last. #medicane #greece https://t.co/o0ydYn2oFi,"Έλαβα μια άλλη προειδοποίηση καιρού στο τηλέφωνό μου από την ελληνική κυβέρνηση χθες το βράδυ, αλλά ευτυχώς υπήρχε μόνο έντονη βροχή σε #erineos - τίποτα σαν το τρομακτικό battering #ianos άνεμοι της προηγούμενης νύχτας. Και κοιτάξτε - ένα πρόθυμο μπλε μπλε επιτέλους. #Medicane #greece",,,,έλαβα μια άλλη προειδοποίηση καιρού στο τηλέφωνό μου από την ελληνική κυβέρνηση χθες το βράδυ αλλά ευτυχώς υπήρχε μόνο έντονη βροχή σε erineos τίποτα σαν το τρομακτικό battering ianos άνεμοι της προηγούμενης νύχτας και κοιτάξτε ένα πρόθυμο μπλε μπλε επιτέλους medicane greece,1
2772,tweet1091,X,0.0,2020-09-18 10:28:49,".@CopernicusEU #Sentinel3 captured this image of the Mediterranean hurricane #Ianos, or #Medicane, crossing the Ioanian Sea and approaching Greece yesterday 17 September at 10:48 CEST. 
#ΙΑΝΟΣ is set to make landfall over #Greece today. 

High res 📸https://t.co/mBwkd4bYuN https://t.co/Rg2UTjVD8a","@CopernicusEU #Sentinel3 κατέγραψε αυτή την εικόνα του μεσογειακού τυφώνα #Ianos, ή #Medicane, που διέσχισε την Ιονική Θάλασσα και πλησίασε την Ελλάδα χθες, 17 Σεπτεμβρίου, στις 10:48 CEST. Ο #ΙΑΝΟΣ αναμένεται να φτάσει σήμερα στην #Ελλάδα.

",,,,copernicuseu sentinel3 κατέγραψε αυτή την εικόνα του μεσογειακού τυφώνα ianos ή medicane που διέσχισε την ιονική θάλασσα και πλησίασε την ελλάδα χθες 17 σεπτεμβρίου στις 10 48 cest ο ιανος αναμένεται να φτάσει σήμερα στην ελλάδα,1
6033,tweet4352,X,0.0,2020-09-23 06:44:24,Καιρός: Έρχονται βροχές - #Χρησιμα - https://t.co/Jv4IKV2dFn https://t.co/4QYoErOaKr,Καιρός: Έρχονται βροχές - #Χρησιμα -,,,,καιρός έρχονται βροχές χρησιμα,1
2630,tweet949,X,0.0,2020-09-18 09:01:58,"Η κακοκαιρία Ιανός «βύθισε» την Ιθάκη στο σκοτάδι Ζημιές στους δρόμους, πλημμύρισαν σπίτια https://t.co/Vw9m9IprTU https://t.co/sgdZEJ85xF","Η κακοκαιρία Ιανός «βύθισε» την Ιθάκη στο σκοτάδι Ζημιές στους δρόμους, πλημμύρισαν σπίτια",,,,η κακοκαιρία ιανός βύθισε την ιθάκη στο σκοτάδι ζημιές στους δρόμους πλημμύρισαν σπίτια,0
6025,tweet4344,X,0.0,2020-09-23 06:05:04,ΑΛΗΘΕΙΑ: Ο καιρός σήμερα στην Κατερίνη https://t.co/rrJcVo5F60,ΑΛΗΘΕΙΑ: Ο καιρός σήμερα στην Κατερίνη,,,,αληθεια ο καιρός σήμερα στην κατερίνη,1
1950,tweet269,X,0.0,2020-09-17 09:04:54,"Medicane #Ianos wordt schitterend beschenen door de opkomende zon. Mooie beelden, maar een gevaarlijke storm. #Griekenland #Italië https://t.co/SFTcnxUtcM https://t.co/nJwgG2CcNr","Το Medicane #IANOS πυροβόλησε όμορφα από τον ανερχόμενο ήλιο. Όμορφες εικόνες, αλλά μια επικίνδυνη καταιγίδα. #Grekenland #italy",,,,το medicane ianos πυροβόλησε όμορφα από τον ανερχόμενο ήλιο όμορφες εικόνες αλλά μια επικίνδυνη καταιγίδα grekenland italy,0
4895,tweet3214,X,0.0,2020-09-20 19:23:31,@Fania24056791 Ααα δεν είμαι μόνο εγώ.... Ίσως και ότι λίγο άλλαξε ο καιρός,Fania24056791 Ααα δεν είμαι μόνο εγώ.Ίσως και ότι λίγο άλλαξε ο καιρός,,,,fania24056791 ααα δεν είμαι μόνο εγώ ίσως και ότι λίγο άλλαξε ο καιρός,0
1304,''2401132250899247497,instagram,1600457291.0,2020-09-18 19:28:11,#tweetawards #ianos,#tweetawards #ianos,,,119645864_646621749619795_9071238080334883658_n.jpg,tweetawards ianos,0
2804,tweet1123,X,0.0,2020-09-18 10:49:32,@mariferbv2000 como pq hay gente que todavía acepta trabajar con ese wey???,Mariferbv2000 ως επειδή υπάρχουν άνθρωποι που εξακολουθούν να συμφωνούν να συνεργαστούν με το Wey ???,,,,mariferbv2000 ως επειδή υπάρχουν άνθρωποι που εξακολουθούν να συμφωνούν να συνεργαστούν με το wey,0
4286,tweet2605,X,0.0,2020-09-19 22:33:11,"#Ianos  Θεότητα των Ρωμαίων , καταγωγή από Θεσσαλία .Όταν οι δύο πύλες του ναού του ήταν ανοικτές είχε πόλεμο διότι δραπέτευε η Ειρήνη . Ο Ιανουάριος ήταν αφιερωμένος σε αυτή τη θεότητα . https://t.co/F8DbElByAB","#Ianos Θεότητα των Ρωμαίων , καταγωγή από Θεσσαλία .Όταν οι δύο πύλες του ναού του ήταν ανοικτές είχε πόλεμο διότι δραπέτευε η Ειρήνη . Ο Ιανουάριος ήταν αφιερωμένος σε αυτή τη θεότητα .",,,,ianos θεότητα των ρωμαίων καταγωγή από θεσσαλία όταν οι δύο πύλες του ναού του ήταν ανοικτές είχε πόλεμο διότι δραπέτευε η ειρήνη ο ιανουάριος ήταν αφιερωμένος σε αυτή τη θεότητα,0
195,''2401749354635167784,instagram,1600530855.0,2020-09-19 15:54:15,#runningintherain #september2020 #rainyday #rungirlrun #hillrepeats #ianos #chania #iloverain #instarunner #dailyinsta #motivation #runningfervor,#RunningIntherain #Σεπτέμβριος2020 #RainyDay #RungirlRun #HillRepeats #IANOS #CHANIA #ILOVERAIN #INSTARUNNER #DailyInsta #Motivation #RunningFerVor,,,119946878_3654538037910339_1185826325330607398_n.jpg,runningintherain σεπτέμβριος2020 rainyday rungirlrun hillrepeats ianos chania iloverain instarunner dailyinsta motivation runningfervor,0
4962,tweet3281,X,0.0,2020-09-20 22:18:03,Καλός ο καιρός στο μεγαλύτερο μέρος της χώρας τη Δευτέρα https://t.co/3QCszLAHRU,Καλός ο καιρός στο μεγαλύτερο μέρος της χώρας τη Δευτέρα,,,,καλός ο καιρός στο μεγαλύτερο μέρος της χώρας τη δευτέρα,1
3639,tweet1958,X,0.0,2020-09-19 08:14:37,[Κλικ και διαβάστε στο pagenews] Καιρός σήμερα: Η πρόγνωση για το Σάββατο 19  #Σεπτεμβρίου 2020 https://t.co/bu0knE5Bhs,Κλικ και διαβάστε στο pagenews] Καιρός σήμερα: Η πρόγνωση για το Σάββατο 19 #Σεπτεμβρίου 2020,,,,κλικ και διαβάστε στο pagenews καιρός σήμερα η πρόγνωση για το σάββατο 19 σεπτεμβρίου 2020,1
972,''2402253675709128431,instagram,1600590975.0,2020-09-20 08:36:15,The dregs of Ianos meets Kavousi #kavousi #creteisland  #fall2020 #ianos #lasithi,The dregs of Ianos meets Kavousi #kavousi #creteisland #fall2020 #ianos #lasithi,,,119707095_124330275804411_1143284943350366743_n.jpg,the dregs of ianos meets kavousi kavousi creteisland fall2020 ianos lasithi,1
533,''2401823852655532175,instagram,1600539736.0,2020-09-19 18:22:16,#giacomoleopardi #ianos,#giacomoleopardi #ianos,,,119812163_942014486288403_5593248405294744781_n.jpg,giacomoleopardi ianos,0
4634,tweet2953,X,0.0,2020-09-20 12:34:52,Περισσότερες πληροφορίες 👉🏻 https://t.co/RiAJY7Oaua #measures #ianos https://t.co/BvO4PKkFUt,Περισσότερες πληροφορίες #measures #ianos,,,,περισσότερες πληροφορίες measures ianos,0
3626,tweet1945,X,0.0,2020-09-19 07:42:44,"Καλημέρα Σάββατο, ανθρώπινες απώλειες και ζημιές από τον Ιανό! Εδώ συγκρατημένη αισιοδοξία...
Υπομονή...(είπαμε να βρέξει και αυτός ξε@@@@θηκε...) https://t.co/pZHO3VJXFr","Καλημέρα Σάββατο, ανθρώπινες απώλειες και ζημιές από τον Ιανό! Εδώ συγκρατημένη αισιοδοξία.Υπομονή.(είπαμε να βρέξει και αυτός ξε@@@@θηκε.)",,,,καλημέρα σάββατο ανθρώπινες απώλειες και ζημιές από τον ιανό εδώ συγκρατημένη αισιοδοξία υπομονή είπαμε να βρέξει και αυτός ξε θηκε,0
5066,tweet3385,X,0.0,2020-09-21 06:41:02,Τετάρτη και Πέμπτη βροχές - Θερμοκρασία σε κανονικά επίπεδα: Οι άνεμοι στα πελάγη θα φτάνουν τα 5-6 μποφόρ. Η πρόγνωση του καιρού από τον διευθυντή της ΕΜΥ Θοδωρή Κολυδά. https://t.co/ulEhcpuHMD #καιρός #weather https://t.co/dQK4Cskao7,Τετάρτη και Πέμπτη βροχές - Θερμοκρασία σε κανονικά επίπεδα: Οι άνεμοι στα πελάγη θα φτάνουν τα 5-6 μποφόρ. Η πρόγνωση του καιρού από τον διευθυντή της ΕΜΥ Θοδωρή Κολυδά. #καιρός #weather,,,,τετάρτη και πέμπτη βροχές θερμοκρασία σε κανονικά επίπεδα οι άνεμοι στα πελάγη θα φτάνουν τα 5 6 μποφόρ η πρόγνωση του καιρού από τον διευθυντή της εμυ θοδωρή κολυδά καιρός weather,1
2973,tweet1292,X,0.0,2020-09-18 13:27:52,"Θα ανοίξετε μωρέ @grbigbrother ;;; Ο καιρός,μόνο για αυτό είναι σήμερα...#BigBrotherGR","Θα ανοίξετε μωρέ @grbigbrother ;;; Ο καιρός,μόνο για αυτό είναι σήμερα.#BigBrotherGR",,,,θα ανοίξετε μωρέ grbigbrother ο καιρός μόνο για αυτό είναι σήμερα bigbrothergr,0
5372,tweet3691,X,0.0,2020-09-21 16:27:31,"@mannikolaos @TassosAmp Συνενοικίαση σημαίνει πολλά άτομα, πολλές ζημιές, συχνά παράπονα από άλλους ιδιοκτήτες για καυγάδες
Το έχω ζήσει","mannikolaos @TassosAmp Συνενοικίαση σημαίνει πολλά άτομα, πολλές ζημιές, συχνά παράπονα από άλλους ιδιοκτήτες για καυγάδεςΤο έχω ζήσει",,,,mannikolaos tassosamp συνενοικίαση σημαίνει πολλά άτομα πολλές ζημιές συχνά παράπονα από άλλους ιδιοκτήτες για καυγάδεςτο έχω ζήσει,0
4291,tweet2610,X,0.0,2020-09-19 22:39:04,"Καιρός: Ο Ιανός σφυροκοπά την Κρήτη – Πλημμύρισαν τα «λιοντάρια», κατέρρευσε μπαλκόνι https://t.co/Xlpqdusrco https://t.co/6ZT5RmOG7F","Καιρός: Ο Ιανός σφυροκοπά την Κρήτη – Πλημμύρισαν τα «λιοντάρια», κατέρρευσε μπαλκόνι",,,,καιρός ο ιανός σφυροκοπά την κρήτη πλημμύρισαν τα λιοντάρια κατέρρευσε μπαλκόνι,1
6489,tweet4808,X,0.0,2020-09-23 22:40:31,@cynaegeirus Καιρός ήταν!!,cynaegeirus Καιρός ήταν!!,,,,cynaegeirus καιρός ήταν,0
3568,tweet1887,X,0.0,2020-09-19 02:04:45,"Θα ‘ρθει καιρός
που θ’ αλλάξουν τα πράγματα
[...]
Οι άνθρωποι,σκέψου,
θα μιλάνε με χρώματα
κι άλλοι με νότες
να φυλάξεις μοναχά
σε μια μεγάλη φιάλη με νερό
λέξεις &amp; έννοιες σαν &amp; αυτές:
απροσάρμοστοι,καταπίεση,
μοναξιά,τιμή,κέρδος,εξευτελισμός
για το μάθημα της Ιστορίας
Κ. Γώγου","Θα ‘ρθει καιρόςπου θ’ αλλάξουν τα πράγματα[.]Οι άνθρωποι,σκέψου,θα μιλάνε με χρώματακι άλλοι με νότεςνα φυλάξεις μοναχάσε μια μεγάλη φιάλη με νερόλέξεις &amp; έννοιες σαν &amp; αυτές:απροσάρμοστοι,καταπίεση,μοναξιά,τιμή,κέρδος,εξευτελισμόςγια το μάθημα της ΙστορίαςΚ. Γώγου",,,,θα ρθει καιρόςπου θ αλλάξουν τα πράγματα οι άνθρωποι σκέψου θα μιλάνε με χρώματακι άλλοι με νότεςνα φυλάξεις μοναχάσε μια μεγάλη φιάλη με νερόλέξεις amp έννοιες σαν amp αυτές απροσάρμοστοι καταπίεση μοναξιά τιμή κέρδος εξευτελισμόςγια το μάθημα της ιστορίαςκ γώγου,0
5384,tweet3703,X,0.0,2020-09-21 17:17:31,@fotjou @despoina_marg Ποίο το πρόβλημα; Όλοι μέσα και να συνεχίσουν το ταξίδι τους τώρα που καλητέρεψε ο καιρός,fotjou @despoina_marg Ποίο το πρόβλημα; Όλοι μέσα και να συνεχίσουν το ταξίδι τους τώρα που καλητέρεψε ο καιρός,,,,fotjou despoina_marg ποίο το πρόβλημα όλοι μέσα και να συνεχίσουν το ταξίδι τους τώρα που καλητέρεψε ο καιρός,0
3448,tweet1767,X,0.0,2020-09-18 21:54:09,εδώ ο κόσμος καίγεται και το.... σεισμοί καταποντισμοί λοιμοί και λιμοί .... καιρός ν αφήσουμε όλα τ άλλα πίσω,εδώ ο κόσμος καίγεται και το.σεισμοί καταποντισμοί λοιμοί και λιμοί.καιρός ν αφήσουμε όλα τ άλλα πίσω,,,,εδώ ο κόσμος καίγεται και το σεισμοί καταποντισμοί λοιμοί και λιμοί καιρός ν αφήσουμε όλα τ άλλα πίσω,1
8922,YouTube1565,YouTube,,2020-09-24T10:17:44Z,"A meteorológiai műholdképekből készült filmeken megfigyelhető hogyan alakulnak, fejlődnek a zivatarok, majd rövidebb-hosszú ... Ianos medikán, 2020. szeptember 17.","Οι μετεωρολογικές δορυφορικές εικόνες δείχνουν πώς αναπτύσσονται οι καταιγίδες, αναπτύσσονται και στη συνέχεια μικρότερες και μακρές. Ianos Medika, 17 Σεπτεμβρίου 2020",XG8sKSThRVg,1.0,na,οι μετεωρολογικές δορυφορικές εικόνες δείχνουν πώς αναπτύσσονται οι καταιγίδες αναπτύσσονται και στη συνέχεια μικρότερες και μακρές ianos medika 17 σεπτεμβρίου 2020,1
6009,tweet4328,X,0.0,2020-09-23 02:36:42,Quase nove horas da noite e ela resolveu virar artista kk😥 https://t.co/UGNCZdaZHq,Σχεδόν εννέα το βράδυ και αποφάσισε να γίνει καλλιτέχνης KK,,,,σχεδόν εννέα το βράδυ και αποφάσισε να γίνει καλλιτέχνης kk,0
6175,tweet4494,X,0.0,2020-09-23 11:14:32,Καιρός: Σε ποιες περιοχές έρχονται βροχές και καταιγίδες https://t.co/7iBKgIoEL7,Καιρός: Σε ποιες περιοχές έρχονται βροχές και καταιγίδες,,,,καιρός σε ποιες περιοχές έρχονται βροχές και καταιγίδες,1
1726,tweet45,X,0.0,2020-09-14 14:44:00,Ζημιές για την Charlotte’s Web Holdings https://t.co/QIwo6SWsz0,Ζημιές για την Charlotte’s Web Holdings,,,,ζημιές για την charlotte s web holdings,0
1799,tweet118,X,0.0,2020-09-16 16:40:56,"Tropical cyclone formation in the Mediterranean Sea is rare, so of course 2020 would sponsor one. This storm is named #Ianos and is tracking from Italy and toward Greece. https://t.co/7VVppt2jN1","Ο σχηματισμός τροπικού κυκλώνα στη Μεσόγειο Θάλασσα είναι σπάνιος, οπότε φυσικά το 2020 θα υποστηρίξει ένα. Αυτή η καταιγίδα ονομάζεται #ianos και παρακολουθεί από την Ιταλία και προς την Ελλάδα.",,,,ο σχηματισμός τροπικού κυκλώνα στη μεσόγειο θάλασσα είναι σπάνιος οπότε φυσικά το 2020 θα υποστηρίξει ένα αυτή η καταιγίδα ονομάζεται ianos και παρακολουθεί από την ιταλία και προς την ελλάδα,1
1361,''2400198156102837066,instagram,1600345952.0,2020-09-17 12:32:32,#IANOS Akdeniz Tayfunu Yunanistan'a varmak üzere. Tayfunun ani rüzgâr hamleleri 200km kadar çıkıyor. Üstelik metrekare 400 kilogramı geçkin bir yağış tahmin ediliyor. Komşuyu zor bir gece bekliyor. Gelişmeleri takip ediyoruz. Ülkemiz için herhangi bir risk bulunmuyor. \n\nNot: Irkçı ve beddua içerikli yorum yapanlar engellenecektir.,"Το πλήρωμα της Μεσογείου #IANOS πρόκειται να φτάσει στην Ελλάδα. Ο ξαφνικός άνεμος κινείται του πληρώματος φτάνει τα 200 χιλιόμετρα. Επιπλέον, 400 χιλιόγραμμα τετραγωνικών μέτρων εκτιμάται ότι έχουν ξεπερασμένη βροχόπτωση. Μια δύσκολη νύχτα περιμένει τον γείτονα. Ακολουθούμε τις εξελίξεις. Δεν υπάρχει κίνδυνος για τη χώρα μας. \ n \ Σημείωση: Τα ρατσιστικά και τα σχόλια που σχετίζονται με την κατάρα θα μπλοκαριστούν.",,,119629449_2620373144959832_6439559738768492703_n.jpg,το πλήρωμα της μεσογείου ianos πρόκειται να φτάσει στην ελλάδα ο ξαφνικός άνεμος κινείται του πληρώματος φτάνει τα 200 χιλιόμετρα επιπλέον 400 χιλιόγραμμα τετραγωνικών μέτρων εκτιμάται ότι έχουν ξεπερασμένη βροχόπτωση μια δύσκολη νύχτα περιμένει τον γείτονα ακολουθούμε τις εξελίξεις δεν υπάρχει κίνδυνος για τη χώρα μας n σημείωση τα ρατσιστικά και τα σχόλια που σχετίζονται με την κατάρα θα μπλοκαριστούν,0
2386,tweet705,X,0.0,2020-09-17 20:54:52,@MicahTamplin Here is the wave forecast for the next hours #medicane #ianos,Η Micahtamplin εδώ είναι η πρόβλεψη κύματος για τις επόμενες ώρες #Medicane #ianos,,,,η micahtamplin εδώ είναι η πρόβλεψη κύματος για τις επόμενες ώρες medicane ianos,1
2717,tweet1036,X,0.0,2020-09-18 10:02:56,"Ορισμένοι στη Λευκάδα προσπαθούν να κάνουν σέρφινγκ κατά τη διάρκεια του ΙΑΝΟΥ. Οι καιρικές συνθήκες είναι εξαιρετικά επικίνδυνες και αλλάζουν γρήγορα. Δεν συνιστάται η κολύμβηση ή κάθε είδους σπορ θαλάσσης. #ΙΑΝΟΣ

https://t.co/V6mrhXSrja",Ορισμένοι στη Λευκάδα προσπαθούν να κάνουν σέρφινγκ κατά τη διάρκεια του ΙΑΝΟΥ. Οι καιρικές συνθήκες είναι εξαιρετικά επικίνδυνες και αλλάζουν γρήγορα. Δεν συνιστάται η κολύμβηση ή κάθε είδους σπορ θαλάσσης. #ΙΑΝΟΣ,,,,ορισμένοι στη λευκάδα προσπαθούν να κάνουν σέρφινγκ κατά τη διάρκεια του ιανου οι καιρικές συνθήκες είναι εξαιρετικά επικίνδυνες και αλλάζουν γρήγορα δεν συνιστάται η κολύμβηση ή κάθε είδους σπορ θαλάσσης ιανος,0
88,''2403875202745505112,instagram,1600784276.0,2020-09-22 14:17:56,"IANOS medicane, the next day. Picnic faces at @picnickefalonia : the volunteers, the locals, the business men and the tourists who were caught up in the middle... \nLink in Bio for donations to the people in Need and the volunteers working hard day and night to help those in need.\n#medicane #ianos #kefaloniaianos #nextday #kefalonia #kefalonia2020 #2020","Ianos Medicane, την επόμενη μέρα. Το πικνίκ αντιμετωπίζει στο @picnickefalonia: οι εθελοντές, οι ντόπιοι, οι επιχειρηματίες και οι τουρίστες που είχαν παγιδευτεί στη μέση. .",,,120001495_122666842669417_1767888253684842341_n.jpg,ianos medicane την επόμενη μέρα το πικνίκ αντιμετωπίζει στο picnickefalonia οι εθελοντές οι ντόπιοι οι επιχειρηματίες και οι τουρίστες που είχαν παγιδευτεί στη μέση,0
342,''2403417867162642079,instagram,1600729774.0,2020-09-21 23:09:34,"Until a few days ago, we had totally different plans in terms of how we would celebrate our 100th post. ⁠To be precise: how we would celebrate YOUR 100th photo of Kefalonia.⁠\n⁠\nGiven that this account serves the purpose of curating beautiful visuals of Kefalonia island that are captured by both locals, as well as visitors and lovers of Kefalonia, we intended to celebrate your CREATIVITY, your UNIQUE way of capturing Kefalonia's many beauties, your PRECIOUS MEMORIES of Cephalonian summer holidays, and the LOVE we all share for Kefalonia.⁠\n⁠\nBut, now, the circumstances are totally different: Kefalonia is in the process of recovering, after being severely hit by Medicane 'Ianos'. ⁠\n⁠\nSo, we deem appropriate to show our love in a different and more relevant manner. Dazzling Kefalonia team decided to put in good use the traction of its online media presence, as well as the power of Dazzling Kefalonia community. ⁠\n⁠\nFor the immediate future - instead of curating and posting your beautiful visuals of Kefalonia - we intend to post content that: ⁠\n⁠\n- CREATES AWARENESS about the recovery process ⁠\n- MOTIVATES & BRING HOPE⁠\n- CONTAINS CALL-TO-ACTION⁠\n- BRINGS POSITIVE CHANGE to those in need ⁠\n⁠\nWe are very much aware that we don't have the power to make a huge difference, but we do know that EVERY LITTLE HELPS. ⁠\n⁠\nWithin this context, we also invite our fellow Cephalonian and Greek Instagrammers - especially the ones that have large following - to do the same.⁠\n⁠\nIn these difficult times - for so many Greek people and regions around Greece (Ithaki, Zakynthos, Thessaly, Central Greece, Crete) - make your online presence count. Post relevant and informative content and motivate your communities TO MAKE A DIFFERENCE. ⁠\n⁠\nIt is NOW that people need us most. ⁠\n⁠\nSo, with this 100th post, LET US CELEBRATE ALL THE LITTLE THINGS THAT WE CAN MAKE THEM HAPPEN!","Μέχρι πριν από λίγες ημέρες, είχαμε εντελώς διαφορετικά σχέδια όσον αφορά τον τρόπο με τον οποίο θα γιορτάσουμε την 100η θέση μας. Για να είμαστε ακριβείς: πώς θα γιορτάσουμε την 100η φωτογραφία της Kefalonia.⁠ \ n⁠ \ ngiven ότι αυτός ο λογαριασμός εξυπηρετεί τον σκοπό της περιποίησης όμορφων οπτικών οπτικών νησιών της Κεφαλονίας που συλλαμβάνονται και από τους δύο ντόπιους, καθώς και τους επισκέπτες και τους εραστές της Κεφαλονίας, Σκοπεύαμε να γιορτάσουμε τη δημιουργικότητά σας, τον μοναδικό σας τρόπο να καταγράψουμε τις πολλές ομορφιές της Κεφαλονίας, τις πολύτιμες αναμνήσεις σας για τις καλοκαιρινές διακοπές της Κεφαλονίας και την αγάπη που όλοι μοιραζόμαστε για την Κεφαλονία. Κατά τη διαδικασία της ανάκτησης, αφού πλήττονται σοβαρά από τον Medicane 'Ianos'. ⁠ \ n⁠ \ nso, κρίνουμε κατάλληλο να δείξουμε την αγάπη μας με διαφορετικό και πιο σημαντικό τρόπο. Η εκθαμβωτική ομάδα Kefalonia αποφάσισε να χρησιμοποιήσει την έλξη της παρουσίας της σε απευθείας σύνδεση μέσων, καθώς και την δύναμη της εκθαμβωτικής κοινότητας της Κεφαλονίας. Το άμεσο μέλλον - αντί να περιορίσουμε και να δημοσιεύσουμε τα όμορφα γραφικά σας της Κεφαλονίας - σκοπεύουμε να δημοσιεύσουμε περιεχόμενο που: \ n- Περιέχει την κλήση προς δράση \ n- φέρνει θετική αλλαγή σε όσους έχουν ανάγκη ⁠ \ n⁠ \ nwe γνωρίζουν πολύ ότι δεν έχουμε τη δύναμη να κάνουμε μια τεράστια διαφορά, αλλά γνωρίζουμε ότι κάθε Λίγα βοηθά. ⁠ \ nwithin αυτό το πλαίσιο, προσκαλούμε επίσης τους συναδέλφους μας κεφαλονούς και ελληνικούς instagrammers - ειδικά εκείνους που έχουν μεγάλες ακόλουθες - για να κάνουν το ίδιο. Η Ελλάδα (Ithaki, Zakynthos, Θεσσαλία, Κεντρική Ελλάδα, Κρήτη) - Κάντε την ηλεκτρονική παρουσία σας. Δημοσιεύστε το σχετικό και ενημερωτικό περιεχόμενο και παρακινήστε τις κοινότητές σας να κάνουν τη διαφορά. ⁠ \ n⁠ \ nit είναι τώρα που οι άνθρωποι μας χρειάζονται περισσότερο. ⁠ \ n⁠ \ nso, με αυτή την 100η θέση, ας γιορτάσουμε όλα τα μικρά πράγματα που μπορούμε να τα κάνουμε να συμβούν!",,,119886109_125111412378769_1704808227120670016_n.jpg,μέχρι πριν από λίγες ημέρες είχαμε εντελώς διαφορετικά σχέδια όσον αφορά τον τρόπο με τον οποίο θα γιορτάσουμε την 100η θέση μας για να είμαστε ακριβείς πώς θα γιορτάσουμε την 100η φωτογραφία της kefalonia n ngiven ότι αυτός ο λογαριασμός εξυπηρετεί τον σκοπό της περιποίησης όμορφων οπτικών οπτικών νησιών της κεφαλονίας που συλλαμβάνονται και από τους δύο ντόπιους καθώς και τους επισκέπτες και τους εραστές της κεφαλονίας σκοπεύαμε να γιορτάσουμε τη δημιουργικότητά σας τον μοναδικό σας τρόπο να καταγράψουμε τις πολλές ομορφιές της κεφαλονίας τις πολύτιμες αναμνήσεις σας για τις καλοκαιρινές διακοπές της κεφαλονίας και την αγάπη που όλοι μοιραζόμαστε για την κεφαλονία κατά τη διαδικασία της ανάκτησης αφού πλήττονται σοβαρά από τον medicane ianos n nso κρίνουμε κατάλληλο να δείξουμε την αγάπη μας με διαφορετικό και πιο σημαντικό τρόπο η εκθαμβωτική ομάδα kefalonia αποφάσισε να χρησιμοποιήσει την έλξη της παρουσίας της σε απευθείας σύνδεση μέσων καθώς και την δύναμη της εκθαμβωτικής κοινότητας της κεφαλονίας το άμεσο μέλλον αντί να περιορίσουμε και να δημοσιεύσουμε τα όμορφα γραφικά σας της κεφαλονίας σκοπεύουμε να δημοσιεύσουμε περιεχόμενο που n περιέχει την κλήση προς δράση n φέρνει θετική αλλαγή σε όσους έχουν ανάγκη n nwe γνωρίζουν πολύ ότι δεν έχουμε τη δύναμη να κάνουμε μια τεράστια διαφορά αλλά γνωρίζουμε ότι κάθε λίγα βοηθά nwithin αυτό το πλαίσιο προσκαλούμε επίσης τους συναδέλφους μας κεφαλονούς και ελληνικούς instagrammers ειδικά εκείνους που έχουν μεγάλες ακόλουθες για να κάνουν το ίδιο η ελλάδα ithaki zakynthos θεσσαλία κεντρική ελλάδα κρήτη κάντε την ηλεκτρονική παρουσία σας δημοσιεύστε το σχετικό και ενημερωτικό περιεχόμενο και παρακινήστε τις κοινότητές σας να κάνουν τη διαφορά n nit είναι τώρα που οι άνθρωποι μας χρειάζονται περισσότερο n nso με αυτή την 100η θέση ας γιορτάσουμε όλα τα μικρά πράγματα που μπορούμε να τα κάνουμε να συμβούν,0
3483,tweet1802,X,0.0,2020-09-18 22:38:04,Εγώ όλη μέρα #Ianos https://t.co/Cpnh2yzix5,Εγώ όλη μέρα #Ianos,,,,εγώ όλη μέρα ianos,1
2826,tweet1145,X,0.0,2020-09-18 11:11:33,"Κατάλαβε ο κυκλώνας ότι είμαστε καλοί άνθρωποι εδώ κάτω και έστριψε.
#Ianos  #Messinia",Κατάλαβε ο κυκλώνας ότι είμαστε καλοί άνθρωποι εδώ κάτω και έστριψε.#Ianos #Messinia,,,,κατάλαβε ο κυκλώνας ότι είμαστε καλοί άνθρωποι εδώ κάτω και έστριψε ianos messinia,0
