"ID","source_id","source_type","unix_time","date_time","text","translated","photo_video_id","duplicate","photofilename","processed","predicted","score",
1670,"''2394509430523166847","instagram",1599667789,"2020-09-09 16:09:49","Ανακαλύψτε μοναδικά ημερολόγια, παγούρια, στυλό, κουμπαράδες και πολλά ακόμη στο κατάστημε @ianos_gr  στο Mediterranean Cosmos. \n\n#mediterraneancosmos #shoppingdestination #ianos #stationery #stationery #stationeryaddict #planner #studygram #stationerylove #journal  #notebook #stickers #alattulis #study #stationeryshop  #stationary #washitape #design #stationerymurah #stationerylover #notes","Ανακαλύψτε μοναδικά ημερολόγια, παγούρια, στυλό, κουμπαράδες και πολλά ακόμη στο κατάστημε @ianos_gr στο Mediterranean Cosmos. \n\n#mediterraneancosmos #shoppingdestination #ianos #stationery #stationery #stationeryaddict #planner #studygram #stationerylove #journal #notebook #stickers #alattulis #study #stationeryshop #stationary #washitape #design #stationerymurah #stationerylover #notes",,,"118943870_329153234998383_8623706433970061528_n.jpg","ανακαλύψτε μοναδικα ημερολο για παγου ρια στυλο κουμπαρα δες και πολλα ακο μη στο κατα στημε ianos_gr στο mediterranean cosmos n n mediterraneancosmos shoppingdestination ianos stationery stationery stationeryaddict planner studygram stationerylove journal notebook stickers alattulis study stationeryshop stationary washitape design stationerymurah stationerylover notes",0,"TN",
7251,"Flickr703","Flickr",,"2020-10-15 17:12:20","Steam locomotive 99 2324-4 in unseasonable weather. Believe it or not - this engine was built in 2009! Since it was constructed according to the old plans from 1932 it is technically and optically identical to her three sisters.","Ατμομηχανή 99 2324-4 σε ασυνήθιστο καιρό. Πιστέψτε το ή όχι - αυτός ο κινητήρας χτίστηκε το 2009! Δεδομένου ότι κατασκευάστηκε σύμφωνα με τα παλιά σχέδια από το 1932, είναι τεχνικά και οπτικά πανομοιότυπα με τις τρεις αδελφές της.",50489244708,,"50489244708.jpg","ατμομηχανή 99 2324 4 σε ασυνήθιστο καιρό πιστέψτε το ή όχι αυτός ο κινητήρας χτίστηκε το 2009 δεδομένου ότι κατασκευάστηκε σύμφωνα με τα παλιά σχέδια από το 1932 είναι τεχνικά και οπτικά πανομοιότυπα με τις τρεις αδελφές της",0,"TN",
2400,"tweet719","X",0,"2020-09-17 21:11:00","#Greek Cyclone #Ianos reaches #Kefalonia. Live web cam of Port of Fiskardo. Link below ....💨🌊.     https://t.co/PeQr9z1MZD","#Greek Cyclone #IANOS φτάνει #kefalonia. Ζωντανή Web Cam του λιμανιού του Fiskardo. Σύνδεσμος παρακάτω.",,,,"greek cyclone ianos φτάνει kefalonia ζωντανή web cam του λιμανιού του fiskardo σύνδεσμος παρακάτω",0,"TN",
6712,"Flickr164","Flickr",,"2020-09-09 20:12:24","Bronica SQa, 80mm 2.8, Kodak Portra 160","Bronica SQA, 80mm 2.8, Kodak Portra 160",50324669472,,"50324669472.jpg","bronica sqa 80mm 2 8 kodak portra 160",0,"TN",
4181,"tweet2500","X",0,"2020-09-19 19:22:51","Ανυπολόγιστες οι ζημιές σε σπίτια και αγροτικές εκτάσεις στα Φάρσαλα - https://t.co/jGVELeEvSP https://t.co/aTp0y2vZIs","Ανυπολόγιστες οι ζημιές σε σπίτια και αγροτικές εκτάσεις στα Φάρσαλα -",,,,"ανυπολόγιστες οι ζημιές σε σπίτια και αγροτικές εκτάσεις στα φάρσαλα",0,"TN",
8304,"YouTube947","YouTube",,"2020-09-18T07:37:56Z","Ζάκυνθος, κυκλώνας Ιανός, 18/9/2020. Κυκλώνας Ιανός - Ζάκυνθος","Ζάκυνθος, κυκλώνας Ιανός, 18/9/2020. Κυκλώνας Ιανός - Ζάκυνθος","8rsMsHFoUxE",1,"na","ζάκυνθος κυκλώνας ιανός 18 9 2020 κυκλώνας ιανός ζάκυνθος",0,"TN",
4024,"tweet2343","X",0,"2020-09-19 15:35:46","Ανυπολόγιστες ζημιές σε Καρδίτσα και Φάρσαλα – Live που κινείτε η καταιγίδα https://t.co/H516FTHHuY","Ανυπολόγιστες ζημιές σε Καρδίτσα και Φάρσαλα – Live που κινείτε η καταιγίδα",,,,"ανυπολόγιστες ζημιές σε καρδίτσα και φάρσαλα live που κινείτε η καταιγίδα",0,"TN",
5679,"tweet3998","X",0,"2020-09-22 09:29:27","Καιρός ήταν 😉😎","Καιρός ήταν",,,,"καιρός ήταν",0,"TN",
3234,"tweet1553","X",0,"2020-09-18 18:09:00","Destructive #flooding associated with #medicane #Ianos is taking place right now in northern parts of #Kefalonia island, #Greece. 

#ΙΑΝΟΣ #Ιανός @meteogr  
Source: Ioannhs Papaliodis via @Meteoclub https://t.co/imRwLGtYIj","Η καταστροφική #flooding που σχετίζεται με το #Medicane #IANOS πραγματοποιείται αυτή τη στιγμή στα βόρεια μέρη του νησιού #Kefalonia, #Greece. #Iaans #iaans @meteogr πηγή: ioannhs papaliodis μέσω @meteoclub",,,,"η καταστροφική flooding που σχετίζεται με το medicane ianos πραγματοποιείται αυτή τη στιγμή στα βόρεια μέρη του νησιού kefalonia greece iaans iaans meteogr πηγή ioannhs papaliodis μέσω meteoclub",0,"FN",
5012,"tweet3331","X",0,"2020-09-21 00:12:58","- via Καιρός&amp;Pαντάρ https://t.co/qvAbEYjypy","via Καιρός&amp;Pαντάρ",,,,"via καιρός amp pαντάρ",0,"FN",
5305,"tweet3624","X",0,"2020-09-21 13:35:22","Καμία στιγμή ρε μαλακά Συνολακη είναι όταν χανεις/ξεχνάς κάτι.οχι όταν χάνονται ζωές.#Ianos #Καρδιτσα #κυβερνηση_τσιρκο","Καμία στιγμή ρε μαλακά Συνολακη είναι όταν χανεις/ξεχνάς κάτι.οχι όταν χάνονται ζωές.#Ianos #Καρδιτσα #κυβερνηση_τσιρκο",,,,"καμία στιγμή ρε μαλακά συνολακη είναι όταν χανεις ξεχνάς κάτι οχι όταν χάνονται ζωές ianos καρδιτσα κυβερνηση_τσιρκο",0,"TN",
856,"''2400873180224179024","instagram",1600426407,"2020-09-18 10:53:27","..ecco questo Medicane Ianos mi mancava...il 2020 é veramente ricco di sorprese😱😱🤦‍♀️🤦‍♀️🌪🌪⛈⛈🌊🌊 #2020 #september #summer #hurricane #medicane #ianos #greece #kefalonia #ionicislands","...αυτό το Medicane Ianos μου έλειπε...το 2020 είναι πραγματικά γεμάτο εκπλήξεις  #2020 #september #summer #hurricane #medicane #ianos #greece #kefalonia #ionicislands",,,"119716424_722944298288043_5283634830822572162_n.jpg","αυτό το medicane ianos μου έλειπε το 2020 είναι πραγματικά γεμάτο εκπλήξεις 2020 september summer hurricane medicane ianos greece kefalonia ionicislands",0,"TN",
5161,"tweet3480","X",0,"2020-09-21 09:19:28","Τεράστιες υλικές ζημιές άφησε πίσω η κακοκαιρία. https://t.co/bTyT1BRT7L","Τεράστιες υλικές ζημιές άφησε πίσω η κακοκαιρία.",,,,"τεράστιες υλικές ζημιές άφησε πίσω η κακοκαιρία",0,"TN",
6099,"tweet4418","X",0,"2020-09-23 08:38:02","Ξανά σε λειτουργία η σιδηροδρομική γραμμή Αθήνας-Θεσσαλονίκης, εκτεταμένες οι ζημιές λόγω ""Ιανού"" https://t.co/wlTT9ykJ0A","Ξανά σε λειτουργία η σιδηροδρομική γραμμή Αθήνας-Θεσσαλονίκης, εκτεταμένες οι ζημιές λόγω ""Ιανού""",,,,"ξανά σε λειτουργία η σιδηροδρομική γραμμή αθήνας θεσσαλονίκης εκτεταμένες οι ζημιές λόγω ιανού",0,"TN",
4105,"tweet2424","X",0,"2020-09-19 17:39:25","ΟΣΕ: Σοβαρές ζημιές του δικτύου σε σημεία της γραμμής Λιανοκλάδι - Λάρισα https://t.co/c85RZ8ZOg8","ΟΣΕ: Σοβαρές ζημιές του δικτύου σε σημεία της γραμμής Λιανοκλάδι - Λάρισα",,,,"οσε σοβαρές ζημιές του δικτύου σε σημεία της γραμμής λιανοκλάδι λάρισα",0,"TN",
5436,"tweet3755","X",0,"2020-09-21 19:43:25","❗Τα μέτρα που εξήγγειλε η κυβέρνηση για τους πληγέντες από τον «Ιανό» είναι σταγόνα στον ωκεανό σε σχέση με τις ζημιές που υπέστησαν, ενώ δεν εξήγγειλε κανένα μέτρο μακράς πνοής για αποφυγή παρόμοιων καταστροφών.

👉 https://t.co/KrReDrKk9w

#kinima_allagis #Καρδίτσα https://t.co/figelKMXhN","Τα μέτρα που εξήγγειλε η κυβέρνηση για τους πληγέντες από τον «Ιανό» είναι σταγόνα στον ωκεανό σε σχέση με τις ζημιές που υπέστησαν, ενώ δεν εξήγγειλε κανένα μέτρο μακράς πνοής για αποφυγή παρόμοιων καταστροφών. #Καρδίτσα",,,,"τα μέτρα που εξήγγειλε η κυβέρνηση για τους πληγέντες από τον ιανό είναι σταγόνα στον ωκεανό σε σχέση με τις ζημιές που υπέστησαν ενώ δεν εξήγγειλε κανένα μέτρο μακράς πνοής για αποφυγή παρόμοιων καταστροφών καρδίτσα",0,"TN",
379,"''2400870007828669726","instagram",1600426029,"2020-09-18 10:47:09","Thalia I\n#throwback #poros #thalia #august #poros_island #rain #greece #photocontestgr #seascape #sea  #seasurface #surface #unlimitedgreece #greecelover_gr #TopGreecePhoto #discovergreece #visitgreecegr #Great_Captures_Greece #wu_greece #photocontestgr #exquisite_greece #greecestagram #ilovegreece #ianos #GR #feelgreece #travel_greece #athensvoice #colorsofgreece #exquisite_greece #heavenly_shotz #tv_greece","Thalia I \ n #Throwback #poros #thalia #august #poros_island #Rain #greece #PhotocontestGr #Seascape #sea #seasurface #Surface #UnlimitedGreece #GreeCover_GRECECECEVECEPEFLEEPHOTOUTERECOVERGERECE # otocontestgr #exquisite_greece #greecestagram #IloveGreece #IANOS #GR #FEELGREECE #travel_greece #athensvoice #colorsofgreece #exquisite_greece #heavenly_shotz #tv_greece",,,"119878524_259566845176200_6312758384691527048_n.jpg","thalia i n throwback poros thalia august poros_island rain greece photocontestgr seascape sea seasurface surface unlimitedgreece greecover_grecececevecepefleephotouterecovergerece otocontestgr exquisite_greece greecestagram ilovegreece ianos gr feelgreece travel_greece athensvoice colorsofgreece exquisite_greece heavenly_shotz tv_greece",1,"TP",
2296,"tweet615","X",0,"2020-09-17 19:15:26","Κυκλώνας Ιανός και οι 5 μεγάλες ταινίες καταιγίδες του σινεμά https://t.co/c12xsUgvcs #Ιανος #ΙΑΝΟΣ #ianos #cinema @D_MILIOGLOU","Κυκλώνας Ιανός και οι 5 μεγάλες ταινίες καταιγίδες του σινεμά #Ιανος #ΙΑΝΟΣ #ianos #cinema @D_MILIOGLOU",,,,"κυκλώνας ιανός και οι 5 μεγάλες ταινίες καταιγίδες του σινεμά ιανος ιανος ianos cinema d_milioglou",0,"TN",
2983,"tweet1302","X",0,"2020-09-18 13:38:30","#Ιανός 🌀
""Άνοιξαν"" οι ουρανοί στα Λουτρά Υπάτης

https://t.co/lfU6jFqrhX

#Ianos https://t.co/NGuxQTADL1","#Ιανός ""Άνοιξαν"" οι ουρανοί στα Λουτρά Υπάτης",,,,"ιανός άνοιξαν οι ουρανοί στα λουτρά υπάτης",0,"TN",
1811,"tweet130","X",0,"2020-09-16 18:19:59","Düzeltme ismi #lanos değil #Ianos olacak.","Το όνομα διόρθωσης θα είναι #lanos, όχι #ianos.",,,,"το όνομα διόρθωσης θα είναι lanos όχι ianos",0,"TN",
5140,"tweet3459","X",0,"2020-09-21 08:48:02","Βελτιώνεται τη Δευτέρα ο καιρός – Πού θα σημειωθούν βροχές https://t.co/iax7kA6wZ0","Βελτιώνεται τη Δευτέρα ο καιρός – Πού θα σημειωθούν βροχές",,,,"βελτιώνεται τη δευτέρα ο καιρός πού θα σημειωθούν βροχές",1,"TP",
5172,"tweet3491","X",0,"2020-09-21 09:34:44","@AnnaChatzisofia Εδώ ο άλλος Σταικος μας έλεγε χθες για κομμουνισμό το 1920 σήμερα ο Καραγιανης για Τον Λιακο αλλά για ζημιές και τι θα γίνει μούγκα","AnnaChatzisofia Εδώ ο άλλος Σταικος μας έλεγε χθες για κομμουνισμό το 1920 σήμερα ο Καραγιανης για Τον Λιακο αλλά για ζημιές και τι θα γίνει μούγκα",,,,"annachatzisofia εδώ ο άλλος σταικος μας έλεγε χθες για κομμουνισμό το 1920 σήμερα ο καραγιανης για τον λιακο αλλά για ζημιές και τι θα γίνει μούγκα",0,"TN",
3385,"tweet1704","X",0,"2020-09-18 20:42:19","ΡΕΠΟΡΤΑΖ .ΤΩΡΑ.GR: Σαρώνει τη Στερεά Ελλάδα ο «Ιανός»: Ζημιές στη Φθι... https://t.co/xuIeR2pm5B","ΡΕΠΟΡΤΑΖ .ΤΩΡΑ.GR: Σαρώνει τη Στερεά Ελλάδα ο «Ιανός»: Ζημιές στη Φθι.",,,,"ρεπορταζ τωρα gr σαρώνει τη στερεά ελλάδα ο ιανός ζημιές στη φθι",0,"TN",
3931,"tweet2250","X",0,"2020-09-19 13:08:27","Αυτός ο καιρός είναι για λιώσιμο και ξάπλα λέει η Ράνια μας λες και τις άλλες μέρες τσαπιζε. #BigBrotherGR","Αυτός ο καιρός είναι για λιώσιμο και ξάπλα λέει η Ράνια μας λες και τις άλλες μέρες τσαπιζε. #BigBrotherGR",,,,"αυτός ο καιρός είναι για λιώσιμο και ξάπλα λέει η ράνια μας λες και τις άλλες μέρες τσαπιζε bigbrothergr",0,"TN",
6257,"tweet4576","X",0,"2020-09-23 13:36:03","Στέλιος Πέτσας: Θα δοθούν πάνω από 100 εκατομμύρια στην Καρδίτσα για τις ζημιές - https://t.co/TBL0P3AXDD https://t.co/p7bGPF3HLF","Στέλιος Πέτσας: Θα δοθούν πάνω από 100 εκατομμύρια στην Καρδίτσα για τις ζημιές -",,,,"στέλιος πέτσας θα δοθούν πάνω από 100 εκατομμύρια στην καρδίτσα για τις ζημιές",0,"TN",
4709,"tweet3028","X",0,"2020-09-20 14:13:07","Ηλεία: Παραμένει αμετάβλητος ο καιρός https://t.co/oDVKzGLotU https://t.co/fc3fRu9rB2","Ηλεία: Παραμένει αμετάβλητος ο καιρός",,,,"ηλεία παραμένει αμετάβλητος ο καιρός",0,"FN",
7074,"Flickr526","Flickr",,"2020-09-23 01:45:08","Medicane Ianos 2020 Mediterranean Hurricane","Medicane Ianos 2020 Μεσογειακός τυφώνας",50373875622,,"50373875622.jpg","medicane ianos 2020 μεσογειακός τυφώνας",0,"TN",
6615,"Flickr67","Flickr",,"2020-10-02 19:03:29","<b>268/366 (2,855)</b>

Another day of decorating and rain.","B> 268/366 (2.855) </b> Μια άλλη μέρα διακόσμησης και βροχής.",50409438332,,"50409438332.jpg","b 268 366 2 855 b μια άλλη μέρα διακόσμησης και βροχής",0,"TN",
3202,"tweet1521","X",0,"2020-09-18 17:28:15","Video of conditions caused by the ""Medicane"" #Ianos this morning","Βίντεο των συνθηκών που προκλήθηκαν από το ""Medicane"" #ianos σήμερα το πρωί",,,,"βίντεο των συνθηκών που προκλήθηκαν από το medicane ianos σήμερα το πρωί",1,"TP",
2158,"tweet477","X",0,"2020-09-17 16:14:02","@greekcitytimes Here the wave field forecasted for the #medicane #Ianos","GreekCityMimes εδώ το πεδίο κύματος που προβλέπεται για το #Medicane #IANOS",,,,"greekcitymimes εδώ το πεδίο κύματος που προβλέπεται για το medicane ianos",1,"TP",
2568,"tweet887","X",0,"2020-09-18 08:08:23","Παιδιά μπορεί να βρέξει σημερα. Υποθέτω δεν το μάθατε απο εμένα. #ΙΑΝΟΣ #Ianos https://t.co/qCfkUMIa40","Παιδιά μπορεί να βρέξει σημερα. Υποθέτω δεν το μάθατε απο εμένα. #ΙΑΝΟΣ #Ianos",,,,"παιδιά μπορεί να βρέξει σημερα υποθέτω δεν το μάθατε απο εμένα ιανος ianos",0,"TN",
6646,"Flickr98","Flickr",,"2020-09-06 22:47:55","A muskrat sits the morning out as the rain continues to pour. 
Burnham Prairie","Ένας μόσχος κάθεται το πρωί καθώς η βροχή συνεχίζει να ρίχνει. Λιβάδι",50313754091,,"50313754091.jpg","ένας μόσχος κάθεται το πρωί καθώς η βροχή συνεχίζει να ρίχνει λιβάδι",0,"TN",
5861,"tweet4180","X",0,"2020-09-22 18:07:53","Οι ζημιές στο Αρχαιολογικό Μουσείο Καρδίτσας
Διαβάστε➡️https://t.co/lG6nKkSa71

#ministryofculturegr #greekculture #ΥΠΠΟΑ #YPPOA https://t.co/YLVwGnZO9M","Οι ζημιές στο Αρχαιολογικό Μουσείο ΚαρδίτσαςΔιαβάστε #greekculture #ΥΠΠΟΑ #YPPOA",,,,"οι ζημιές στο αρχαιολογικό μουσείο καρδίτσαςδιαβάστε greekculture υπποα yppoa",0,"TN",
2406,"tweet725","X",0,"2020-09-17 21:25:30","Ρε μπας και μεταφράσαμε κάτι λάθος στις επιγραφες των Μάγια και το 2012 είναι το 2020?
#Ιανος #ianos","Ρε μπας και μεταφράσαμε κάτι λάθος στις επιγραφες των Μάγια και το 2012 είναι το 2020?#Ιανος #ianos",,,,"ρε μπας και μεταφράσαμε κάτι λάθος στις επιγραφες των μάγια και το 2012 είναι το 2020 ιανος ianos",0,"TN",
6507,"tweet4826","X",0,"2020-09-23 23:30:30","Καιρός : Νέα επιδείνωση με καταιγίδες και χαλάζι – Δείτε πού και πότε https://t.co/ogLm0CUKJK","Καιρός : Νέα επιδείνωση με καταιγίδες και χαλάζι – Δείτε πού και πότε",,,,"καιρός νέα επιδείνωση με καταιγίδες και χαλάζι δείτε πού και πότε",1,"TP",
2747,"tweet1066","X",0,"2020-09-18 10:18:04","Στην Αχαϊα πάντως που είμαι εγώ περασε ελαφρά, τώρα βροχή εχει και αναμένουμε για πιο αργά πάλι να κλιμακώθει ο καιρός. Βέβαια οι διπλανοί νομοί Ηλείας, Πάτρα και τα νησιά στο Ιόνιο έχουνε θέμα.. Λάβαμε μήνυμα από το 112 19:50 χθές αφού είδη φάγαμε το πρώτo χτύπημα. Είναι μαλακές","Στην Αχαϊα πάντως που είμαι εγώ περασε ελαφρά, τώρα βροχή εχει και αναμένουμε για πιο αργά πάλι να κλιμακώθει ο καιρός. Βέβαια οι διπλανοί νομοί Ηλείας, Πάτρα και τα νησιά στο Ιόνιο έχουνε θέμα.Λάβαμε μήνυμα από το 112 19:50 χθές αφού είδη φάγαμε το πρώτo χτύπημα. Είναι μαλακές",,,,"στην αχαϊα πάντως που είμαι εγώ περασε ελαφρά τώρα βροχή εχει και αναμένουμε για πιο αργά πάλι να κλιμακώθει ο καιρός βέβαια οι διπλανοί νομοί ηλείας πάτρα και τα νησιά στο ιόνιο έχουνε θέμα λάβαμε μήνυμα από το 112 19 50 χθές αφού είδη φάγαμε το πρώτo χτύπημα είναι μαλακές",1,"TP",
3679,"tweet1998","X",0,"2020-09-19 09:15:55","Εικόνες βιβλικής καταστροφής στην Καρδίτσα - Εκτεταμένες ζημιές και σε Κόρινθο,
https://t.co/BlZ8FE6ilG,","Εικόνες βιβλικής καταστροφής στην Καρδίτσα - Εκτεταμένες ζημιές και σε Κόρινθο,",,,,"εικόνες βιβλικής καταστροφής στην καρδίτσα εκτεταμένες ζημιές και σε κόρινθο",0,"TN",
5202,"tweet3521","X",0,"2020-09-21 10:30:20","43 σκάφη βυθίστηκαν μόνο στην Κεφαλονιά κατά το πέρασμα του Μεσογειακού Κυκλώνα ΙΑΝΟΥ. 
#ΙΑΝΟΣ #IANOS 

https://t.co/5Jk0it4esC","43 σκάφη βυθίστηκαν μόνο στην Κεφαλονιά κατά το πέρασμα του Μεσογειακού Κυκλώνα ΙΑΝΟΥ. #ΙΑΝΟΣ #IANOS",,,,"43 σκάφη βυθίστηκαν μόνο στην κεφαλονιά κατά το πέρασμα του μεσογειακού κυκλώνα ιανου ιανος ianos",0,"TN",
1953,"tweet272","X",0,"2020-09-17 09:15:53","De golven van de Ionische zee zijn in de baai bij Parga door #medicane #Ianos nu al een stuk hoger! @jordiweerman @helgavanleur https://t.co/65FMqIcdpI","Τα κύματα της Θάλασσας του Ιωνίου είναι ήδη πολύ υψηλότερα στον κόλπο κοντά στο Parga από το #Medicane #ianos! @JordiWeerman @helgavanleur",,,,"τα κύματα της θάλασσας του ιωνίου είναι ήδη πολύ υψηλότερα στον κόλπο κοντά στο parga από το medicane ianos jordiweerman helgavanleur",1,"TP",
4202,"tweet2521","X",0,"2020-09-19 20:07:51","Σας ευχαριστώ όλους για τα μηνύματα σας, με συγκινησατε σε αυτή τη δύσκολη στιγμή. Είμαστε καλά και αυτό έχει σημασία, οι ζημιές πολλές.","Σας ευχαριστώ όλους για τα μηνύματα σας, με συγκινησατε σε αυτή τη δύσκολη στιγμή. Είμαστε καλά και αυτό έχει σημασία, οι ζημιές πολλές.",,,,"σας ευχαριστώ όλους για τα μηνύματα σας με συγκινησατε σε αυτή τη δύσκολη στιγμή είμαστε καλά και αυτό έχει σημασία οι ζημιές πολλές",0,"TN",
6005,"tweet4324","X",0,"2020-09-23 01:43:15","@YESENIAARAUJO07 Si vienes el 10, pasa a saludar estoy en Cabazon! Q bien pronto en Los Angeles","Yeseniaaraujo07 Εάν έρχεστε στις 10, πηγαίνετε να χαιρετήσετε είμαι στο Cabazon! Τι σύντομα στο Λος Άντζελες",,,,"yeseniaaraujo07 εάν έρχεστε στις 10 πηγαίνετε να χαιρετήσετε είμαι στο cabazon τι σύντομα στο λος άντζελες",0,"TN",
5537,"tweet3856","X",0,"2020-09-22 00:05:05","@VDrakoulis @komis71 Όσο περνάει ο καιρός, τόσο περισσότεροι παικτες που δεν περιμένουν το ΝΒΑ και έχουν καλό στάτους, έρχονται Ευρώπη...","VDrakoulis @komis71 Όσο περνάει ο καιρός, τόσο περισσότεροι παικτες που δεν περιμένουν το ΝΒΑ και έχουν καλό στάτους, έρχονται Ευρώπη.",,,,"vdrakoulis komis71 όσο περνάει ο καιρός τόσο περισσότεροι παικτες που δεν περιμένουν το νβα και έχουν καλό στάτους έρχονται ευρώπη",0,"TN",
8094,"YouTube737","YouTube",,"2020-09-17T03:50:10Z","Καιρός 17/09/2020: Έρχεται ο κυκλώνας Ιανός με ταχύτητα ανέμων στα 100 χλμ την ώρα | OPEN TV Subscribe to OPEN: http://bit.ly/2uV7vyj Καιρός 17/09/2020: Έρχεται ο κυκλώνας Ιανός με ταχύτητα ανέμων στα 100 χλμ την ώρα ...","Καιρός 17/09/2020: Έρχεται ο κυκλώνας Ιανός με ταχύτητα ανέμων στα 100 χλμ την ώρα | OPEN TV Subscribe to OPEN: Καιρός 17/09/2020: Έρχεται ο κυκλώνας Ιανός με ταχύτητα ανέμων στα 100 χλμ την ώρα.","WtLLm5YWixQ",1,"na","καιρός 17 09 2020 έρχεται ο κυκλώνας ιανός με ταχύτητα ανέμων στα 100 χλμ την ώρα open tv subscribe to open καιρός 17 09 2020 έρχεται ο κυκλώνας ιανός με ταχύτητα ανέμων στα 100 χλμ την ώρα",0,"FN",
7831,"YouTube474","YouTube",,"2020-09-26T09:44:13Z","Cyclone Ianos Cyclone Ianos, also known as Medicane Ianos, was a rare Mediterranean tropical-like cyclone, that impacted Greece on 17 and ...","Κυκλώνας Ianos Ο κυκλώνας Ianos, επίσης γνωστός ως Medicane Ianos, ήταν ένας σπάνιος μεσογειακός τροπικός κυκλώνας, που επηρέασε την Ελλάδα στις 17 και.","mqhcQMbc72U",1,"na","κυκλώνας ianos ο κυκλώνας ianos επίσης γνωστός ως medicane ianos ήταν ένας σπάνιος μεσογειακός τροπικός κυκλώνας που επηρέασε την ελλάδα στις 17 και",0,"TN",
4466,"tweet2785","X",0,"2020-09-20 09:21:45","Πως τα φέρνει ο καιρός ορισμένες φορές...  #SportsroomGr #Ανακοίνωση #ΓκάρεθΜπέιλ #θαυμαστής #Μεταγραφές #ΣέρχιοΡεγκιλόν #Συμπαίκτες #Τότεναμ https://t.co/84GlowbaZ0 https://t.co/4sdvQ1e1Is","Πως τα φέρνει ο καιρός ορισμένες φορές.#SportsroomGr #Ανακοίνωση #ΓκάρεθΜπέιλ #θαυμαστής #Μεταγραφές #ΣέρχιοΡεγκιλόν #Συμπαίκτες #Τότεναμ",,,,"πως τα φέρνει ο καιρός ορισμένες φορές sportsroomgr ανακοίνωση γκάρεθμπέιλ θαυμαστής μεταγραφές σέρχιορεγκιλόν συμπαίκτες τότεναμ",0,"TN",
2150,"tweet469","X",0,"2020-09-17 16:08:02","@protothema Αφού συμφωνεί και όποιος άλλος να πληρώσει τις ζημιες","protothema Αφού συμφωνεί και όποιος άλλος να πληρώσει τις ζημιες",,,,"protothema αφού συμφωνεί και όποιος άλλος να πληρώσει τις ζημιες",0,"TN",
3430,"tweet1749","X",0,"2020-09-18 21:29:01","Ανυπολόγιστες ζημιές από τον κυκλώνα «Ιανό» στην Ιθάκη https://t.co/SlVqL6xF5p","Ανυπολόγιστες ζημιές από τον κυκλώνα «Ιανό» στην Ιθάκη",,,,"ανυπολόγιστες ζημιές από τον κυκλώνα ιανό στην ιθάκη",0,"TN",
5321,"tweet3640","X",0,"2020-09-21 14:10:54","Οι μαφιοζοκαπιταλες επιθυμουν να εχουν εξασφαλισμενα κερδη.
Απαιτουν απο τους νεοφιλελερες να πληρωσει το κρατος, δηλαδη εμεις οι μαλακες τις ζημιες τους.
Κατα τα αλλα εχουμε ελευθερη αγορα, καθως ισχυριζονται τα ακροδεξιοτομαρα.
#ΝΔ_ΑΠΑΤΕΩΝΕΣ 
#ΝΔ_μαφια 
https://t.co/Frj2kQ84EE","Οι μαφιοζοκαπιταλες επιθυμουν να εχουν εξασφαλισμενα κερδη.Απαιτουν απο τους νεοφιλελερες να πληρωσει το κρατος, δηλαδη εμεις οι μαλακες τις ζημιες τους.Κατα τα αλλα εχουμε ελευθερη αγορα, καθως ισχυριζονται τα ακροδεξιοτομαρα.#ΝΔ_ΑΠΑΤΕΩΝΕΣ #ΝΔ_μαφια",,,,"οι μαφιοζοκαπιταλες επιθυμουν να εχουν εξασφαλισμενα κερδη απαιτουν απο τους νεοφιλελερες να πληρωσει το κρατος δηλαδη εμεις οι μαλακες τις ζημιες τους κατα τα αλλα εχουμε ελευθερη αγορα καθως ισχυριζονται τα ακροδεξιοτομαρα νδ_απατεωνες νδ_μαφια",0,"TN",
1325,"''2401489702036084821","instagram",1600499902,"2020-09-19 07:18:22","After the storm!!\n#instagood #instalifo #igdaily #ig_greece #igers #instaphoto #vscocam #vsco #picoftheday #ianos #lifo #pictureoftheday","Μετά την καταιγίδα !! \ n #instagood #instalifo #igdaily #ig_greece #igers #instaphoto #vscocam #vsco #picoftheday #ianos #lifo #pictureoftheday",,,"119640236_244694760246555_3121472132564325626_n.jpg","μετά την καταιγίδα n instagood instalifo igdaily ig_greece igers instaphoto vscocam vsco picoftheday ianos lifo pictureoftheday",0,"FN",
7336,"Flickr788","Flickr",,"2020-10-17 16:08:49","Watersprout, Genova, so near seaport, Italy, Liguria...OLYMPUS DIGITAL CAMERA","Watersprout, Genova, τόσο κοντά στο Seaport, στην Ιταλία, στη Liguria.olympus Digital Camera",50498335472,,"50498335472.jpg","watersprout genova τόσο κοντά στο seaport στην ιταλία στη liguria olympus digital camera",0,"TN",
8643,"YouTube1286","YouTube",,"2020-09-28T19:00:10Z","A strong tropical storm occurred in the Mediterranean Sea in September 2020. The storm struck the western coast of Greece ... Track of September Medicane (2020)","Μια ισχυρή τροπική καταιγίδα συνέβη στη Μεσόγειο Θάλασσα τον Σεπτέμβριο του 2020. Η καταιγίδα χτύπησε τη δυτική ακτή της Ελλάδας. Παρακολούθηση του Σεπτεμβρίου Medicane (2020)","mp89bv0PWDQ",1,"na","μια ισχυρή τροπική καταιγίδα συνέβη στη μεσόγειο θάλασσα τον σεπτέμβριο του 2020 η καταιγίδα χτύπησε τη δυτική ακτή της ελλάδας παρακολούθηση του σεπτεμβρίου medicane 2020",0,"TN",
