ID,source_id,source_type,unix_time,date_time,text,translated,photo_video_id,duplicate,photofilename,processed,predicted,score
758,''2401029273850173243,instagram,1600445024.0,2020-09-18 16:03:44,"Storm #Ianos is only passing by #Skopelos, but strong winds and black clouds are already looking over #Skopelostown.","Το Storm #IANOS περνά μόνο από #Skopelos, αλλά οι ισχυροί άνεμοι και τα μαύρα σύννεφα κοιτάζουν ήδη πάνω από το #Skopelostown.",,,119743531_2534830216808064_5053901574608779044_n.jpg,το storm ianos περνά μόνο από skopelos αλλά οι ισχυροί άνεμοι και τα μαύρα σύννεφα κοιτάζουν ήδη πάνω από το skopelostown,0,TN
7341,Flickr793,Flickr,,2020-10-01 14:36:58,what is truly unforgettable cannot be entrusted to any archive,Αυτό που είναι πραγματικά αξέχαστο δεν μπορεί να ανατεθεί σε οποιοδήποτε αρχείο,50404829237,,50404829237.jpg,αυτό που είναι πραγματικά αξέχαστο δεν μπορεί να ανατεθεί σε οποιοδήποτε αρχείο,0,TN
2709,tweet1028,X,0.0,2020-09-18 09:54:36,Ο καιρός σήμερα https://t.co/TUHjSLvJvv,Ο καιρός σήμερα,,,,ο καιρός σήμερα,0,TN
7312,Flickr764,Flickr,,2020-10-01 11:53:12,"This was shot on my recent outback trip , in St George we just arrived late in the afternoon and as we set up camp the heavens opened and we had a storm . The rainbow and the wonderful clouds excited me to capture this image ( I have added the flood filter to create a reflected image ) .","Αυτό πυροβολήθηκε στο πρόσφατο ταξίδι μου, στο Άγιο Γεώργιο μόλις φτάσαμε αργά το απόγευμα και καθώς εγκαταστήσαμε το στρατόπεδο οι ουρανοί άνοιξαν και είχαμε μια καταιγίδα. Το ουράνιο τόξο και τα υπέροχα σύννεφα με ενθουσιάστηκαν για να τραβήξω αυτήν την εικόνα (έχω προσθέσει το φίλτρο πλημμύρας για να δημιουργήσω μια ανακλώμενη εικόνα).",50403555643,,50403555643.jpg,αυτό πυροβολήθηκε στο πρόσφατο ταξίδι μου στο άγιο γεώργιο μόλις φτάσαμε αργά το απόγευμα και καθώς εγκαταστήσαμε το στρατόπεδο οι ουρανοί άνοιξαν και είχαμε μια καταιγίδα το ουράνιο τόξο και τα υπέροχα σύννεφα με ενθουσιάστηκαν για να τραβήξω αυτήν την εικόνα έχω προσθέσει το φίλτρο πλημμύρας για να δημιουργήσω μια ανακλώμενη εικόνα,0,TN
3199,tweet1518,X,0.0,2020-09-18 17:26:28,Σοβαρά προβλήματα και εκτεταμένες ζημιές φέρνει ο «Ιανός» https://t.co/SFc6hPf9eS,Σοβαρά προβλήματα και εκτεταμένες ζημιές φέρνει ο «Ιανός»,,,,σοβαρά προβλήματα και εκτεταμένες ζημιές φέρνει ο ιανός,0,TN
4112,tweet2431,X,0.0,2020-09-19 17:43:27,ΟΣΕ: Σοβαρές οι ζημιές στη γραμμή Λιανοκλάδι-Λάρισα https://t.co/V9Dynza0EP,ΟΣΕ: Σοβαρές οι ζημιές στη γραμμή Λιανοκλάδι-Λάρισα,,,,οσε σοβαρές οι ζημιές στη γραμμή λιανοκλάδι λάρισα,0,TN
3600,tweet1919,X,0.0,2020-09-19 05:51:07,"Συνέχεια της σφοδρής κακοκαιρίας Ιανός. Ισχυρές βροχές και καταιγίδες κυρίως στα ανατολικά και νότια τμήματα της χώρας, με περιορισμό τους το βράδυ.... Ο καιρός σήμερα ΔΙΑΒΑΣΤΕ ΕΔΩ &gt;&gt; https://t.co/aJmKPngIzm https://t.co/1Onm2wiUjb","Συνέχεια της σφοδρής κακοκαιρίας Ιανός. Ισχυρές βροχές και καταιγίδες κυρίως στα ανατολικά και νότια τμήματα της χώρας, με περιορισμό τους το βράδυ.Ο καιρός σήμερα ΔΙΑΒΑΣΤΕ ΕΔΩ &gt;&gt;",,,,συνέχεια της σφοδρής κακοκαιρίας ιανός ισχυρές βροχές και καταιγίδες κυρίως στα ανατολικά και νότια τμήματα της χώρας με περιορισμό τους το βράδυ ο καιρός σήμερα διαβαστε εδω gt gt,0,TN
4688,tweet3007,X,0.0,2020-09-20 13:40:20,".@Manolis_Chr: «Επισκεφτήκαμε το Ζηλευτό Φθιώτιδας, το χωριό με τις μεγαλύτερες καταστροφές στο νομό. Δυστυχώς οι εικόνες είναι αποκαρδιωτικές, με σοβαρές ζημιές στις υποδομές, στις περιουσίες και στα χωράφια των κατοίκων».

➡ https://t.co/IAsqeFfD9p

#kinima_allagis https://t.co/7hSEE0cWo8","Manolis_Chr: «Επισκεφτήκαμε το Ζηλευτό Φθιώτιδας, το χωριό με τις μεγαλύτερες καταστροφές στο νομό. Δυστυχώς οι εικόνες είναι αποκαρδιωτικές, με σοβαρές ζημιές στις υποδομές, στις περιουσίες και στα χωράφια των κατοίκων».",,,,manolis_chr επισκεφτήκαμε το ζηλευτό φθιώτιδας το χωριό με τις μεγαλύτερες καταστροφές στο νομό δυστυχώς οι εικόνες είναι αποκαρδιωτικές με σοβαρές ζημιές στις υποδομές στις περιουσίες και στα χωράφια των κατοίκων,0,TN
8571,YouTube1214,YouTube,,2020-09-24T10:15:27Z,"A meteorológiai műholdképekből készült filmeken megfigyelhető hogyan alakulnak, fejlődnek a zivatarok, majd rövidebb-hosszú ... Ianos medikán, 2020. szeptember 16.","Οι μετεωρολογικές δορυφορικές εικόνες δείχνουν πώς αναπτύσσονται οι καταιγίδες, αναπτύσσονται και στη συνέχεια μικρότερες και μακρές. Ianos Medika, 16 Σεπτεμβρίου 2020",JWtXwexmPCY,1.0,na,οι μετεωρολογικές δορυφορικές εικόνες δείχνουν πώς αναπτύσσονται οι καταιγίδες αναπτύσσονται και στη συνέχεια μικρότερες και μακρές ianos medika 16 σεπτεμβρίου 2020,0,TN
6379,tweet4698,X,0.0,2020-09-23 17:47:15,Καιρός να εγείρει και η Ελλάδα διεκδικήσεις έναντι της Τουρκίας... https://t.co/0XGkJFGm7Z https://t.co/WGFanFWGk7,Καιρός να εγείρει και η Ελλάδα διεκδικήσεις έναντι της Τουρκίας.,,,,καιρός να εγείρει και η ελλάδα διεκδικήσεις έναντι της τουρκίας,0,TN
5117,tweet3436,X,0.0,2020-09-21 08:12:52,"Καιρός: Βελτιώνεται από σήμερα – Πού θα σημειωθούν τοπικές βροχές

https://t.co/d7TEX5VUjt",Καιρός: Βελτιώνεται από σήμερα – Πού θα σημειωθούν τοπικές βροχές,,,,καιρός βελτιώνεται από σήμερα πού θα σημειωθούν τοπικές βροχές,0,TN
3477,tweet1796,X,0.0,2020-09-18 22:27:28,"Μέσα πέσανε οι προβλέψεις πάντως, Αττική λέγανε , στη Θεσσαλία πλάκωσε ο #Ianos
Διαβάζω έπεσε γέφυρα στο νομό Καρδίτσας , όλα καλά","Μέσα πέσανε οι προβλέψεις πάντως, Αττική λέγανε , στη Θεσσαλία πλάκωσε ο #IanosΔιαβάζω έπεσε γέφυρα στο νομό Καρδίτσας , όλα καλά",,,,μέσα πέσανε οι προβλέψεις πάντως αττική λέγανε στη θεσσαλία πλάκωσε ο ianosδιαβάζω έπεσε γέφυρα στο νομό καρδίτσας όλα καλά,0,TN
4467,tweet2786,X,0.0,2020-09-20 09:24:24,"Πως τα φέρνει ο καιρός ορισμένες φορές… Ο Σέρχιο Ρεγκιλόν κάποτε ήθελε σαν τρελός να βγάλει φωτογραφία με τον Γκάρεθ Μπέιλ όταν ο Ουαλός έγινε μεταγραφή 100 εκατομμυρίων στη Ρεάλ και τώρα ταξίδεψαν μαζί στο Λονδίνο για να παίξουν παρέα!
Ο https://t.co/zyvNlICQMW",Πως τα φέρνει ο καιρός ορισμένες φορές… Ο Σέρχιο Ρεγκιλόν κάποτε ήθελε σαν τρελός να βγάλει φωτογραφία με τον Γκάρεθ Μπέιλ όταν ο Ουαλός έγινε μεταγραφή 100 εκατομμυρίων στη Ρεάλ και τώρα ταξίδεψαν μαζί στο Λονδίνο για να παίξουν παρέα!Ο,,,,πως τα φέρνει ο καιρός ορισμένες φορές ο σέρχιο ρεγκιλόν κάποτε ήθελε σαν τρελός να βγάλει φωτογραφία με τον γκάρεθ μπέιλ όταν ο ουαλός έγινε μεταγραφή 100 εκατομμυρίων στη ρεάλ και τώρα ταξίδεψαν μαζί στο λονδίνο για να παίξουν παρέα ο,0,TN
535,''2403102636443986158,instagram,1600692179.0,2020-09-21 12:42:59,Dancing with Ianos\n\n#ianos #huricane,Χορεύοντας με τον Ianos \ n \ n #ianos #huricane,,,119812161_337826134236180_336393916688569968_n.jpg,χορεύοντας με τον ianos n n ianos huricane,0,TN
4405,tweet2724,X,0.0,2020-09-20 07:46:20,Two dead as destructive #storm #Ianos hits central #Greece https://t.co/3JKQGv9dsM,Δύο νεκροί ως καταστροφικές #storm #ianos χτυπούν το κεντρικό #greece,,,,δύο νεκροί ως καταστροφικές storm ianos χτυπούν το κεντρικό greece,1,FP
1224,''2399535544177900035,instagram,1600266949.0,2020-09-16 14:35:49,Κουρούτα ήρεμη πριν τη καταιγίδα μεγάλη προσοχή σε όλη τη Δυτική Ελλάδα από τη Πέμπτη. #metar #ilovekourouta #greece #insta #amaliada #kouroutabeach #Mykourouta #now #sea #ianos,Κουρούτα ήρεμη πριν τη καταιγίδα μεγάλη προσοχή σε όλη τη Δυτική Ελλάδα από τη Πέμπτη. #metar #ilovekourouta #greece #insta #amaliada #kouroutabeach #Mykourouta #now #sea #ianos,,,119653772_129451152205486_4515710614307757491_n.jpg,κουρούτα ήρεμη πριν τη καταιγίδα μεγάλη προσοχή σε όλη τη δυτική ελλάδα από τη πέμπτη metar ilovekourouta greece insta amaliada kouroutabeach mykourouta now sea ianos,0,TN
5424,tweet3743,X,0.0,2020-09-21 19:16:02,Ιανός: Οι αποζημιώσεις για τις ζημιές στις πλημμυρόπληκτες περιοχές αναλυτικά  #Πολιτική #Ιανός #Καρδίτσα #Κεφαλονιά #αποζημιώσεις https://t.co/LHBjFKuWS9,Ιανός: Οι αποζημιώσεις για τις ζημιές στις πλημμυρόπληκτες περιοχές αναλυτικά #Πολιτική #Ιανός #Καρδίτσα #Κεφαλονιά #αποζημιώσεις,,,,ιανός οι αποζημιώσεις για τις ζημιές στις πλημμυρόπληκτες περιοχές αναλυτικά πολιτική ιανός καρδίτσα κεφαλονιά αποζημιώσεις,0,TN
4522,tweet2841,X,0.0,2020-09-20 10:22:06,Βελτιωμένος ο καιρός σε όλη τη χώρα μετά το χτύπημα της κακοκαιρίας Ιανός https://t.co/THHMqxo4YN,Βελτιωμένος ο καιρός σε όλη τη χώρα μετά το χτύπημα της κακοκαιρίας Ιανός,,,,βελτιωμένος ο καιρός σε όλη τη χώρα μετά το χτύπημα της κακοκαιρίας ιανός,0,TN
646,''2400968746536281081,instagram,1600437800.0,2020-09-18 14:03:20,"For anyone trying to contact us, we are both safe if wet and bedraggled. For those that don’t know, #ithaki is in the middle of #cyclone #ianos. We are wet and bedraggled, house and boat worse for wear but cannot communicate as no power or signal - lull in storm so safe enough to drive to charging phone and have found a signal. Anyone who actually knows us, please tell others who may not be on social media, we are okay.","Για όσους προσπαθούν να επικοινωνήσουν μαζί μας, είμαστε και οι δύο ασφαλείς εάν είναι υγρό και κρεμασμένο. Για όσους δεν γνωρίζουν, το #ithaki βρίσκεται στη μέση του #CyClone #IANOS. Είμαστε υγροί και κρεμασμένοι, το σπίτι και το σκάφος χειρότεροι για τη φθορά, αλλά δεν μπορούμε να επικοινωνήσουμε ως καμία δύναμη ή σήμα - η ακτινοβολία στην καταιγίδα τόσο ασφαλής ώστε να οδηγεί για να χρεώσει το τηλέφωνο και να βρει ένα σήμα. Όποιος μας γνωρίζει πραγματικά, παρακαλώ πείτε σε άλλους που μπορεί να μην είναι στα κοινωνικά μέσα ενημέρωσης, είμαστε εντάξει.",,,119778917_172375394426127_2713354384197414427_n.jpg,για όσους προσπαθούν να επικοινωνήσουν μαζί μας είμαστε και οι δύο ασφαλείς εάν είναι υγρό και κρεμασμένο για όσους δεν γνωρίζουν το ithaki βρίσκεται στη μέση του cyclone ianos είμαστε υγροί και κρεμασμένοι το σπίτι και το σκάφος χειρότεροι για τη φθορά αλλά δεν μπορούμε να επικοινωνήσουμε ως καμία δύναμη ή σήμα η ακτινοβολία στην καταιγίδα τόσο ασφαλής ώστε να οδηγεί για να χρεώσει το τηλέφωνο και να βρει ένα σήμα όποιος μας γνωρίζει πραγματικά παρακαλώ πείτε σε άλλους που μπορεί να μην είναι στα κοινωνικά μέσα ενημέρωσης είμαστε εντάξει,0,TN
1356,''2401434292409452216,instagram,1600493364.0,2020-09-19 05:29:24,waiting for #ianos,Περιμένοντας #ianos,,,119629847_250025049625789_5046725548164024177_n.jpg,περιμένοντας ianos,0,TN
3791,tweet2110,X,0.0,2020-09-19 10:50:04,"Η Μόρια είναι Κόλαση, Νταχάου, Γκουλάγκ &amp; όχι μόνο, λένε ΜΜΕ, πολιτικοί, ΜΚΟ κλπ.  Απορία: Η πλειοψηφία των 13 χιλ φιλοξενούμενων, είναι νέοι άντρες 18-30 ετών. Γιατί δεν βελτιώνουν, καθαρίζουν, ομορφαίνουν, επισκευάζουν ζημιές από το χώρο που ζουν; Τι στο διάολο κάνουν όλη μέρα;","Η Μόρια είναι Κόλαση, Νταχάου, Γκουλάγκ &amp; όχι μόνο, λένε ΜΜΕ, πολιτικοί, ΜΚΟ κλπ. Απορία: Η πλειοψηφία των 13 χιλ φιλοξενούμενων, είναι νέοι άντρες 18-30 ετών. Γιατί δεν βελτιώνουν, καθαρίζουν, ομορφαίνουν, επισκευάζουν ζημιές από το χώρο που ζουν; Τι στο διάολο κάνουν όλη μέρα;",,,,η μόρια είναι κόλαση νταχάου γκουλάγκ amp όχι μόνο λένε μμε πολιτικοί μκο κλπ απορία η πλειοψηφία των 13 χιλ φιλοξενούμενων είναι νέοι άντρες 18 30 ετών γιατί δεν βελτιώνουν καθαρίζουν ομορφαίνουν επισκευάζουν ζημιές από το χώρο που ζουν τι στο διάολο κάνουν όλη μέρα,0,TN
5876,tweet4195,X,0.0,2020-09-22 19:06:14,"Μετά τις πρωτοφανείς καταστροφές που προκάλεσε ο #Ιανός, με κλιμάκιο της #ΕΣΕΕ βρεθήκαμε στην #Καρδίτσα για να καταγράψουμε τα προβλήματα και τα αιτήματα του εμπορικού κόσμου. 

Ο αριθμός των επιχειρήσεων που πλημμύρισαν και υπέστησαν σοβαρές ζημίες ανέρχεται σε 1500. https://t.co/eodGmEUcfm","Μετά τις πρωτοφανείς καταστροφές που προκάλεσε ο #Ιανός, με κλιμάκιο της #ΕΣΕΕ βρεθήκαμε στην #Καρδίτσα για να καταγράψουμε τα προβλήματα και τα αιτήματα του εμπορικού κόσμου. Ο αριθμός των επιχειρήσεων που πλημμύρισαν και υπέστησαν σοβαρές ζημίες ανέρχεται σε 1500.",,,,μετά τις πρωτοφανείς καταστροφές που προκάλεσε ο ιανός με κλιμάκιο της εσεε βρεθήκαμε στην καρδίτσα για να καταγράψουμε τα προβλήματα και τα αιτήματα του εμπορικού κόσμου ο αριθμός των επιχειρήσεων που πλημμύρισαν και υπέστησαν σοβαρές ζημίες ανέρχεται σε 1500,0,TN
2252,tweet571,X,0.0,2020-09-17 18:11:48,"🌀 Tropische storm #Ianos bij Griekenland! Dit systeem ontwikkelt zich tot een orkaan van de 1e categorie, met maximale windstoten tot 170 km/uur. Morgenochtend komt het ""oog"" aan land bij het eiland Zakynthos.. #medicane
Animatie via: Windy Forecast https://t.co/1glENG8eRt","Τροπική καταιγίδα #ianos στην Ελλάδα! Αυτό το σύστημα αναπτύσσεται σε έναν τυφώνα της 1ης κατηγορίας, με μέγιστες ριπές ανέμου μέχρι 170 χλμ./Ώρα. Αύριο το πρωί το ""μάτι"" θα έρθει στην ξηρά στο νησί Zakynthos.",,,,τροπική καταιγίδα ianos στην ελλάδα αυτό το σύστημα αναπτύσσεται σε έναν τυφώνα της 1ης κατηγορίας με μέγιστες ριπές ανέμου μέχρι 170 χλμ ώρα αύριο το πρωί το μάτι θα έρθει στην ξηρά στο νησί zakynthos,0,TN
3359,tweet1678,X,0.0,2020-09-18 20:23:21,⚠️🌀 #Alpha e #Ianos. #Atlántico y #Mediterráneo. Histórico.,#Alpha και #ianos. #Aatlantic και #MedIterranean. Ιστορικός.,,,,alpha και ianos aatlantic και mediterranean ιστορικός,0,TN
5357,tweet3676,X,0.0,2020-09-21 15:40:49,"Que no hay médicos en España dice jijiji

Que se pregunte por qué en Madrid se está yendo parte del personal, hay médicos en España menos en Madrid gracias a la maravillosa gestión.","Ότι δεν υπάρχουν γιατροί στην Ισπανία, λέει ο Jijijique, αναρωτιέται γιατί στη Μαδρίτη το προσωπικό παραμένει στην Ισπανία, λιγότερο στη Μαδρίτη χάρη στην υπέροχη διοίκηση.",,,,ότι δεν υπάρχουν γιατροί στην ισπανία λέει ο jijijique αναρωτιέται γιατί στη μαδρίτη το προσωπικό παραμένει στην ισπανία λιγότερο στη μαδρίτη χάρη στην υπέροχη διοίκηση,0,TN
2264,tweet583,X,0.0,2020-09-17 18:26:12,"Le #medicane #Udine/#Ianos s'est nettement developpé aujourd'hui avec les premières bandes orageuses touchant la #Grèce, ainsi que la formation +/- net d'un œil central.
La vigilance rouge 🔴 orages + fortes pluie + vent violent est en cours pour le centre et sud de la Grèce. https://t.co/VgarJ1PRgR","Το #Medicane #udine/ #IANOS έχει αναπτυχθεί σαφώς σήμερα με τις πρώτες μπάντες καταιγίδας που αγγίζουν το #Greece, καθώς και το σχηματισμό +/- καθαρό με ένα κεντρικό μάτι. και νότια της Ελλάδας.",,,,το medicane udine ianos έχει αναπτυχθεί σαφώς σήμερα με τις πρώτες μπάντες καταιγίδας που αγγίζουν το greece καθώς και το σχηματισμό καθαρό με ένα κεντρικό μάτι και νότια της ελλάδας,0,TN
3812,tweet2131,X,0.0,2020-09-19 11:04:05,Άμα πλημμυ;ριζει ο ποταμός στο χωριό σας ή βουλώνουν τα φρεάτια δε φταίει ο Μητσοτάκης. Φταίει ο δήμαρχος σας ή ο κοινοτάρχης τι σκατα έχετε π τα ξύνει. #Ianos #κακοκαιρια,Άμα πλημμυ;ριζει ο ποταμός στο χωριό σας ή βουλώνουν τα φρεάτια δε φταίει ο Μητσοτάκης. Φταίει ο δήμαρχος σας ή ο κοινοτάρχης τι σκατα έχετε π τα ξύνει. #Ianos #κακοκαιρια,,,,άμα πλημμυ ριζει ο ποταμός στο χωριό σας ή βουλώνουν τα φρεάτια δε φταίει ο μητσοτάκης φταίει ο δήμαρχος σας ή ο κοινοτάρχης τι σκατα έχετε π τα ξύνει ianos κακοκαιρια,0,TN
3564,tweet1883,X,0.0,2020-09-19 01:30:00,"Ο Ιανός ""άναψε"" απαγορευτικό στην πορθμιακή γραμμή Ρίου - Αντιρρίου.
#ΙΑΝΟΣ #Ιανος #Ianos
https://t.co/PYPJVMozwf","Ο Ιανός ""άναψε"" απαγορευτικό στην πορθμιακή γραμμή Ρίου - Αντιρρίου.#ΙΑΝΟΣ #Ιανος #Ianos",,,,ο ιανός άναψε απαγορευτικό στην πορθμιακή γραμμή ρίου αντιρρίου ιανος ιανος ianos,0,TN
5031,tweet3350,X,0.0,2020-09-21 01:19:39,"Πολλοι 'ισμοι' μαζευτηκαν.
 καιρος για αλλες καταληξεις.",Πολλοι 'ισμοι' μαζευτηκαν. καιρος για αλλες καταληξεις.,,,,πολλοι ισμοι μαζευτηκαν καιρος για αλλες καταληξεις,0,TN
6494,tweet4813,X,0.0,2020-09-23 22:59:23,γαμιέται ο καιρός και ο Σαντ Ρος #paobc https://t.co/u32hMnrUZB,γαμιέται ο καιρός και ο Σαντ Ρος #paobc,,,,γαμιέται ο καιρός και ο σαντ ρος paobc,0,TN
8266,YouTube909,YouTube,,2020-09-19T20:12:41Z, Ianos Storm Greece, Ianos Storm Ελλάδα,5YFXZ4iUao4,1.0,na,ianos storm ελλάδα,1,TP
1887,tweet206,X,0.0,2020-09-16 23:31:45,"#MedicaneCassilda (#Ianos/#Udine) has reportedly formed in the Central Mediterranean Sea. #Cassilda is expected to impact #Greece within the next few days, &amp; could bring winds as strong as 60 MPH and flash flooding to the Peloponnese. #Weather https://t.co/W5olAEXAAr","#MedicAnecassilda (#Ianos/#udine) έχει σχηματιστεί στην Κεντρική Μεσόγειο Θάλασσα. #Cassilda αναμένεται να επηρεάσει #greece μέσα στις επόμενες ημέρες, & amp; θα μπορούσε να φέρει τους ανέμους τόσο δυνατά όσο τα 60 μίλια / ώρα και να πλημμυρίσουν στην Πελοπόννησο. #Καιρός",,,,medicanecassilda ianos udine έχει σχηματιστεί στην κεντρική μεσόγειο θάλασσα cassilda αναμένεται να επηρεάσει greece μέσα στις επόμενες ημέρες amp θα μπορούσε να φέρει τους ανέμους τόσο δυνατά όσο τα 60 μίλια ώρα και να πλημμυρίσουν στην πελοπόννησο καιρός,0,TN
3022,tweet1341,X,0.0,2020-09-18 14:40:34,"ΕΛΛΑΔΑ-ΚΟΣΜΟΣ ""Ιανός"": ""Σάρωσε"" τη Ζάκυνθο - Οι ισχυροί άνεμοι ξήλωσαν στέγες και πινακίδες - ΦΩΤΟ αναγνώστη: Ο ""Ιανός"" επελαύνει αφήνοντας πίσω του, στις περιοχές που πλήττονται ζημιές και προβλήματα...{loadposition user99} ΔΙΑΒΑΣΤΕ ΟΛΟΚΛΗΡΟ ΤΟ ΑΡΘΡΟ… https://t.co/asbAWkTsYL https://t.co/rpvKdEwfPY","ΕΛΛΑΔΑ-ΚΟΣΜΟΣ ""Ιανός"": ""Σάρωσε"" τη Ζάκυνθο - Οι ισχυροί άνεμοι ξήλωσαν στέγες και πινακίδες - ΦΩΤΟ αναγνώστη: Ο ""Ιανός"" επελαύνει αφήνοντας πίσω του, στις περιοχές που πλήττονται ζημιές και προβλήματα.{loadposition user99} ΔΙΑΒΑΣΤΕ ΟΛΟΚΛΗΡΟ ΤΟ ΑΡΘΡΟ…",,,,ελλαδα κοσμος ιανός σάρωσε τη ζάκυνθο οι ισχυροί άνεμοι ξήλωσαν στέγες και πινακίδες φωτο αναγνώστη ο ιανός επελαύνει αφήνοντας πίσω του στις περιοχές που πλήττονται ζημιές και προβλήματα loadposition user99 διαβαστε ολοκληρο το αρθρο,0,TN
3269,tweet1588,X,0.0,2020-09-18 18:41:29,"@gdvictorm @AJANSACLAR @Estofex El Metop-C sí escaneaba el centro de #Ianos ayer por la tarde en su pase ascendente. Es verdad que los escaterómetros se saturan por encima de 60 kt aprox. de ahí que la escala finalice en esos valores. No es este el caso.
Fuente: https://t.co/olaXjOxo6w

https://t.co/3U4e9wws2N",gdvictorm @Ajansaclar @estofex Το Metop-C σάρωσε το #anos κέντρο χθες το απόγευμα στο ανερχόμενο πέρασμα. Είναι αλήθεια ότι τα ανμετρικά είναι κορεσμένα πάνω από 60 kt περίπου. Εξ ου και η κλίμακα τελειώνει σε αυτές τις τιμές. Αυτό δεν συμβαίνει.,,,,gdvictorm ajansaclar estofex το metop c σάρωσε το anos κέντρο χθες το απόγευμα στο ανερχόμενο πέρασμα είναι αλήθεια ότι τα ανμετρικά είναι κορεσμένα πάνω από 60 kt περίπου εξ ου και η κλίμακα τελειώνει σε αυτές τις τιμές αυτό δεν συμβαίνει,0,TN
5675,tweet3994,X,0.0,2020-09-22 09:20:11,Αίθριος ο καιρός στη Θεσσαλία την Τρίτη 22/9/20 https://t.co/43FLi8jGGJ via @Cocktail Radio 89 Τύρναβος | Ειδήσεις | Ραδιόφωνο,Αίθριος ο καιρός στη Θεσσαλία την Τρίτη 22/9/20 via @Cocktail Radio 89 Τύρναβος | Ειδήσεις | Ραδιόφωνο,,,,αίθριος ο καιρός στη θεσσαλία την τρίτη 22 9 20 via cocktail radio 89 τύρναβος ειδήσεις ραδιόφωνο,0,TN
4791,tweet3110,X,0.0,2020-09-20 16:31:12,"Μηπως ειναι καιρος να τον αλλαξετε;
Νομιζω χαλασε.
#Τσιπρας #ΔΕΘ2020 https://t.co/7GLft5SmE8",Μηπως ειναι καιρος να τον αλλαξετε;Νομιζω χαλασε.#Τσιπρας #ΔΕΘ2020,,,,μηπως ειναι καιρος να τον αλλαξετε νομιζω χαλασε τσιπρας δεθ2020,0,TN
6993,Flickr445,Flickr,,2020-09-23 02:42:56,Medicane Ianos 2020 Mediterranean Hurricane,Medicane Ianos 2020 Μεσογειακός τυφώνας,50374001832,,50374001832.jpg,medicane ianos 2020 μεσογειακός τυφώνας,1,TP
3581,tweet1900,X,0.0,2020-09-19 03:03:27,"Είμαι Πάτρα φοράω την καλή στολή δύτη και περιμένω τον #Ianos και αυτός πάει Καρδιτσα
Ε α στα διάλα ρε!",Είμαι Πάτρα φοράω την καλή στολή δύτη και περιμένω τον #Ianos και αυτός πάει ΚαρδιτσαΕ α στα διάλα ρε!,,,,είμαι πάτρα φοράω την καλή στολή δύτη και περιμένω τον ianos και αυτός πάει καρδιτσαε α στα διάλα ρε,0,TN
5749,tweet4068,X,0.0,2020-09-22 11:37:04,Παράκαμψη Τοπολίων: Για τις καθυστερήσεις φταίει... ο κακός μας ο καιρός - Χανιώτικα Νέα https://t.co/TKcb9q7RHe,Παράκαμψη Τοπολίων: Για τις καθυστερήσεις φταίει.ο κακός μας ο καιρός - Χανιώτικα Νέα,,,,παράκαμψη τοπολίων για τις καθυστερήσεις φταίει ο κακός μας ο καιρός χανιώτικα νέα,0,TN
5012,tweet3331,X,0.0,2020-09-21 00:12:58,- via Καιρός&amp;Pαντάρ https://t.co/qvAbEYjypy,via Καιρός&amp;Pαντάρ,,,,via καιρός amp pαντάρ,0,TN
4735,tweet3054,X,0.0,2020-09-20 14:58:42,@Komounila @Cha200Last Εεεε όχι και ζημιές για τον άχαστο... πολύ του πάει😂😂,Komounila @Cha200Last Εεεε όχι και ζημιές για τον άχαστο.πολύ του πάει,,,,komounila cha200last εεεε όχι και ζημιές για τον άχαστο πολύ του πάει,0,TN
4490,tweet2809,X,0.0,2020-09-20 09:43:58,@loucas_fourlas @carlbildt Λουκά ειναι καιρός να  εκτεθεί αυτός ο κύριος που το παίζει καθηγητής της διπλωματίας. Πραγματικά έχει λερωμένη τη φωλιά του. Το λένε πάρα πολλοί Σουηδοι σε δεκάδες δημοσιεύματα.,loucas_fourlas @carlbildt Λουκά ειναι καιρός να εκτεθεί αυτός ο κύριος που το παίζει καθηγητής της διπλωματίας. Πραγματικά έχει λερωμένη τη φωλιά του. Το λένε πάρα πολλοί Σουηδοι σε δεκάδες δημοσιεύματα.,,,,loucas_fourlas carlbildt λουκά ειναι καιρός να εκτεθεί αυτός ο κύριος που το παίζει καθηγητής της διπλωματίας πραγματικά έχει λερωμένη τη φωλιά του το λένε πάρα πολλοί σουηδοι σε δεκάδες δημοσιεύματα,0,TN
3631,tweet1950,X,0.0,2020-09-19 07:59:54,"""Ιανός"": Νεκρή γυναίκα στα Φάρσαλα, δύο αγνοούμενοι στην Καρδίτσα - Μεγάλες ζημιές από την κακοκαιρία https://t.co/v4Smou3gRB","Ιανός"": Νεκρή γυναίκα στα Φάρσαλα, δύο αγνοούμενοι στην Καρδίτσα - Μεγάλες ζημιές από την κακοκαιρία",,,,ιανός νεκρή γυναίκα στα φάρσαλα δύο αγνοούμενοι στην καρδίτσα μεγάλες ζημιές από την κακοκαιρία,0,TN
2461,tweet780,X,0.0,2020-09-17 23:15:27,"🇬🇷⚠️🌀🌀⚠️🇬🇷Severe Weather Outlook for Medicane #Ianos - Sept 17-19th, 2020 https://t.co/91sGrFFLjE","Σοβαρές προοπτικές καιρού για το Medicane #IANOS - 17-19 Σεπτεμβρίου, 2020",,,,σοβαρές προοπτικές καιρού για το medicane ianos 17 19 σεπτεμβρίου 2020,0,TN
7160,Flickr612,Flickr,,2020-09-16 12:55:51,oldlens,παλιά,50348746901,,50348746901.jpg,παλιά,0,TN
