"ID","source_id","source_type","unix_time","date_time","text","translated","photo_video_id","duplicate","photofilename","processed","predicted","score","scored_value"
4332,"tweet2651","X",0,"2020-09-20 00:24:39","ΕΛΛΑΔΑ-ΚΟΣΜΟΣ «Ιανός»: Νύχτα αγωνίας για την Κρήτη – Πλημμύρες και ζημιές: Νύχτα αγωνίας είναι η σημερινή για την Κρήτη καθώς από το απόγευμα του Σαββάτου έχει φτάσει ο μεσογειακός κυκλώνας Ιανός, ο οποίος έχει φέρει σφοδρές βροχές και καταιγίδες στο… https://t.co/V1hcgbnilI https://t.co/4YcgREaMHm","ΕΛΛΑΔΑ-ΚΟΣΜΟΣ «Ιανός»: Νύχτα αγωνίας για την Κρήτη – Πλημμύρες και ζημιές: Νύχτα αγωνίας είναι η σημερινή για την Κρήτη καθώς από το απόγευμα του Σαββάτου έχει φτάσει ο μεσογειακός κυκλώνας Ιανός, ο οποίος έχει φέρει σφοδρές βροχές και καταιγίδες στο…",,,,"ελλαδα κοσμος ιανός νύχτα αγωνίας για την κρήτη πλημμύρες και ζημιές νύχτα αγωνίας είναι η σημερινή για την κρήτη καθώς από το απόγευμα του σαββάτου έχει φτάσει ο μεσογειακός κυκλώνας ιανός ο οποίος έχει φέρει σφοδρές βροχές και καταιγίδες στο",1,"TP",1
4335,"tweet2654","X",0,"2020-09-20 00:33:02","#Καρδιτσα #GFVIP #Sismo #Ianos #Πολιτική #Επικαιρότητα #κακοκαιρια #ελλάς #Τουρκια #WW84 #Fate #HappyBirthday #RoshHashanah #China https://t.co/MBiTpf02ge","#Καρδιτσα #GFVIP #Sismo #Ianos #Πολιτική #Επικαιρότητα #κακοκαιρια #ελλάς #Τουρκια #WW84 #Fate #HappyBirthday #RoshHashanah #China",,,,"καρδιτσα gfvip sismo ianos πολιτική επικαιρότητα κακοκαιρια ελλάς τουρκια ww84 fate happybirthday roshhashanah china",0,"TN",0
3960,"tweet2279","X",0,"2020-09-19 14:00:11","Μουζάκι: Κατέρρευσε μέρος του Κέντρου Υγείας και τμήμα του περιφερειακού – Ζημιές και στη σύνδεση με τη νέα γέφυρα
https://t.co/l0uY6UFpRT","Μουζάκι: Κατέρρευσε μέρος του Κέντρου Υγείας και τμήμα του περιφερειακού – Ζημιές και στη σύνδεση με τη νέα γέφυρα",,,,"μουζάκι κατέρρευσε μέρος του κέντρου υγείας και τμήμα του περιφερειακού ζημιές και στη σύνδεση με τη νέα γέφυρα",1,"TP",1
7506,"YouTube149","YouTube",,"2020-09-19T16:48:12Z","Που θα χτυπήσει η κακοκαιρία τις επόμενες ώρες | Κεντρικό Δελτίο Ειδήσεων 19/9/2020 | OPEN TV Subscribe to OPEN: http://bit.ly/2uV7vyj Που θα χτυπήσει η κακοκαιρία τις επόμενες ώρες | Κεντρικό Δελτίο Ειδήσεων 19/9/2020 ...","Που θα χτυπήσει η κακοκαιρία τις επόμενες ώρες | Κεντρικό Δελτίο Ειδήσεων 19/9/2020 | OPEN TV Subscribe to OPEN: Που θα χτυπήσει η κακοκαιρία τις επόμενες ώρες | Κεντρικό Δελτίο Ειδήσεων 19/9/2020.","AAehcqgJ8cI",1,"na","που θα χτυπήσει η κακοκαιρία τις επόμενες ώρες κεντρικό δελτίο ειδήσεων 19 9 2020 open tv subscribe to open που θα χτυπήσει η κακοκαιρία τις επόμενες ώρες κεντρικό δελτίο ειδήσεων 19 9 2020",0,"TN",0
133,"''2403760469373923713","instagram",1600770599,"2020-09-22 10:29:59","Clouds Medicane Ianos\nKefalonia Island, Greece\n\n#waves #clouds #ocean #hurricane #medicane #kefaloniaisland #kefalonia #island #greece #mothernature #nature #globalwarming #storm #photooftheday #picoftheday #photography #instagood\n#instamood #nationalgeographic #ianos\n#natgeo #naturephotography #naturephotos\n#natuelovers #natgeoyourshot #natgeotravel","Clouds Medicane Ianos \ Nkefalonia Island, Ελλάδα \ n \ n #Waves #Clouds #Ocean #Hurricane #Medicane #Kefaloniaisland #Kefalonia #island #greece #MotherNature #nature #globalwarming #NationalGeographic #IANOS \ n #NATGEO #NaturePhotography #NaturePhotos \ N #Natuelovers #NatGeoyourshot #NatgeOtravel",,,"119986385_661722964742300_7026772311787437912_n.jpg","clouds medicane ianos nkefalonia island ελλάδα n n waves clouds ocean hurricane medicane kefaloniaisland kefalonia island greece mothernature nature globalwarming nationalgeographic ianos n natgeo naturephotography naturephotos n natuelovers natgeoyourshot natgeotravel",0,"FP",1
1951,"tweet270","X",0,"2020-09-17 09:06:07","El #ciclónmediterráneo con característricas tropicales #Ianos se profundiza y organiza: Italia y Grecia  #medicane https://t.co/Kz7B3WXGO4 a través de @MeteoredES","Το #CyClonEmedIterranean με τροπικά χαρακτηριστικά #IANOS είναι βαθύτερη και οργανωμένη: Ιταλία και Ελλάδα #Medicane μέσω @meTeoredes",,,,"το cyclonemediterranean με τροπικά χαρακτηριστικά ianos είναι βαθύτερη και οργανωμένη ιταλία και ελλάδα medicane μέσω meteoredes",0,"TN",0
341,"''2402531169487799081","instagram",1600624055,"2020-09-20 17:47:35","Δυστυχώς η φύση, μας εκδικείται!  #karditsa #ianos","Δυστυχώς η φύση, μας εκδικείται! #karditsa #ianos",,,"119886258_171142441303597_3951638379982715695_n.jpg","δυστυχώς η φύση μας εκδικείται karditsa ianos",0,"TN",0
4467,"tweet2786","X",0,"2020-09-20 09:24:24","Πως τα φέρνει ο καιρός ορισμένες φορές… Ο Σέρχιο Ρεγκιλόν κάποτε ήθελε σαν τρελός να βγάλει φωτογραφία με τον Γκάρεθ Μπέιλ όταν ο Ουαλός έγινε μεταγραφή 100 εκατομμυρίων στη Ρεάλ και τώρα ταξίδεψαν μαζί στο Λονδίνο για να παίξουν παρέα!
Ο https://t.co/zyvNlICQMW","Πως τα φέρνει ο καιρός ορισμένες φορές… Ο Σέρχιο Ρεγκιλόν κάποτε ήθελε σαν τρελός να βγάλει φωτογραφία με τον Γκάρεθ Μπέιλ όταν ο Ουαλός έγινε μεταγραφή 100 εκατομμυρίων στη Ρεάλ και τώρα ταξίδεψαν μαζί στο Λονδίνο για να παίξουν παρέα!Ο",,,,"πως τα φέρνει ο καιρός ορισμένες φορές ο σέρχιο ρεγκιλόν κάποτε ήθελε σαν τρελός να βγάλει φωτογραφία με τον γκάρεθ μπέιλ όταν ο ουαλός έγινε μεταγραφή 100 εκατομμυρίων στη ρεάλ και τώρα ταξίδεψαν μαζί στο λονδίνο για να παίξουν παρέα ο",0,"TN",0
5384,"tweet3703","X",0,"2020-09-21 17:17:31","@fotjou @despoina_marg Ποίο το πρόβλημα; Όλοι μέσα και να συνεχίσουν το ταξίδι τους τώρα που καλητέρεψε ο καιρός","fotjou @despoina_marg Ποίο το πρόβλημα; Όλοι μέσα και να συνεχίσουν το ταξίδι τους τώρα που καλητέρεψε ο καιρός",,,,"fotjou despoina_marg ποίο το πρόβλημα όλοι μέσα και να συνεχίσουν το ταξίδι τους τώρα που καλητέρεψε ο καιρός",0,"TN",0
2937,"tweet1256","X",0,"2020-09-18 13:00:11","Άντε να περάσει χωρίς ζημιές κ αυτός ο #Ιανός χωρίς προβλήματα γιατί θα ντρεπόμαστε να πούμε ότι είμαστε #φθινοπωρακιδες","Άντε να περάσει χωρίς ζημιές κ αυτός ο #Ιανός χωρίς προβλήματα γιατί θα ντρεπόμαστε να πούμε ότι είμαστε #φθινοπωρακιδες",,,,"άντε να περάσει χωρίς ζημιές κ αυτός ο ιανός χωρίς προβλήματα γιατί θα ντρεπόμαστε να πούμε ότι είμαστε φθινοπωρακιδες",0,"FP",1
281,"''2402340405739245547","instagram",1600601314,"2020-09-20 11:28:34","😪 #repost from @anthi_gdra\n#karditsa #disaster #ianos#staystrong #prayforkarditsa #firedepartment #fireservice #firefighter #ig_daily #ig_captures #ig_life #cyclone #typhoon #ig_greece #igers_greece #instagreece #instaphoto #instafirefighter #greecestagram #photography #photooftheday @firefighters_greece @hellenic_fire_corps @fire_corps.gr #flood #floods #firetruck #onduty #instafiretruck","#Repost από @anthi_gdra \ n #karditsa #disaster #anos #staystrong #prayforkarditsa #firedepartment #Fireservice #firefighter #ig_daily #ig_captures #ig_life #cyclone # #photography #PhotoofTheday @ firefighters_greece @hellenic_fire_corps @fire_corps.gr #flood #floods #firetruck #onduty #instafiretruck",,,"119893173_195001025327458_936542226095452075_n.jpg","repost από anthi_gdra n karditsa disaster anos staystrong prayforkarditsa firedepartment fireservice firefighter ig_daily ig_captures ig_life cyclone photography photooftheday firefighters_greece hellenic_fire_corps fire_corps gr flood floods firetruck onduty instafiretruck",1,"FN",0
2001,"tweet320","X",0,"2020-09-17 11:47:12","The #weather front ""#Ianos"" which had reached the sea region between Sicily and Peloponnese early on Thursday is beginning to intensify and taking on the characteristics of Mediterranean hurricane (Medicane), the @meteogr 

https://t.co/GKjXyoqtIi https://t.co/NFyACFY6ks","Το μέτωπο #Weather ""#IANOS"" που είχε φτάσει στη θάλασσα μεταξύ της Σικελίας και της Πελοποννησίας στις αρχές της Πέμπτης αρχίζει να εντείνει και να αναλαμβάνει τα χαρακτηριστικά του μεσογειακού τυφώνα (Medicane), του @meteogr",,,,"το μέτωπο weather ianos που είχε φτάσει στη θάλασσα μεταξύ της σικελίας και της πελοποννησίας στις αρχές της πέμπτης αρχίζει να εντείνει και να αναλαμβάνει τα χαρακτηριστικά του μεσογειακού τυφώνα medicane του meteogr",0,"TN",0
650,"''2400993250186949475","instagram",1600440721,"2020-09-18 14:52:01","Its coming #ontheroad #sky #ianos","Έρχεται #ontheroad #sky #ianos",,,"119777905_316338279650927_5724577889913528051_n.jpg","έρχεται ontheroad sky ianos",0,"TN",0
5635,"tweet3954","X",0,"2020-09-22 08:14:03","Storm Ianos: Three dead as rare 'Medicane' batters Greece

Watch More:- https://t.co/ojWHZUk5HI

#Strom #Greece #zakynthos #Kefalonia #cyclone #Ianos #ClimateChange #ItsTomorrowNews","Storm Ianos: Τρεις νεκροί ως σπάνιο «Medicane» χτυπά το GreeCewatch περισσότερο:- #greece #zakynthos #kefalonia #cyclone #ianos #climatechange #itstomorrownews",,,,"storm ianos τρεις νεκροί ως σπάνιο medicane χτυπά το greecewatch περισσότερο greece zakynthos kefalonia cyclone ianos climatechange itstomorrownews",1,"TP",1
5878,"tweet4197","X",0,"2020-09-22 19:12:48","ΥΠ.ΕΣ.: 37.000.000 σε Δήμους-Περιφέρειες που επλήγησαν από «Ιανό» – Αναλυτικά τα ποσά https://t.co/ul200XmGKx #ιανος #καιρος","ΥΠ.ΕΣ.: 37.000.000 σε Δήμους-Περιφέρειες που επλήγησαν από «Ιανό» – Αναλυτικά τα ποσά #ιανος #καιρος",,,,"υπ ες 37 000 000 σε δήμους περιφέρειες που επλήγησαν από ιανό αναλυτικά τα ποσά ιανος καιρος",1,"FN",0
5007,"tweet3326","X",0,"2020-09-21 00:09:42","@Ntinaxe Κορονοΐός,και Ντορογιός,
κι΄ο κακός τους ο καιρός.","Ntinaxe Κορονοΐός,και Ντορογιός,κι΄ο κακός τους ο καιρός.",,,,"ntinaxe κορονοΐός και ντορογιός κι ο κακός τους ο καιρός",0,"TN",0
3396,"tweet1715","X",0,"2020-09-18 20:53:10","#Grece #Cyclone #Ianos approche l'Attique. Inondations ds le nord routes coupées voitures emportées coupures d'électricité d' Internet maisons infondées Tremblement de terre en Crête 5,7","#Gree #CyClone #IANOS προσεγγίζει την Αττική. Πλημμύρες στα βόρεια διαδρομές Coupée Cours Tarved Electricity Electricity Internet Integrated Houses Earthquake στο Crest 5.7",,,,"gree cyclone ianos προσεγγίζει την αττική πλημμύρες στα βόρεια διαδρομές coupée cours tarved electricity electricity internet integrated houses earthquake στο crest 5 7",1,"TP",1
2525,"tweet844","X",0,"2020-09-18 02:22:39","@StormchaserUKEU #ianos what a beautiful eye 👀 you have.....","StormChaserukeu #ianos Τι όμορφο μάτι έχετε.",,,,"stormchaserukeu ianos τι όμορφο μάτι έχετε",0,"TN",0
6864,"Flickr316","Flickr",,"2020-09-14 00:14:05","Lake Wendouree. Ballarat.","Λίμνη Wendouree. Ballarat.",50339559171,,"50339559171.jpg","λίμνη wendouree ballarat",0,"TN",0
1727,"tweet46","X",0,"2020-09-14 15:01:21","Ζημιές για την Charlotte’s Web Holdings https://t.co/6s1UAIDm9R","Ζημιές για την Charlotte’s Web Holdings",,,,"ζημιές για την charlotte s web holdings",0,"FP",1
6477,"tweet4796","X",0,"2020-09-23 22:19:13","Σύγκρουση στην ομίχλη ρωσικής κορβέτας με πλοίο-ψυγείο στα στενά του Ορεσουντ με μεγάλες ζημιές https://t.co/RK0xIE7OBY","Σύγκρουση στην ομίχλη ρωσικής κορβέτας με πλοίο-ψυγείο στα στενά του Ορεσουντ με μεγάλες ζημιές",,,,"σύγκρουση στην ομίχλη ρωσικής κορβέτας με πλοίο ψυγείο στα στενά του ορεσουντ με μεγάλες ζημιές",0,"FP",1
1473,"''2400735991680490393","instagram",1600410135,"2020-09-18 06:22:15","#ianos#🌪️🌪️🌪️🌪️#nofilterneeded#.....","#Ianos ## nofilterneeded#.",,,"119568307_187229682997034_8177337674959457528_n.jpg","ianos nofilterneeded",0,"TN",0
4197,"tweet2516","X",0,"2020-09-19 19:58:54","#ESCUEΛA #ΙΣΠΑΝΙΚΑ

#Ιανός #Ιανος #Κακοκαιρία #Καταιγίδα #Βροχή #Φθηνόπωρο #Χειμώνας #Απεργία #Ταλαιπωρία #Κορωνοϊός #Αρρώστια #ΜΜΜ #μένουμεσπίτι #μένουμε_σπίτι #καραντίνα #μενουμεασφαλεις #Ελλάδα #Αθήνα #Θεσσαλονίκη #SKG #Καιρός #Σαββατοκύριακο #Πάτρα #Πύργος #Καλαμάτα #ispanika https://t.co/JNuVGSIJFq","#ESCUEΛA #ΙΣΠΑΝΙΚΑ#Ιανός #Ιανος #Κακοκαιρία #Καταιγίδα #Βροχή #Φθηνόπωρο #Χειμώνας #Απεργία #Ταλαιπωρία #Κορωνοϊός #Αρρώστια #ΜΜΜ #μένουμεσπίτι #μένουμε_σπίτι #καραντίνα #μενουμεασφαλεις #Ελλάδα #Αθήνα #Θεσσαλονίκη #SKG #Καιρός #Σαββατοκύριακο #Πάτρα #Πύργος #Καλαμάτα #ispanika",,,,"escueλa ισπανικα ιανός ιανος κακοκαιρία καταιγίδα βροχή φθηνόπωρο χειμώνας απεργία ταλαιπωρία κορωνοϊός αρρώστια μμμ μένουμεσπίτι μένουμε_σπίτι καραντίνα μενουμεασφαλεις ελλάδα αθήνα θεσσαλονίκη skg καιρός σαββατοκύριακο πάτρα πύργος καλαμάτα ispanika",0,"TN",0
3010,"tweet1329","X",0,"2020-09-18 14:20:59","ΘΕΣΣΑΛΟΝΙΚΗ
Καιρός: Λίγες νεφώσεις παροδικά αυξημένες το πρωί.
Ανεμοι: Από ανατολικές διευθύνσεις 4 με 6 μποφόρ.
Θερμοκρασία: Από 19 έως 27 βαθμούς Κελσίου. https://t.co/nrB3Cllb6m","ΘΕΣΣΑΛΟΝΙΚΗΚαιρός: Λίγες νεφώσεις παροδικά αυξημένες το πρωί.Ανεμοι: Από ανατολικές διευθύνσεις 4 με 6 μποφόρ.Θερμοκρασία: Από 19 έως 27 βαθμούς Κελσίου.",,,,"θεσσαλονικηκαιρός λίγες νεφώσεις παροδικά αυξημένες το πρωί ανεμοι από ανατολικές διευθύνσεις 4 με 6 μποφόρ θερμοκρασία από 19 έως 27 βαθμούς κελσίου",0,"TN",0
4230,"tweet2549","X",0,"2020-09-19 20:46:51","https://t.co/c2Dbj1whfR Πέφτει αισθητά η θερμοκρασία την νύχτα στα περισσότερα τμήματα, ενώ σταδιακή αισθητή βελτίωση θα παρουσιάσει ο καιρός. Αναλυτικά η εξέλιξη για την Κυριακή 20/09/2020!!","Πέφτει αισθητά η θερμοκρασία την νύχτα στα περισσότερα τμήματα, ενώ σταδιακή αισθητή βελτίωση θα παρουσιάσει ο καιρός. Αναλυτικά η εξέλιξη για την Κυριακή 20/09/2020!!",,,,"πέφτει αισθητά η θερμοκρασία την νύχτα στα περισσότερα τμήματα ενώ σταδιακή αισθητή βελτίωση θα παρουσιάσει ο καιρός αναλυτικά η εξέλιξη για την κυριακή 20 09 2020",0,"TN",0
5408,"tweet3727","X",0,"2020-09-21 18:41:18","Γενικά βελτιωμένος καιρός με τοπικές βροχές Τετάρτη και Πέμπτη, Δυτικά Κεντρικά και Βόρεια- Θερμοκρασία σε επίπεδα κανονικά για την εποχή-Οι άνεμοι στα πελάγη θα φτάνουν τα 5-6 μποφόρ
https://t.co/SgGHrFnfbu","Γενικά βελτιωμένος καιρός με τοπικές βροχές Τετάρτη και Πέμπτη, Δυτικά Κεντρικά και Βόρεια- Θερμοκρασία σε επίπεδα κανονικά για την εποχή-Οι άνεμοι στα πελάγη θα φτάνουν τα 5-6 μποφόρ",,,,"γενικά βελτιωμένος καιρός με τοπικές βροχές τετάρτη και πέμπτη δυτικά κεντρικά και βόρεια θερμοκρασία σε επίπεδα κανονικά για την εποχή οι άνεμοι στα πελάγη θα φτάνουν τα 5 6 μποφόρ",0,"TN",0
2571,"tweet890","X",0,"2020-09-18 08:10:29","WOW.... rough seas causing flooding along coasts in #Kefalonia this morning! #medicane #Ianos","Wow.Rough Seas προκαλώντας πλημμύρες κατά μήκος των ακτών στην #kefalonia σήμερα το πρωί! #Medicane #ianos",,,,"wow rough seas προκαλώντας πλημμύρες κατά μήκος των ακτών στην kefalonia σήμερα το πρωί medicane ianos",1,"FN",0
3543,"tweet1862","X",0,"2020-09-19 00:27:23","@PanosKosto Καιρος να μάθετε και εσείς βρε κουτό","PanosKosto Καιρος να μάθετε και εσείς βρε κουτό",,,,"panoskosto καιρος να μάθετε και εσείς βρε κουτό",0,"TN",0
4814,"tweet3133","X",0,"2020-09-20 16:58:37","Κάθε καιρός και η Ιερή του Εξέταση https://t.co/yJP6jzbvtr via @politis_news","Κάθε καιρός και η Ιερή του Εξέταση via @politis_news",,,,"κάθε καιρός και η ιερή του εξέταση via politis_news",0,"TN",0
4397,"tweet2716","X",0,"2020-09-20 07:26:10","Στον σταθμό ΔΕΗ Καρδίτσας ακόμα γίνεται απάντληση υδάτων. Μετά θα δουν τι ζημιές έχουν γίνει εκεί και ύστερα θα αρχίσουν τις επισκευές του δικτύου.","Στον σταθμό ΔΕΗ Καρδίτσας ακόμα γίνεται απάντληση υδάτων. Μετά θα δουν τι ζημιές έχουν γίνει εκεί και ύστερα θα αρχίσουν τις επισκευές του δικτύου.",,,,"στον σταθμό δεη καρδίτσας ακόμα γίνεται απάντληση υδάτων μετά θα δουν τι ζημιές έχουν γίνει εκεί και ύστερα θα αρχίσουν τις επισκευές του δικτύου",1,"TP",1
2503,"tweet822","X",0,"2020-09-18 00:58:17","Strong winds gusting up to 85 mph, a foot of rainfall, mudslides, and even isolated tornadoes can be expected in Greece as #Ianos – a rare ""medicane"" – strikes the region.

Medicanes are like mini low-end subtropical cyclones that look like hurricanes.

https://t.co/EKju0r2Xgt","Οι ισχυροί άνεμοι αυξάνονται μέχρι και 85 μίλια / ώρα, ένα πόδι βροχοπτώσεων, λάσπης και ακόμη και απομονωμένων ανεμοστρόβιλων μπορούν να αναμένονται στην Ελλάδα ως #IANO τυφώνες.",,,,"οι ισχυροί άνεμοι αυξάνονται μέχρι και 85 μίλια ώρα ένα πόδι βροχοπτώσεων λάσπης και ακόμη και απομονωμένων ανεμοστρόβιλων μπορούν να αναμένονται στην ελλάδα ως iano τυφώνες",0,"TN",0
2300,"tweet619","X",0,"2020-09-17 19:21:09","Día realmente movido por el sur de Europa. A la izquierda, la baja tropicalizada ya deja chubascos y fuertes vientos en el oeste peninsular.
A la derecha, el medicane #Ianos en su camino a las costas helenas.
Mañana será un día histórico en lo meteorológico. https://t.co/S3pnC7ja9Q","Ημέρα κινήθηκε πραγματικά από τη Νότια Ευρώπη. Στα αριστερά, η τροπική παρακμή αφήνει ήδη ντους και ισχυρούς ανέμους στη Δυτική Χερσογενή.",,,,"ημέρα κινήθηκε πραγματικά από τη νότια ευρώπη στα αριστερά η τροπική παρακμή αφήνει ήδη ντους και ισχυρούς ανέμους στη δυτική χερσογενή",0,"TN",0
5573,"tweet3892","X",0,"2020-09-22 05:51:07","@EyrenErin Si sufres, lloras, ríes y disfrutas, no somos amigos.... somos mucho más.....","Eyrenerin Εάν υποφέρετε, κλαίνε, γελάτε και απολαμβάνετε, δεν είμαστε φίλοι.",,,,"eyrenerin εάν υποφέρετε κλαίνε γελάτε και απολαμβάνετε δεν είμαστε φίλοι",0,"TN",0
4309,"tweet2628","X",0,"2020-09-19 23:06:22","@atsipras Λες τον τυφώνα να τον δημιούργησε ο Μητσοτάκης; Για πρώτη φορά μάλιστα, προειδοποιήθηκε έγκαιρα για το φαινόμενο ο κόσμος και έγιναν και κάποιες εργασίες για να περιοριστούν οι ζημιές.","atsipras Λες τον τυφώνα να τον δημιούργησε ο Μητσοτάκης; Για πρώτη φορά μάλιστα, προειδοποιήθηκε έγκαιρα για το φαινόμενο ο κόσμος και έγιναν και κάποιες εργασίες για να περιοριστούν οι ζημιές.",,,,"atsipras λες τον τυφώνα να τον δημιούργησε ο μητσοτάκης για πρώτη φορά μάλιστα προειδοποιήθηκε έγκαιρα για το φαινόμενο ο κόσμος και έγιναν και κάποιες εργασίες για να περιοριστούν οι ζημιές",0,"FP",1
6517,"tweet4836","X",0,"2020-09-24 00:05:13","He llegado un pelín tarde pero bueno, el primer programa es de relleno y para presentar a todo quisqui. #LaIslaDeLasTentaciones2","Έφτασα αργά, αλλά καλά, το πρώτο πρόγραμμα γεμίζει και παρουσιάζει σε όλα τα quisqui. #Laislalasastentaciones2",,,,"έφτασα αργά αλλά καλά το πρώτο πρόγραμμα γεμίζει και παρουσιάζει σε όλα τα quisqui laislalasastentaciones2",0,"TN",0
4562,"tweet2881","X",0,"2020-09-20 11:17:01","Καιρός: Υποχωρούν τα έντονα φαινόμενα – Σε ποιες περιοχές θα βρέξει σήμερα https://t.co/ZVSt7uYZcM","Καιρός: Υποχωρούν τα έντονα φαινόμενα – Σε ποιες περιοχές θα βρέξει σήμερα",,,,"καιρός υποχωρούν τα έντονα φαινόμενα σε ποιες περιοχές θα βρέξει σήμερα",0,"TN",0
5139,"tweet3458","X",0,"2020-09-21 08:45:18","Ο καιρός στη Χαλκιδική - Νέα Μουδανιά
Με τη θερμοκρασία να κυμαίνεται σε κανονικά επίπεδα αγγίζοντας τους 25 βαθμούς, θα κυλήσει η σημερινή ημέρα. Καθαρός θα είνα... https://t.co/mEn1bxUwe0 https://t.co/lCkJdXNObT","Ο καιρός στη Χαλκιδική - Νέα ΜουδανιάΜε τη θερμοκρασία να κυμαίνεται σε κανονικά επίπεδα αγγίζοντας τους 25 βαθμούς, θα κυλήσει η σημερινή ημέρα. Καθαρός θα είνα.",,,,"ο καιρός στη χαλκιδική νέα μουδανιάμε τη θερμοκρασία να κυμαίνεται σε κανονικά επίπεδα αγγίζοντας τους 25 βαθμούς θα κυλήσει η σημερινή ημέρα καθαρός θα είνα",0,"TN",0
5352,"tweet3671","X",0,"2020-09-21 15:25:01","3 - A rare Mediterranean storm with some tropical storm qualities (known as a 'medicane') has left at leat three dead in Greece. #Ianos #medicane 

More info in TRUST News (@Reuters)

https://t.co/BMReA5vERE","3 - Μια σπάνια μεσογειακή καταιγίδα με κάποιες τροπικές ιδιότητες καταιγίδας (γνωστή ως «Medicane») έχει αφήσει στο Leat Three Dead στην Ελλάδα. #IANOS #Medicane Περισσότερες πληροφορίες στο Trust News (@reuters)",,,,"3 μια σπάνια μεσογειακή καταιγίδα με κάποιες τροπικές ιδιότητες καταιγίδας γνωστή ως medicane έχει αφήσει στο leat three dead στην ελλάδα ianos medicane περισσότερες πληροφορίες στο trust news reuters",1,"TP",1
1816,"tweet135","X",0,"2020-09-16 18:33:06","Mireu el #Medicane #Ianos que sembla que tocarà Grècia demà al matí...
#eltempstv3 https://t.co/Oimut0aJe7","Κοιτάξτε το #Medicane #IANOS που μοιάζει με την Ελλάδα θα παίξει αύριο το πρωί.",,,,"κοιτάξτε το medicane ianos που μοιάζει με την ελλάδα θα παίξει αύριο το πρωί",0,"TN",0
5720,"tweet4039","X",0,"2020-09-22 10:29:52","Νέο Άρθρο: Ο καιρός σήμερα https://t.co/jDNyTSLuqq","Νέο Άρθρο: Ο καιρός σήμερα",,,,"νέο άρθρο ο καιρός σήμερα",0,"TN",0
2740,"tweet1059","X",0,"2020-09-18 10:15:04","Κεφαλονιά: Ζημιές σε ολόκληρο το νησί και προβλήματα ηλεκτροδότησης προκάλεσε ο “Ιανός” https://t.co/pkoQE1mV02 https://t.co/2Jr2MmOQXQ","Κεφαλονιά: Ζημιές σε ολόκληρο το νησί και προβλήματα ηλεκτροδότησης προκάλεσε ο “Ιανός”",,,,"κεφαλονιά ζημιές σε ολόκληρο το νησί και προβλήματα ηλεκτροδότησης προκάλεσε ο ιανός",1,"TP",1
5008,"tweet3327","X",0,"2020-09-21 00:10:10","Καιρός: Έφυγε ο Ιανός, μένουν οι βροχές - Η πρόγνωση για τη Δευτέρα - Τι Νέα Λάρισα; - https://t.co/6FzjzmzrxJ https://t.co/BCQ1fbhtfB","Καιρός: Έφυγε ο Ιανός, μένουν οι βροχές - Η πρόγνωση για τη Δευτέρα - Τι Νέα Λάρισα; -",,,,"καιρός έφυγε ο ιανός μένουν οι βροχές η πρόγνωση για τη δευτέρα τι νέα λάρισα",0,"TN",0
7919,"YouTube562","YouTube",,"2020-09-20T18:11:43Z","Έδειξε χθές τα δόντια του και στην Κρήτη ο Ιανός Subscribe ΚΡΗΤΗ TV: https://goo.gl/qyDHtn ⬅️ #krititvnadeis Official Website: http://cretetv.gr Livestreaming: ...","Έδειξε χθές τα δόντια του και στην Κρήτη ο Ιανός Subscribe ΚΡΗΤΗ TV: #krititvnadeis Official Website: Livestreaming:.","Q-C5-vvYE-4",1,"na","έδειξε χθές τα δόντια του και στην κρήτη ο ιανός subscribe κρητη tv krititvnadeis official website livestreaming",0,"FP",1
4722,"tweet3041","X",0,"2020-09-20 14:35:34","Ευχαριστώ Ιανέ που μου έπλυνες το αυτοκίνητο! #Ianos","Ευχαριστώ Ιανέ που μου έπλυνες το αυτοκίνητο! #Ianos",,,,"ευχαριστώ ιανέ που μου έπλυνες το αυτοκίνητο ianos",0,"TN",0
686,"''2401445910843655178","instagram",1600494703,"2020-09-19 05:51:43","#ianos #rain #storm #coffeetime ..enjoying morning coffee at balcony. End of Summer","#IANOS #Rain #Storm #Coffeetime.Enjoying Morning Coffee στο μπαλκόνι. Τέλος του καλοκαιριού",,,"119754003_775091763224951_1716914814480461819_n.jpg","ianos rain storm coffeetime enjoying morning coffee στο μπαλκόνι τέλος του καλοκαιριού",0,"TN",0
1430,"''2401121762471656787","instagram",1600456041,"2020-09-18 19:07:21","Waiting for the storm\n\n#storm #spetses #spetsesisland #ianos #nokia #adobe","Περιμένοντας την καταιγίδα \ n \ n #καταιγίδα #Spetses #SpetSesisland #IANOS #NOKIA #ADOBE",,,"119584917_342316266886132_2674817514122211479_n.jpg","περιμένοντας την καταιγίδα n n καταιγίδα spetses spetsesisland ianos nokia adobe",0,"TN",0
6681,"Flickr133","Flickr",,"2020-09-19 15:41:49","As the Mediterranean Cyclone Ianos rages over Zakynthos.","Καθώς ο μεσογειακός κυκλώνας Ianos τρέχει πάνω από το Ζακύνθο.",50359953797,,"50359953797.jpg","καθώς ο μεσογειακός κυκλώνας ianos τρέχει πάνω από το ζακύνθο",0,"TN",0
