ID,source_id,source_type,unix_time,date_time,text,translated,photo_video_id,duplicate,photofilename,processed,predicted
3821,tweet2140,X,0.0,2020-09-19 11:11:56,"Η αγάπη μου είναι θάλασσαγια να τη ταξιδεύω.
Κι άμα την πιάνει ο καιρός,στο κύμα της παλεύω.
Η αγάπη μου είναι θάλασσακι άγια τα νερά της.
Και έχει κρυμμένους θησαυρούς,απ΄τα ναυάγια της.
.... Μαζί σου θαλασσάκι μου,ένα πρωί θα φύγω.  
https://t.co/yken494iLM https://t.co/vLnwWP3SEg","Η αγάπη μου είναι θάλασσαγια να τη ταξιδεύω.Κι άμα την πιάνει ο καιρός,στο κύμα της παλεύω.Η αγάπη μου είναι θάλασσακι άγια τα νερά της.Και έχει κρυμμένους θησαυρούς,απ΄τα ναυάγια της.Μαζί σου θαλασσάκι μου,ένα πρωί θα φύγω.",,,,η αγάπη μου είναι θάλασσαγια να τη ταξιδεύω κι άμα την πιάνει ο καιρός στο κύμα της παλεύω η αγάπη μου είναι θάλασσακι άγια τα νερά της και έχει κρυμμένους θησαυρούς απ τα ναυάγια της μαζί σου θαλασσάκι μου ένα πρωί θα φύγω,0
4596,tweet2915,X,0.0,2020-09-20 11:50:39,"Η κακοκαιρία έχει προκαλέσει ανυπολόγιστες ζημιές σε υποδομές και κυρίως στο οδικό δίκτυο
https://t.co/VazodYQ6nP",Η κακοκαιρία έχει προκαλέσει ανυπολόγιστες ζημιές σε υποδομές και κυρίως στο οδικό δίκτυο,,,,η κακοκαιρία έχει προκαλέσει ανυπολόγιστες ζημιές σε υποδομές και κυρίως στο οδικό δίκτυο,1
4020,tweet2339,X,0.0,2020-09-19 15:27:10,"Δύο μέχρι στιγμής οι νεκροί - Τεράστιες ζημιές στην περιοχή

Καταστροφικό ήταν το πέρασμα της κακοκαιρίας Ιανός από το Μουζάκι...
https://t.co/bkx5eMV5IE",Δύο μέχρι στιγμής οι νεκροί - Τεράστιες ζημιές στην περιοχήΚαταστροφικό ήταν το πέρασμα της κακοκαιρίας Ιανός από το Μουζάκι.,,,,δύο μέχρι στιγμής οι νεκροί τεράστιες ζημιές στην περιοχήκαταστροφικό ήταν το πέρασμα της κακοκαιρίας ιανός από το μουζάκι,1
3530,tweet1849,X,0.0,2020-09-19 00:03:51,"@Dimitra_X_282 Η αλήθεια είναι ότι όσους ξέρω από το νησί, όλοι τους έπαθαν ζημιές. Τουλάχιστον είναι υλικές.","Dimitra_X_282 Η αλήθεια είναι ότι όσους ξέρω από το νησί, όλοι τους έπαθαν ζημιές. Τουλάχιστον είναι υλικές.",,,,dimitra_x_282 η αλήθεια είναι ότι όσους ξέρω από το νησί όλοι τους έπαθαν ζημιές τουλάχιστον είναι υλικές,1
335,''2403894391048762838,instagram,1600786564.0,2020-09-22 14:56:04,Τη επαύριον...\n#ianos\n#zante_greece \n#zakynthosisland \n#zakynthos,Τη επαύριον.\n#ianos\n#zante_greece \n#zakynthosisland \n#zakynthos,,,119887228_407411073578731_9083361399110318767_n.jpg,τη επαύριον n ianos n zante_greece n zakynthosisland n zakynthos,0
4332,tweet2651,X,0.0,2020-09-20 00:24:39,"ΕΛΛΑΔΑ-ΚΟΣΜΟΣ «Ιανός»: Νύχτα αγωνίας για την Κρήτη – Πλημμύρες και ζημιές: Νύχτα αγωνίας είναι η σημερινή για την Κρήτη καθώς από το απόγευμα του Σαββάτου έχει φτάσει ο μεσογειακός κυκλώνας Ιανός, ο οποίος έχει φέρει σφοδρές βροχές και καταιγίδες στο… https://t.co/V1hcgbnilI https://t.co/4YcgREaMHm","ΕΛΛΑΔΑ-ΚΟΣΜΟΣ «Ιανός»: Νύχτα αγωνίας για την Κρήτη – Πλημμύρες και ζημιές: Νύχτα αγωνίας είναι η σημερινή για την Κρήτη καθώς από το απόγευμα του Σαββάτου έχει φτάσει ο μεσογειακός κυκλώνας Ιανός, ο οποίος έχει φέρει σφοδρές βροχές και καταιγίδες στο…",,,,ελλαδα κοσμος ιανός νύχτα αγωνίας για την κρήτη πλημμύρες και ζημιές νύχτα αγωνίας είναι η σημερινή για την κρήτη καθώς από το απόγευμα του σαββάτου έχει φτάσει ο μεσογειακός κυκλώνας ιανός ο οποίος έχει φέρει σφοδρές βροχές και καταιγίδες στο,1
2276,tweet595,X,0.0,2020-09-17 18:40:46,Ίανε αγάπη μου έρχομαι αλλα αν με στήσεις θα σε συγχωρήσω #Ianos,Ίανε αγάπη μου έρχομαι αλλα αν με στήσεις θα σε συγχωρήσω #Ianos,,,,ίανε αγάπη μου έρχομαι αλλα αν με στήσεις θα σε συγχωρήσω ianos,0
3871,tweet2190,X,0.0,2020-09-19 12:12:07,"@nellymariza @Anichneftis κ διά Αττική αλλά εδώ στήν Πειραική/Πειραιά μέχρι τώρα  ό καιρός είναι....Μαιάμι!!!
Ξεφτίλες!!!",nellymariza @Anichneftis κ διά Αττική αλλά εδώ στήν Πειραική/Πειραιά μέχρι τώρα ό καιρός είναι.Μαιάμι!!!Ξεφτίλες!!!,,,,nellymariza anichneftis κ διά αττική αλλά εδώ στήν πειραική πειραιά μέχρι τώρα ό καιρός είναι μαιάμι ξεφτίλες,0
2020,tweet339,X,0.0,2020-09-17 12:25:50,"Greek dep civil protection minister Nikos Hardalias urges people to avoid unnecessary travel Thurs night-Sat afternoon when rare Mediterranean cyclone, Ianos, is to hit Ionian islands, southern Greece. Those in ground-floor/basement residences should move elsewhere. #ianos https://t.co/GQnAzUKRER","Ο ελληνικός υπουργός Προστασίας Πολιτικής Προστασίας Νίκο Hardalias παροτρύνει τους ανθρώπους να αποφύγουν περιττό ταξίδι το απόγευμα της Νύχτας-Σάββατο, όταν ο σπάνιος μεσογειακός κυκλώνας, ο Ianos, είναι να χτυπήσει τα νησιά Ιονίας, τη νότια Ελλάδα. Εκείνοι στο ισόγειο/κατοικίες του υπογείου πρέπει να κινούνται αλλού. #IANOS",,,,ο ελληνικός υπουργός προστασίας πολιτικής προστασίας νίκο hardalias παροτρύνει τους ανθρώπους να αποφύγουν περιττό ταξίδι το απόγευμα της νύχτας σάββατο όταν ο σπάνιος μεσογειακός κυκλώνας ο ianos είναι να χτυπήσει τα νησιά ιονίας τη νότια ελλάδα εκείνοι στο ισόγειο κατοικίες του υπογείου πρέπει να κινούνται αλλού ianos,0
3088,tweet1407,X,0.0,2020-09-18 15:45:55,🇬🇷 Grèce : 🌧️ Torrents de boue au nord de l'île Céphalonie ce vendredi au passage du #medicane #Ianos (Vidéo @tay__ok) https://t.co/cu2Gu9UTL3,Ελλάδα: Torrents Mud στα βόρεια του νησιού της Κεφαλονίας αυτή την Παρασκευή μετά #Medica #IANOS (VIDEO @Tay__K),,,,ελλάδα torrents mud στα βόρεια του νησιού της κεφαλονίας αυτή την παρασκευή μετά medica ianos video tay__k,0
4569,tweet2888,X,0.0,2020-09-20 11:20:10,"Τα Καλογριανά Καρδίτσας έχουν μετατραπεί σε μια ατελείωτη λιμνοθάλασσα. Πολλοί κάτοικοι είναι εγκλωβισμένοι μέσα στα σπίτια τους. Το ρεπορτάζ της @anastasiaargy στο @OpenNewsGr στις 13:00.
 #ianos #OPENnews #OPENtv #karditsa https://t.co/EyUtGFJqXp",Τα Καλογριανά Καρδίτσας έχουν μετατραπεί σε μια ατελείωτη λιμνοθάλασσα. Πολλοί κάτοικοι είναι εγκλωβισμένοι μέσα στα σπίτια τους. Το ρεπορτάζ της @anastasiaargy στο @OpenNewsGr στις 13:00. #ianos #OPENnews #OPENtv #karditsa,,,,τα καλογριανά καρδίτσας έχουν μετατραπεί σε μια ατελείωτη λιμνοθάλασσα πολλοί κάτοικοι είναι εγκλωβισμένοι μέσα στα σπίτια τους το ρεπορτάζ της anastasiaargy στο opennewsgr στις 13 00 ianos opennews opentv karditsa,1
3446,tweet1765,X,0.0,2020-09-18 21:52:22,"Σεισμός μεγέθους 5,5 στην Κρήτη.

Ταρακούνησε το νησί αλλά δεν υπάρχουν αναφορές μέχρι τώρα για ζημιές.

https://t.co/icGFQYh60A","Σεισμός μεγέθους 5,5 στην Κρήτη.Ταρακούνησε το νησί αλλά δεν υπάρχουν αναφορές μέχρι τώρα για ζημιές.",,,,σεισμός μεγέθους 5 5 στην κρήτη ταρακούνησε το νησί αλλά δεν υπάρχουν αναφορές μέχρι τώρα για ζημιές,1
7813,YouTube456,YouTube,,2020-09-20T16:42:01Z,Κακοκαιρία «Ιανός»: Επιχείρηση διάσωσης ηλικιωμένης με βάρκα στα Ορφανά Καρδίτσας | OPEN TV Subscribe to OPEN: http://bit.ly/2uV7vyj Κακοκαιρία «Ιανός»: Επιχείρηση διάσωσης ηλικιωμένης με βάρκα στα Ορφανά Καρδίτσας ...,Κακοκαιρία «Ιανός»: Επιχείρηση διάσωσης ηλικιωμένης με βάρκα στα Ορφανά Καρδίτσας | OPEN TV Subscribe to OPEN: Κακοκαιρία «Ιανός»: Επιχείρηση διάσωσης ηλικιωμένης με βάρκα στα Ορφανά Καρδίτσας.,M2XnJ-ddbEg,1.0,na,κακοκαιρία ιανός επιχείρηση διάσωσης ηλικιωμένης με βάρκα στα ορφανά καρδίτσας open tv subscribe to open κακοκαιρία ιανός επιχείρηση διάσωσης ηλικιωμένης με βάρκα στα ορφανά καρδίτσας,1
6487,tweet4806,X,0.0,2020-09-23 22:39:03,Χαλάει ξανά ο καιρός: Βροχές και καταιγίδες την Πέμπτη https://t.co/TI3oKOispk,Χαλάει ξανά ο καιρός: Βροχές και καταιγίδες την Πέμπτη,,,,χαλάει ξανά ο καιρός βροχές και καταιγίδες την πέμπτη,0
3181,tweet1500,X,0.0,2020-09-18 17:11:15,Die ersten Familien auf #Lesbos haben #DRK-Zelte bezogen 👪⛺ Grund zur Sorge: Sturm #Ianos bewegt sich auf die griechischen Inseln zu 🌀 Teams vor Ort stehen für weitere Hilfsmaßnahmen bereit. So ist das Griechische Rote Kreuz mit einer mobilen Gesundheitsstation 🚑 im Einsatz. https://t.co/I9EkxuaSF5,Οι πρώτες οικογένειες στο #Lesbos έχουν #drk-tents σε σχέση με την ανησυχία: ο Sturm #IANOS μετακινείται στα ελληνικά νησιά για ομάδες επί τόπου είναι διαθέσιμες για περαιτέρω μέτρα βοήθειας. Ο ελληνικός Ερυθρός Σταυρός χρησιμοποιείται με ένα κινητό σταθμό υγείας.,,,,οι πρώτες οικογένειες στο lesbos έχουν drk tents σε σχέση με την ανησυχία ο sturm ianos μετακινείται στα ελληνικά νησιά για ομάδες επί τόπου είναι διαθέσιμες για περαιτέρω μέτρα βοήθειας ο ελληνικός ερυθρός σταυρός χρησιμοποιείται με ένα κινητό σταθμό υγείας,1
1612,''2401041841502065981,instagram,1600446513.0,2020-09-18 16:28:33,Still waiting for the storm\n \n#ianos #ianosstorm #storm #stormclouds #cloudphotography #stormysky #sky_scapes #sky #skycolors #stormyskies #dusk #duskphotography #sunset_hub #sunset #sunset_madness #sunset_pics #sunsetlover #athens #greece,Ακόμα περιμένουμε την καταιγίδα \ n \ n #anos #IanoSstorm #storm #stormclouds #CloudPhotography #StorMysky #sky_sunset_pics #,,,119461181_162155715534453_3047833894730425369_n.jpg,ακόμα περιμένουμε την καταιγίδα n n anos ianosstorm storm stormclouds cloudphotography stormysky sky_sunset_pics,0
6539,tweet4858,X,0.0,2020-09-24 01:17:25,El mal rollo que me da la tipa esa? (la chihuahua) es que pone unas caras que da miedito... #LaIslaDeLasTentaciones2,Το κακό θόλο που μου δίνει αυτό; (το chihuahua) είναι ότι βάζει μερικά πρόσωπα που δίνουν φόβο.#laislalasstantaciones2,,,,το κακό θόλο που μου δίνει αυτό το chihuahua είναι ότι βάζει μερικά πρόσωπα που δίνουν φόβο laislalasstantaciones2,0
8363,YouTube1006,YouTube,,2020-09-19T16:43:24Z, Ο Ιανός στο Ηράκλειο, Ο Ιανός στο Ηράκλειο,ByIa-EOISLM,1.0,na,ο ιανός στο ηράκλειο,0
5391,tweet3710,X,0.0,2020-09-21 17:29:32,"@meteogr #ΙΑΝΟΣ #Ianos Official maps of #floods hazard exposed zones of #Greece zone under European Flood directive: no flood hazard shown on #Karditsa and #Kefalonia 
Help update flood hazard maps. Publish your testimony of local impact with @signalert app https://t.co/Wwt8jhj4pO",MeteoGR #iaans #IANOS Επίσημοι χάρτες των #Floods Κίνδυνοι εκτεθειμένες ζώνες #greece υπό την ευρωπαϊκή οδηγία πλημμυρών: Δεν υπάρχει κίνδυνος πλημμύρας που να εμφανίζεται στους #Karditsa και #Kefalonia βοηθούν στην ενημέρωση χαρτών κινδύνου πλημμυρών. Δημοσιεύστε τη μαρτυρία σας για τοπικό αντίκτυπο με την εφαρμογή @signalert,,,,meteogr iaans ianos επίσημοι χάρτες των floods κίνδυνοι εκτεθειμένες ζώνες greece υπό την ευρωπαϊκή οδηγία πλημμυρών δεν υπάρχει κίνδυνος πλημμύρας που να εμφανίζεται στους karditsa και kefalonia βοηθούν στην ενημέρωση χαρτών κινδύνου πλημμυρών δημοσιεύστε τη μαρτυρία σας για τοπικό αντίκτυπο με την εφαρμογή signalert,1
4768,tweet3087,X,0.0,2020-09-20 15:53:41,"@Nyrros @strapongiannos @TrelloSaras 1 ημέρα προφανώς δεν κανει Trend, και υπήρξε τότε επιβράδυνση για περίπου βδομάδα αν θυμάμαι καλά, είμαστε στη κορυφή κύματος τώρα, μένει να δούμε αν θα έχουμε κάμψη ή συνέχιση.

Δροσίζει και ο καιρός και θα μαζευτούμε μεσα, not good.","Nyrros @strapongiannos @TrelloSaras 1 ημέρα προφανώς δεν κανει Trend, και υπήρξε τότε επιβράδυνση για περίπου βδομάδα αν θυμάμαι καλά, είμαστε στη κορυφή κύματος τώρα, μένει να δούμε αν θα έχουμε κάμψη ή συνέχιση.Δροσίζει και ο καιρός και θα μαζευτούμε μεσα, not good.",,,,nyrros strapongiannos trellosaras 1 ημέρα προφανώς δεν κανει trend και υπήρξε τότε επιβράδυνση για περίπου βδομάδα αν θυμάμαι καλά είμαστε στη κορυφή κύματος τώρα μένει να δούμε αν θα έχουμε κάμψη ή συνέχιση δροσίζει και ο καιρός και θα μαζευτούμε μεσα not good,0
6531,tweet4850,X,0.0,2020-09-24 00:39:24,Καιρός: Παρατείνεται το έκτακτο δελτίο επιδείνωσης ως το πρωί της Πέμπτης -Πού αναμένονται έντονα καιρικά φαινόμενα | ΕΛΛΑΔΑ https://t.co/VnhuLgvl4e,Καιρός: Παρατείνεται το έκτακτο δελτίο επιδείνωσης ως το πρωί της Πέμπτης -Πού αναμένονται έντονα καιρικά φαινόμενα | ΕΛΛΑΔΑ,,,,καιρός παρατείνεται το έκτακτο δελτίο επιδείνωσης ως το πρωί της πέμπτης πού αναμένονται έντονα καιρικά φαινόμενα ελλαδα,0
4759,tweet3078,X,0.0,2020-09-20 15:34:24,Καιρός: Τάση για σφοδρή κακοκαιρία την 1η Οκτώβρη στην Ελλάδα https://t.co/C8TAJdY5DX #agrotika-nea.gr,Καιρός: Τάση για σφοδρή κακοκαιρία την 1η Οκτώβρη στην Ελλάδα #agrotika-nea.gr,,,,καιρός τάση για σφοδρή κακοκαιρία την 1η οκτώβρη στην ελλάδα agrotika nea gr,0
8529,YouTube1172,YouTube,,2020-09-17T11:17:55Z,"Bei tropischen Wirbelstürmen denkt man sofort an die Karibik, die USA oder die Südsee. Auf jeden Fall nicht an Europa. Doppelter Medicane-Alarm in Europa: Hier drohen Überschwemmungen und sogar Tornados","Στους τροπικούς τυφώνες, σκέφτεστε αμέσως την Καραϊβική, τις ΗΠΑ ή τον Νότιο Ειρηνικό. Σίγουρα όχι στην Ευρώπη. Διπλός συναγερμός Medicane στην Ευρώπη: Εδώ αντιμετωπίζετε πλημμύρες και ακόμη και ανεμοστρόβιλοι",iKwoFm22FIc,1.0,na,στους τροπικούς τυφώνες σκέφτεστε αμέσως την καραϊβική τις ηπα ή τον νότιο ειρηνικό σίγουρα όχι στην ευρώπη διπλός συναγερμός medicane στην ευρώπη εδώ αντιμετωπίζετε πλημμύρες και ακόμη και ανεμοστρόβιλοι,0
2300,tweet619,X,0.0,2020-09-17 19:21:09,"Día realmente movido por el sur de Europa. A la izquierda, la baja tropicalizada ya deja chubascos y fuertes vientos en el oeste peninsular.
A la derecha, el medicane #Ianos en su camino a las costas helenas.
Mañana será un día histórico en lo meteorológico. https://t.co/S3pnC7ja9Q","Ημέρα κινήθηκε πραγματικά από τη Νότια Ευρώπη. Στα αριστερά, η τροπική παρακμή αφήνει ήδη ντους και ισχυρούς ανέμους στη Δυτική Χερσογενή.",,,,ημέρα κινήθηκε πραγματικά από τη νότια ευρώπη στα αριστερά η τροπική παρακμή αφήνει ήδη ντους και ισχυρούς ανέμους στη δυτική χερσογενή,0
1102,''2401603476758075283,instagram,1600514268.0,2020-09-19 11:17:48,#hyundai #ianos #athens ☁️,#hyundai #ianos #athens,,,119697396_1249109482102638_8004222186915027082_n.jpg,hyundai ianos athens,0
8726,YouTube1369,YouTube,,2020-10-04T16:35:41Z,"CycloneIanos #Zante #Hurricane Myself and my good friend Ali spent, what WAS supposed to be 10 days that turned into 3 weeks ... ZANTE 2020 CYCLONE IANOS DAMAGE","Cycloneianos #zante #hurricane ο ίδιος και ο καλός μου φίλος Ali πέρασε, αυτό που έπρεπε να είναι 10 ημέρες που μετατράπηκε σε 3 εβδομάδες. Ζημιά Zante 2020 Cyclone Ianos",PsGyGhAhsJk,1.0,na,cycloneianos zante hurricane ο ίδιος και ο καλός μου φίλος ali πέρασε αυτό που έπρεπε να είναι 10 ημέρες που μετατράπηκε σε 3 εβδομάδες ζημιά zante 2020 cyclone ianos,1
7238,Flickr690,Flickr,,2020-09-14 04:59:35,"Some days I am the flower. Some days I am the rain.
A walk in the park on a rainy day with a lot of drizzle.

Thanks for your visit and taking the time to comment so I can visit your photos, too... very much appreciated! My apologies if I cannot reply to all comments. Have a great day!","Μερικές μέρες είμαι το λουλούδι. Κάποιες μέρες είμαι η βροχή. Μια βόλτα στο πάρκο σε μια βροχερή μέρα με πολλά ψιλόβροχο. Ευχαριστώ για την επίσκεψή σας και παίρνοντας το χρόνο για να σχολιάσω, ώστε να μπορώ να επισκεφθώ τις φωτογραφίες σας, πάρα πολύ. Συγγνώμη αν δεν μπορώ να απαντήσω σε όλα τα σχόλια. Καλή μέρα!",50340249756,,50340249756.jpg,μερικές μέρες είμαι το λουλούδι κάποιες μέρες είμαι η βροχή μια βόλτα στο πάρκο σε μια βροχερή μέρα με πολλά ψιλόβροχο ευχαριστώ για την επίσκεψή σας και παίρνοντας το χρόνο για να σχολιάσω ώστε να μπορώ να επισκεφθώ τις φωτογραφίες σας πάρα πολύ συγγνώμη αν δεν μπορώ να απαντήσω σε όλα τα σχόλια καλή μέρα,0
6747,Flickr199,Flickr,,2020-09-26 16:49:18,"Detail from a mural in downtown Pueblo, Colorado.  

Lucky, a paper mache, saddle-form horse was swept away by the 1921 flood and found high in a tree 15 miles downstream in Avondale, Colorado.  Lucky now resides in the Southern Colorado Heritage Museum.","Λεπτομέρειες από μια τοιχογραφία στο κέντρο του Pueblo του Κολοράντο. Lucky, ένα χαρτί mache, άλογο σέλας σάρωσε μακριά από την πλημμύρα του 1921 και βρέθηκε ψηλά σε ένα δέντρο 15 μίλια κατάντη στο Avondale του Κολοράντο. Το Lucky τώρα κατοικεί στο Μουσείο Κληρονομιάς του Νότου του Κολοράντο.",50386543882,,50386543882.jpg,λεπτομέρειες από μια τοιχογραφία στο κέντρο του pueblo του κολοράντο lucky ένα χαρτί mache άλογο σέλας σάρωσε μακριά από την πλημμύρα του 1921 και βρέθηκε ψηλά σε ένα δέντρο 15 μίλια κατάντη στο avondale του κολοράντο το lucky τώρα κατοικεί στο μουσείο κληρονομιάς του νότου του κολοράντο,0
354,''2403655977279837838,instagram,1600758143.0,2020-09-22 07:02:23,Calmness before the storm\n.\n.\n#ribco #ribcomarine #seafarer36 #storm #ianos #sunset #luxurylifestyle #luxury #luxuryboat #yachtlife #yacht #yachting #september #keepdreaming #spetses #spetsesisland,Ηρεμία πριν από την καταιγίδα \ n. \ N. \ N #ribco #RibComarine #SEAFARER36 #STORM #IANOS #SUNSET #LUXURYLIFESTYLE #LUXURY #Luxuryboat #yachtlife #yacht #yachting #Septement #KeePdreaming #Spetsesise,,,119883882_181835353399074_6085001475020520549_n.jpg,ηρεμία πριν από την καταιγίδα n n n ribco ribcomarine seafarer36 storm ianos sunset luxurylifestyle luxury luxuryboat yachtlife yacht yachting septement keepdreaming spetsesise,0
5137,tweet3456,X,0.0,2020-09-21 08:44:17,ο Καιρός Στη Ζαγορά και το Πήλιο Σήμερα 21-09-2020 https://t.co/h6IlxOaSmK,ο Καιρός Στη Ζαγορά και το Πήλιο Σήμερα 21-09-2020,,,,ο καιρός στη ζαγορά και το πήλιο σήμερα 21 09 2020,0
3504,tweet1823,X,0.0,2020-09-18 22:56:04,Κακοκαιρία στην Κεντρική και Νότια Ελλάδα: Συνεχίζονται και το Σάββατο τα έντονα καιρικά φαινόμενα. Η πρόγνωση του καιρού από τον διευθυντή της ΕΜΥ Θοδωρή Κολυδά. https://t.co/Sy8nnIDWAU #καιρός #weather https://t.co/z0TwjFo7ga,Κακοκαιρία στην Κεντρική και Νότια Ελλάδα: Συνεχίζονται και το Σάββατο τα έντονα καιρικά φαινόμενα. Η πρόγνωση του καιρού από τον διευθυντή της ΕΜΥ Θοδωρή Κολυδά. #καιρός #weather,,,,κακοκαιρία στην κεντρική και νότια ελλάδα συνεχίζονται και το σάββατο τα έντονα καιρικά φαινόμενα η πρόγνωση του καιρού από τον διευθυντή της εμυ θοδωρή κολυδά καιρός weather,0
6029,tweet4348,X,0.0,2020-09-23 06:30:02,Ο καιρός την Τετάρτη https://t.co/Q6AhRiXGTV,Ο καιρός την Τετάρτη,,,,ο καιρός την τετάρτη,0
2220,tweet539,X,0.0,2020-09-17 17:09:43,@srfmeteo Here the forecasted wave field for #medicane #Ianos,srfmeteo εδώ το προβλεπόμενο πεδίο κύματος για #Medicane #IANOS,,,,srfmeteo εδώ το προβλεπόμενο πεδίο κύματος για medicane ianos,0
2475,tweet794,X,0.0,2020-09-17 23:31:31,#TheBachelorGR Υποστηρίζω τη πράσινη-μαύρη ομάδα. Go #Slytherin !!! #Ianos #BigBrotherGR,#TheBachelorGR Υποστηρίζω τη πράσινη-μαύρη ομάδα. Go #Slytherin !!! #Ianos #BigBrotherGR,,,,thebachelorgr υποστηρίζω τη πράσινη μαύρη ομάδα go slytherin ianos bigbrothergr,0
4730,tweet3049,X,0.0,2020-09-20 14:43:16,"Μεγάλες καταστροφές σε Θεσσαλία και Κεφαλονιά από την κακοκαιρία «Ιανός» -Ζημιές σε σπίτια, καταστήματα και αγροτική παραγωγή | ΕΛΛΑΔΑ https://t.co/WW2guXDi5y","Μεγάλες καταστροφές σε Θεσσαλία και Κεφαλονιά από την κακοκαιρία «Ιανός» -Ζημιές σε σπίτια, καταστήματα και αγροτική παραγωγή | ΕΛΛΑΔΑ",,,,μεγάλες καταστροφές σε θεσσαλία και κεφαλονιά από την κακοκαιρία ιανός ζημιές σε σπίτια καταστήματα και αγροτική παραγωγή ελλαδα,1
7249,Flickr701,Flickr,,2020-10-24 07:21:32,Stag shaking his fur after a good dousing of rain.,Ο Stag κουνώντας τη γούνα του μετά από μια καλή βροχή.,50523022357,,50523022357.jpg,ο stag κουνώντας τη γούνα του μετά από μια καλή βροχή,0
1821,tweet140,X,0.0,2020-09-16 18:51:24,"Όλα τα είχαμε, ο #Ianos #Ιανός μας έλειπε! Άμα σου εύχεται καλή δύναμη ο Χαρδαλιάς σε έκτακτο δελτίο, κατάλαβες τι έχει να γίνει...","Όλα τα είχαμε, ο #Ianos #Ιανός μας έλειπε! Άμα σου εύχεται καλή δύναμη ο Χαρδαλιάς σε έκτακτο δελτίο, κατάλαβες τι έχει να γίνει.",,,,όλα τα είχαμε ο ianos ιανός μας έλειπε άμα σου εύχεται καλή δύναμη ο χαρδαλιάς σε έκτακτο δελτίο κατάλαβες τι έχει να γίνει,0
5948,tweet4267,X,0.0,2020-09-22 22:51:43,"μαλιστα, εγινε και το 2018 «παλιος καλος καιρος», σταματησε το τρενο του χρονου να κατεβω τωρα","μαλιστα, εγινε και το 2018 «παλιος καλος καιρος», σταματησε το τρενο του χρονου να κατεβω τωρα",,,,μαλιστα εγινε και το 2018 παλιος καλος καιρος σταματησε το τρενο του χρονου να κατεβω τωρα,0
4507,tweet2826,X,0.0,2020-09-20 10:01:48,https://t.co/TwLznMCdaQ: Ο καιρός στην Πιερία - Κυριακή 20 Σεπτεμβρίου https://t.co/cHW607CvKF https://t.co/gHFX3medw1,Ο καιρός στην Πιερία - Κυριακή 20 Σεπτεμβρίου,,,,ο καιρός στην πιερία κυριακή 20 σεπτεμβρίου,0
5406,tweet3725,X,0.0,2020-09-21 18:28:44,@VagiaVardaxi Χαχαχαχ ήρθε ο καιρός να πετάξει το πτηνό 😅😅🤟🏿,VagiaVardaxi Χαχαχαχ ήρθε ο καιρός να πετάξει το πτηνό,,,,vagiavardaxi χαχαχαχ ήρθε ο καιρός να πετάξει το πτηνό,0
7267,Flickr719,Flickr,,2020-09-06 14:09:09,Taken with a Nikon FE.,Λήψη με Nikon Fe.,50312140902,,50312140902.jpg,λήψη με nikon fe,0
5833,tweet4152,X,0.0,2020-09-22 16:44:03,"Καιρός ήταν! Πρέπει να σταματήσουμε σε αυτή τη χώρα να επιβραβεύουμε αυτόν που κάνει ό,τι θέλει και να κάνουμε τους νομοταγείς να αισθάνονται κορόιδα","Καιρός ήταν! Πρέπει να σταματήσουμε σε αυτή τη χώρα να επιβραβεύουμε αυτόν που κάνει ό,τι θέλει και να κάνουμε τους νομοταγείς να αισθάνονται κορόιδα",,,,καιρός ήταν πρέπει να σταματήσουμε σε αυτή τη χώρα να επιβραβεύουμε αυτόν που κάνει ό τι θέλει και να κάνουμε τους νομοταγείς να αισθάνονται κορόιδα,0
5181,tweet3500,X,0.0,2020-09-21 09:50:22,Ζημιές καταγράφονται στην παραγωγή μήλων σε Δράκεια και Ζαγορά https://t.co/FVJIi9hlvE,Ζημιές καταγράφονται στην παραγωγή μήλων σε Δράκεια και Ζαγορά,,,,ζημιές καταγράφονται στην παραγωγή μήλων σε δράκεια και ζαγορά,1
5783,tweet4102,X,0.0,2020-09-22 13:47:01,"όσο περνάει ο καιρός εμενα η Μαλεσκου μου θυμίζει τον Φατσέα που προσπαθούσε να εντυπωσιάσει με το λεξιλόγιο του... κάτι άλλο Ιωάννα έχεις να δείξεις, η είσαι σαν και τις αλλες;;;   #loveit","όσο περνάει ο καιρός εμενα η Μαλεσκου μου θυμίζει τον Φατσέα που προσπαθούσε να εντυπωσιάσει με το λεξιλόγιο του.κάτι άλλο Ιωάννα έχεις να δείξεις, η είσαι σαν και τις αλλες;;; #loveit",,,,όσο περνάει ο καιρός εμενα η μαλεσκου μου θυμίζει τον φατσέα που προσπαθούσε να εντυπωσιάσει με το λεξιλόγιο του κάτι άλλο ιωάννα έχεις να δείξεις η είσαι σαν και τις αλλες loveit,0
