"ID","source_id","source_type","unix_time","date_time","text","translated","photo_video_id","duplicate","photofilename","processed","predicted","score",,"scored_value"
3130,"tweet1449","X",0,"2020-09-18 16:25:07","Μικρής έκτασης ζημιές σε περιοχές του Κατακόλου, της Ανδραβίδας και των Λεχαινών προκλήθηκαν, σύμφωνα με την περιφέρεια, από το κύμα της κακοκαιρίας, που πλήττει την Ηλεία... κακοκαιρία ζημιές Πύργος Ιανός Κατάκολο ΔΙΑΒΑΣΤΕ ΕΔΩ &gt;&gt; https://t.co/VK0U6lqgSL https://t.co/xlrxQjBF3G","Μικρής έκτασης ζημιές σε περιοχές του Κατακόλου, της Ανδραβίδας και των Λεχαινών προκλήθηκαν, σύμφωνα με την περιφέρεια, από το κύμα της κακοκαιρίας, που πλήττει την Ηλεία.κακοκαιρία ζημιές Πύργος Ιανός Κατάκολο ΔΙΑΒΑΣΤΕ ΕΔΩ &gt;&gt;",,,,"μικρής έκτασης ζημιές σε περιοχές του κατακόλου της ανδραβίδας και των λεχαινών προκλήθηκαν σύμφωνα με την περιφέρεια από το κύμα της κακοκαιρίας που πλήττει την ηλεία κακοκαιρία ζημιές πύργος ιανός κατάκολο διαβαστε εδω gt gt",0,"TN",,0
5305,"tweet3624","X",0,"2020-09-21 13:35:22","Καμία στιγμή ρε μαλακά Συνολακη είναι όταν χανεις/ξεχνάς κάτι.οχι όταν χάνονται ζωές.#Ianos #Καρδιτσα #κυβερνηση_τσιρκο","Καμία στιγμή ρε μαλακά Συνολακη είναι όταν χανεις/ξεχνάς κάτι.οχι όταν χάνονται ζωές.#Ianos #Καρδιτσα #κυβερνηση_τσιρκο",,,,"καμία στιγμή ρε μαλακά συνολακη είναι όταν χανεις ξεχνάς κάτι οχι όταν χάνονται ζωές ianos καρδιτσα κυβερνηση_τσιρκο",1,"FN",,0
6398,"tweet4717","X",0,"2020-09-23 18:56:05","@Adita_Queen No solo coffee lovers, también nosotros los adictos a la cafeína.... 😄 saludos","Adita_queen όχι μόνο οι λάτρεις του καφέ, επίσης εθισμένοι στην καφεΐνη.",,,,"adita_queen όχι μόνο οι λάτρεις του καφέ επίσης εθισμένοι στην καφεΐνη",0,"TN",,0
3853,"tweet2172","X",0,"2020-09-19 11:47:07","υπερβολές !!
#WeArePorfyras #Ianos #ΠαιδωνΑγιαΣοφια19 https://t.co/BvcupCxxMW","υπερβολές !!#WeArePorfyras #Ianos #ΠαιδωνΑγιαΣοφια19",,,,"υπερβολές weareporfyras ianos παιδωναγιασοφια19",0,"TN",,0
2028,"tweet347","X",0,"2020-09-17 13:09:35","Παραμύθια ΝΔ για τους ψηφοφόρους
Αύριο θα είναι όλοι έξω κ οι μ@@@@ες θά πληρώνουν τίς ζημιές

Αυτά βλέπουν οι ισλαμοκαννιβαλοι κ καταστρέφουν την Ελλάδα
ΣΥΡΙΖΑ κ Σια με την κάλυψη της ΝΔ κ μέσω της δικαιοσύνης αφοπλίζουν τα σύνορα, ανέχονται καταστροφες

https://t.co/j8xfnlMZk6 https://t.co/ubL1Ngb6Kw","Παραμύθια ΝΔ για τους ψηφοφόρουςΑύριο θα είναι όλοι έξω κ οι μ@@@@ες θά πληρώνουν τίς ζημιέςΑυτά βλέπουν οι ισλαμοκαννιβαλοι κ καταστρέφουν την ΕλλάδαΣΥΡΙΖΑ κ Σια με την κάλυψη της ΝΔ κ μέσω της δικαιοσύνης αφοπλίζουν τα σύνορα, ανέχονται καταστροφες",,,,"παραμύθια νδ για τους ψηφοφόρουςαύριο θα είναι όλοι έξω κ οι μ ες θά πληρώνουν τίς ζημιέςαυτά βλέπουν οι ισλαμοκαννιβαλοι κ καταστρέφουν την ελλάδασυριζα κ σια με την κάλυψη της νδ κ μέσω της δικαιοσύνης αφοπλίζουν τα σύνορα ανέχονται καταστροφες",0,"TN",,0
5725,"tweet4044","X",0,"2020-09-22 10:44:02","@yasminbokeh Eu ia responder: ""sim pf"" hskejekejekekw😂","Yasminbokeh eu a asponder: ""sim pf"" hskekekw",,,,"yasminbokeh eu a asponder sim pf hskekekw",0,"TN",,0
5627,"tweet3946","X",0,"2020-09-22 08:06:28","""Olha só esses cara só fala de sexo kk""

Qualquer oportunidade:
Mano transei comi mesmo sim mano transei meu tico é gigante transei comi eu transo sexo ticao","Κοιτάξτε αυτό το πρόσωπο απλά μιλάμε για το σεξ KK ""Οποιαδήποτε ευκαιρία: αδερφέ πραγματικά τρώω ναι ναι,",,,,"κοιτάξτε αυτό το πρόσωπο απλά μιλάμε για το σεξ kk οποιαδήποτε ευκαιρία αδερφέ πραγματικά τρώω ναι ναι",0,"TN",,0
3526,"tweet1845","X",0,"2020-09-19 00:02:38","Ο καιρός στην Κρήτη σήμερα Σάββατο 19 Σεπτεμβρίου - https://t.co/eM7TlrFYov https://t.co/UePTUCWQA0","Ο καιρός στην Κρήτη σήμερα Σάββατο 19 Σεπτεμβρίου -",,,,"ο καιρός στην κρήτη σήμερα σάββατο 19 σεπτεμβρίου",0,"TN",,0
1964,"tweet283","X",0,"2020-09-17 09:54:03","https://t.co/FWtIr5owsY #Ianos #Ιανός #κακοκαιρια #Ελλαδα","#Ianos #Ιανός #κακοκαιρια #Ελλαδα",,,,"ianos ιανός κακοκαιρια ελλαδα",0,"TN",,0
6225,"tweet4544","X",0,"2020-09-23 12:30:36","Καιρός: Έκτακτο δελτίο της ΕΜΥ για καταιγίδες και χαλάζι – Οδηγίες από τη Γενική Γραμματεία Πολιτικής Προστασίας 
https://t.co/8O86emG0E8","Καιρός: Έκτακτο δελτίο της ΕΜΥ για καταιγίδες και χαλάζι – Οδηγίες από τη Γενική Γραμματεία Πολιτικής Προστασίας",,,,"καιρός έκτακτο δελτίο της εμυ για καταιγίδες και χαλάζι οδηγίες από τη γενική γραμματεία πολιτικής προστασίας",0,"TN",,0
6109,"tweet4428","X",0,"2020-09-23 08:57:05","Δόθηκε στην κυκλοφορία η σιδηροδρομική γραμμή Λιανοκλάδι-Λάρισα - Εκτεταμένες οι ζημιές λόγω ""Ιανού"" - Τι Νέα Λάρισα; - https://t.co/QIPDqgtbGy https://t.co/Q0hQ0SMEzw","Δόθηκε στην κυκλοφορία η σιδηροδρομική γραμμή Λιανοκλάδι-Λάρισα - Εκτεταμένες οι ζημιές λόγω ""Ιανού"" - Τι Νέα Λάρισα; -",,,,"δόθηκε στην κυκλοφορία η σιδηροδρομική γραμμή λιανοκλάδι λάρισα εκτεταμένες οι ζημιές λόγω ιανού τι νέα λάρισα",0,"TN",,0
3423,"tweet1742","X",0,"2020-09-18 21:17:34","Κακοκαιρία Ιανός: Ανυπολόγιστες ζημιές στην Ιθάκη - Στο σκοτάδι το νησί https://t.co/NQ9naIjQRZ","Κακοκαιρία Ιανός: Ανυπολόγιστες ζημιές στην Ιθάκη - Στο σκοτάδι το νησί",,,,"κακοκαιρία ιανός ανυπολόγιστες ζημιές στην ιθάκη στο σκοτάδι το νησί",0,"TN",,0
5291,"tweet3610","X",0,"2020-09-21 12:53:21","@ArisPortosalte αυτή είναι δημοσιογραφία, ελεγχος για ΟΛΟΥΣ 
πόσο μικρή σημασία  δείχνουν σε όσα επιβάλουν. στους υπηκόους !
  Δεν είναι καιρός να θυσιάσει ο πρωθυπουργός δυο  τρεις από  αυτούς μπας και .οι άλλοι .. γίνουν παράδειγμα προς μίμηση για εμάς όλους ;","ArisPortosalte αυτή είναι δημοσιογραφία, ελεγχος για ΟΛΟΥΣ πόσο μικρή σημασία δείχνουν σε όσα επιβάλουν. στους υπηκόους ! Δεν είναι καιρός να θυσιάσει ο πρωθυπουργός δυο τρεις από αυτούς μπας και .οι άλλοι.γίνουν παράδειγμα προς μίμηση για εμάς όλους ;",,,,"arisportosalte αυτή είναι δημοσιογραφία ελεγχος για ολους πόσο μικρή σημασία δείχνουν σε όσα επιβάλουν στους υπηκόους δεν είναι καιρός να θυσιάσει ο πρωθυπουργός δυο τρεις από αυτούς μπας και οι άλλοι γίνουν παράδειγμα προς μίμηση για εμάς όλους",0,"TN",,0
1791,"tweet110","X",0,"2020-09-16 16:13:59","Okay be honest, who had a medicane (a Mediterranean tropical-like cyclone) on their 2020 bingo card?

This system has been named #Ianos #Ιανός by @meteogr and is expected to bring heavy rainfall to Greece later this week. https://t.co/2E4CHVnVee","Εντάξει να είμαι ειλικρινής, ποιος είχε ένα Medicane (ένας μεσογειακός τροπικός κυκλώνας) στην κάρτα Bingo του 2020; Αυτό το σύστημα έχει ονομαστεί #IANOS #iaans από το @meteogr και αναμένεται να φέρει έντονες βροχοπτώσεις στην Ελλάδα αργότερα αυτή την εβδομάδα.",,,,"εντάξει να είμαι ειλικρινής ποιος είχε ένα medicane ένας μεσογειακός τροπικός κυκλώνας στην κάρτα bingo του 2020 αυτό το σύστημα έχει ονομαστεί ianos iaans από το meteogr και αναμένεται να φέρει έντονες βροχοπτώσεις στην ελλάδα αργότερα αυτή την εβδομάδα",0,"TN",,0
686,"''2401445910843655178","instagram",1600494703,"2020-09-19 05:51:43","#ianos #rain #storm #coffeetime ..enjoying morning coffee at balcony. End of Summer","#IANOS #Rain #Storm #Coffeetime.Enjoying Morning Coffee στο μπαλκόνι. Τέλος του καλοκαιριού",,,"119754003_775091763224951_1716914814480461819_n.jpg","ianos rain storm coffeetime enjoying morning coffee στο μπαλκόνι τέλος του καλοκαιριού",0,"TN",,0
3152,"tweet1471","X",0,"2020-09-18 16:41:05","Avanti così e ne arriverà uno anche in Italia
#18settembre #ClimateCrisis
#Uragano nel #Mediterraneo: #Ianos si abbatte sulle isole ioniche. Inondazioni e voli dirottati
https://t.co/cMU0PuV88S","Δίπλα σε αυτό και κάποιος θα φτάσει επίσης στην Ιταλία #18settembre #climatecrisis #uragano στο #MediterRanera: #IANOS καταρρέει στα νησιά του Ιονίου. Πλημμύρες και πτήσεις με αεροπειρατεία",,,,"δίπλα σε αυτό και κάποιος θα φτάσει επίσης στην ιταλία 18settembre climatecrisis uragano στο mediterranera ianos καταρρέει στα νησιά του ιονίου πλημμύρες και πτήσεις με αεροπειρατεία",1,"FN","TRANSLATE PROPERLY",0
3496,"tweet1815","X",0,"2020-09-18 22:44:16","Ηπειρωτική Ελλάδα, Εύβοια, Κυκλάδες και Αθήνα στο “δρομολόγιο” που έχει διαγράψει ο Ιανός για την συνέχεια.
#ΙΑΝΟΣ #Ιανος #Ianos
https://t.co/F8UV5OXbaI","Ηπειρωτική Ελλάδα, Εύβοια, Κυκλάδες και Αθήνα στο “δρομολόγιο” που έχει διαγράψει ο Ιανός για την συνέχεια.#ΙΑΝΟΣ #Ιανος #Ianos",,,,"ηπειρωτική ελλάδα εύβοια κυκλάδες και αθήνα στο δρομολόγιο που έχει διαγράψει ο ιανός για την συνέχεια ιανος ιανος ianos",0,"TN",,0
1580,"''2400061456277636406","instagram",1600329642,"2020-09-17 08:00:42","Il CICLONE MEDITERRANEO #IANOS PRONTO A COLPIRE?\n\nSe abitate a sud del Gargano e stamattina vi siete svegliati con il cielo nuvoloso, sappiate che siete sotto alla pancia di un ciclone mediterraneo simil-tropicale, o TLC in breve. Uragano mediterraneo, o medicano per i più creativi!\n\nIn questi giorni nell'Atlantico erano attivi contemporaneamente ben 5 cicloni/tempeste tropicali (Paulette, Rene, #Sally, Teddy e Vicky), una cosa che non accadeva dal 1971. ll nostro Mediterraneo non vuole essere da meno, ed ecco che ha cominciato a costruirsi la propria versione di uragano, un TLC. \n\nQuesto fenomeno è molto simile a un ciclone tropicale, anche se non può essere identificato strettamente con questo nome, ma è in grado di scatenare potenze distruttive molto simili. La differenza è che un medicano si innesca in modo diverso da un uragano, e che questi sistemi nel ristretto bacino mediterraneo hanno poco spazio per vivere e intensificarsi, prima di sbattere contro una catena montuosa e dissiparsi.\n\nIanos (o Udine per l'ufficio meteorologico tedesco, unico ente europeo che dà nomi ufficiali ai sistemi meteo) si è formato a partire da una bassa pressione sul mar Libico, una serie di temporali intensi che si sono progressivamente organizzati nel corso di martedì e che ieri hanno raggiunto una forma più organica, cominciando a sviluppare una spirale e persino un occhio al centro della rotazione della tempesta, poco prima che il Sole tramontasse.\n\nPredire cosa farà un TLC nel mediterraneo è come giocare alla roulette russa: spesso non succede nulla, ma qualche volta va male, malissimo. I modelli prevedono che Ianos/Udine si intensificherà ancora un po', flagellando il mar Ionio con venti e pioggia molto intensi, e poi nella giornata di oggi e domani virerà verso est, andando a colpire le coste greche. Alcune iterazioni prevedono addirittura raffiche di vento a 120 km/h al centro della tempesta! Particolarmente sfortunate potrebbero essere le isole di Corfù e Zacinto.\n\nI #TLC sono eventi rari, non più di 1-2 all'anno, e spesso e volentieri si dissipano in un nulla di fatto. Speriamo che Ianos non abbia la luna storta.\n\n@astrolenz91  @lorenzocatania1978","Ο μεσογειακός κυκλώνας #IANOS είναι έτοιμος να χτυπήσει; Hurricane Mediterranean, ή ιατρικά για το πιο δημιουργικό! Το \ n \ nquesto είναι πολύ παρόμοιο με έναν τροπικό κυκλώνα, ακόμη και αν δεν μπορεί να ταυτιστεί αυστηρά με αυτό το όνομα, αλλά είναι σε θέση να προκαλέσει πολύ παρόμοιες καταστροφικές δυνάμεις. Η διαφορά είναι ότι ένα Medicano ενεργοποιείται διαφορετικά από έναν τυφώνα και ότι αυτά τα συστήματα στην περιορισμένη μεσογειακή λεκάνη έχουν λίγο χώρο για να ζήσουν και να εντείνουν, πριν χτυπήσουν μια οροσειρά και διαλύονται. Μετεωρολογικό Γραφείο, το μοναδικό ευρωπαϊκό όργανο που δίνει επίσημα ονόματα στα καιρικά συστήματα) έχει σχηματίσει ξεκινώντας από χαμηλή πίεση στη Λιβυκή Θάλασσα, μια σειρά από έντονες καταιγίδες που σταδιακά οργανώθηκαν κατά τη διάρκεια της Τρίτης και η οποία χθες έφθασε σε μια μορφή πιο οργανική, ξεκινώντας από την ανάπτυξη ενός Σπεύωση και ακόμη και ένα μάτι στο κέντρο της περιστροφής της καταιγίδας, λίγο πριν από τον ήλιο. Τα μοντέλα παρέχουν ότι ο Ianos/Udine θα εντείνει λίγο περισσότερο, μαστίζοντας τη Θάλασσα του Ιωνίου με πολύ έντονους ανέμους και βροχή και στη συνέχεια σήμερα και αύριο θα γυρίσει προς τα ανατολικά, θα χτυπήσει τις ελληνικές ακτές. Ορισμένες επαναλήψεις περιλαμβάνουν ακόμη και ριπές ανέμου στα 120 km/h στο κέντρο της καταιγίδας! Ιδιαίτερα ατυχές θα μπορούσαν να είναι τα νησιά της Κέρκυρας και του Zacinto. Ελπίζουμε ότι ο Ianos δεν έχει λάθος φεγγάρι.",,,"119491298_5094423590583568_4634106837084290997_n.jpg","ο μεσογειακός κυκλώνας ianos είναι έτοιμος να χτυπήσει hurricane mediterranean ή ιατρικά για το πιο δημιουργικό το n nquesto είναι πολύ παρόμοιο με έναν τροπικό κυκλώνα ακόμη και αν δεν μπορεί να ταυτιστεί αυστηρά με αυτό το όνομα αλλά είναι σε θέση να προκαλέσει πολύ παρόμοιες καταστροφικές δυνάμεις η διαφορά είναι ότι ένα medicano ενεργοποιείται διαφορετικά από έναν τυφώνα και ότι αυτά τα συστήματα στην περιορισμένη μεσογειακή λεκάνη έχουν λίγο χώρο για να ζήσουν και να εντείνουν πριν χτυπήσουν μια οροσειρά και διαλύονται μετεωρολογικό γραφείο το μοναδικό ευρωπαϊκό όργανο που δίνει επίσημα ονόματα στα καιρικά συστήματα έχει σχηματίσει ξεκινώντας από χαμηλή πίεση στη λιβυκή θάλασσα μια σειρά από έντονες καταιγίδες που σταδιακά οργανώθηκαν κατά τη διάρκεια της τρίτης και η οποία χθες έφθασε σε μια μορφή πιο οργανική ξεκινώντας από την ανάπτυξη ενός σπεύωση και ακόμη και ένα μάτι στο κέντρο της περιστροφής της καταιγίδας λίγο πριν από τον ήλιο τα μοντέλα παρέχουν ότι ο ianos udine θα εντείνει λίγο περισσότερο μαστίζοντας τη θάλασσα του ιωνίου με πολύ έντονους ανέμους και βροχή και στη συνέχεια σήμερα και αύριο θα γυρίσει προς τα ανατολικά θα χτυπήσει τις ελληνικές ακτές ορισμένες επαναλήψεις περιλαμβάνουν ακόμη και ριπές ανέμου στα 120 km h στο κέντρο της καταιγίδας ιδιαίτερα ατυχές θα μπορούσαν να είναι τα νησιά της κέρκυρας και του zacinto ελπίζουμε ότι ο ianos δεν έχει λάθος φεγγάρι",1,"TP",,1
3374,"tweet1693","X",0,"2020-09-18 20:36:39","#SevereWeather 📹 #Ianos golpea a las costas de Grecia. 

En las últimas horas este inusual ciclón tropical 🌀 mediterráneo está provocando daños muy importantes en el Peloponeso e islas circundantes. https://t.co/WevItlYSzX","#SeverEebeather #IANOS χτυπά την ακτή της Ελλάδας. Τις τελευταίες ώρες αυτός ο ασυνήθιστος τροπικός κυκλώνας της Μεσογείου προκαλεί πολύ σημαντική ζημιά στα γύρω Πελοπόννησα και τα γύρω νησιά.",,,,"severeebeather ianos χτυπά την ακτή της ελλάδας τις τελευταίες ώρες αυτός ο ασυνήθιστος τροπικός κυκλώνας της μεσογείου προκαλεί πολύ σημαντική ζημιά στα γύρω πελοπόννησα και τα γύρω νησιά",0,"TN",,0
7086,"Flickr538","Flickr",,"2020-09-23 01:45:16","Medicane Ianos 2020 Mediterranean Hurricane","Medicane Ianos 2020 Μεσογειακός τυφώνας",50373706086,,"50373706086.jpg","medicane ianos 2020 μεσογειακός τυφώνας",0,"TN",,0
3079,"tweet1398","X",0,"2020-09-18 15:41:30","Woah, I've never heard that a hurricane-like storm can form in the Mediterranean Sea let alone that it even had a special name -- #medicane. @wxbrad #Ianos https://t.co/xXKny4JDhP","Woah, δεν έχω ακούσει ποτέ ότι μια καταιγίδα που μοιάζει με τυφώνα μπορεί να σχηματιστεί στη Μεσόγειο Θάλασσα, πόσο μάλλον ότι είχε ακόμη και ένα ειδικό όνομα-#Medicane. @wxbrad #ianos",,,,"woah δεν έχω ακούσει ποτέ ότι μια καταιγίδα που μοιάζει με τυφώνα μπορεί να σχηματιστεί στη μεσόγειο θάλασσα πόσο μάλλον ότι είχε ακόμη και ένα ειδικό όνομα medicane wxbrad ianos",0,"TN",,0
3926,"tweet2245","X",0,"2020-09-19 13:00:42","@Underwood_DC Μην κάνεις έτσι. Μόλις πάνε Ευρώπη και πλουτίσουν θα γυρίσουν να αποκαταστήσουν τις ζημιές.","Underwood_DC Μην κάνεις έτσι. Μόλις πάνε Ευρώπη και πλουτίσουν θα γυρίσουν να αποκαταστήσουν τις ζημιές.",,,,"underwood_dc μην κάνεις έτσι μόλις πάνε ευρώπη και πλουτίσουν θα γυρίσουν να αποκαταστήσουν τις ζημιές",1,"FN",,0
1776,"tweet95","X",0,"2020-09-16 13:26:40","1 . ελληνικα κομμωτηρια ...οι αθλιοι εγραφαν για τον ελλακτορα , οδηγησαν πολλους μικρους σε ζημιες και τους πηραν τις μετοχες ...συγχαρητηρια στον αρθρογραφο του https://t.co/MoBTfQYTdc...το κακο ειναι που γραφει και για τον φουρλη σημερα...","1 . ελληνικα κομμωτηρια.οι αθλιοι εγραφαν για τον ελλακτορα , οδηγησαν πολλους μικρους σε ζημιες και τους πηραν τις μετοχες.συγχαρητηρια στον αρθρογραφο του κακο ειναι που γραφει και για τον φουρλη σημερα.",,,,"1 ελληνικα κομμωτηρια οι αθλιοι εγραφαν για τον ελλακτορα οδηγησαν πολλους μικρους σε ζημιες και τους πηραν τις μετοχες συγχαρητηρια στον αρθρογραφο του κακο ειναι που γραφει και για τον φουρλη σημερα",0,"TN",,0
6164,"tweet4483","X",0,"2020-09-23 10:51:48","Έχει αυτή τη θερμοκρασία που αν στο κρεβάτι βάλω κουβέρτα θα σκάσω απο τη ζέστη κι αν δεν βάλω θα ξεπαγιάσω. Αυτός δεν είναι καιρός, τα ερωτικά μου είναι.","Έχει αυτή τη θερμοκρασία που αν στο κρεβάτι βάλω κουβέρτα θα σκάσω απο τη ζέστη κι αν δεν βάλω θα ξεπαγιάσω. Αυτός δεν είναι καιρός, τα ερωτικά μου είναι.",,,,"έχει αυτή τη θερμοκρασία που αν στο κρεβάτι βάλω κουβέρτα θα σκάσω απο τη ζέστη κι αν δεν βάλω θα ξεπαγιάσω αυτός δεν είναι καιρός τα ερωτικά μου είναι",0,"TN",,0
4227,"tweet2546","X",0,"2020-09-19 20:39:22","@Nancy04noe Σιγα μην ντυθουμε μια χαρα ειναι ο καιρος σφιγγει και το δερμα","Nancy04noe Σιγα μην ντυθουμε μια χαρα ειναι ο καιρος σφιγγει και το δερμα",,,,"nancy04noe σιγα μην ντυθουμε μια χαρα ειναι ο καιρος σφιγγει και το δερμα",0,"TN",,0
1726,"tweet45","X",0,"2020-09-14 14:44:00","Ζημιές για την Charlotte’s Web Holdings https://t.co/QIwo6SWsz0","Ζημιές για την Charlotte’s Web Holdings",,,,"ζημιές για την charlotte s web holdings",0,"TN",,0
5288,"tweet3607","X",0,"2020-09-21 12:47:14","να θεωρείται δημοτικός - γεγονός το οποίο εν τέλει πραγματοποιήθηκε το 1883. Ο σημερινός ναός του Προφήτη Ηλία είναι σύγχρονος καθώς ο εικονιζόμενος στη φωτογραφία εποχής υπέστη μεγάλες ζημιές στον σεισμό του 1980.
5/7","να θεωρείται δημοτικός - γεγονός το οποίο εν τέλει πραγματοποιήθηκε το 1883. Ο σημερινός ναός του Προφήτη Ηλία είναι σύγχρονος καθώς ο εικονιζόμενος στη φωτογραφία εποχής υπέστη μεγάλες ζημιές στον σεισμό του 1980.5/7",,,,"να θεωρείται δημοτικός γεγονός το οποίο εν τέλει πραγματοποιήθηκε το 1883 ο σημερινός ναός του προφήτη ηλία είναι σύγχρονος καθώς ο εικονιζόμενος στη φωτογραφία εποχής υπέστη μεγάλες ζημιές στον σεισμό του 1980 5 7",0,"TN",,0
2903,"tweet1222","X",0,"2020-09-18 12:14:21","Κυλλήνη: Δεν σημειώθηκαν μεγάλες ζημιές από τον Ιανό | ""Ενδείξεις-Αποδείξεις"" https://t.co/z5dWv9jJaN","Κυλλήνη: Δεν σημειώθηκαν μεγάλες ζημιές από τον Ιανό | ""Ενδείξεις-Αποδείξεις""",,,,"κυλλήνη δεν σημειώθηκαν μεγάλες ζημιές από τον ιανό ενδείξεις αποδείξεις",0,"TN",,0
6147,"tweet4466","X",0,"2020-09-23 10:16:16","Φθινοπωρινός καιρός &amp; βροχερός: Που θα ρίξει μπόρες - Κάτω από τους 30 βαθμούς το θερμόμετρο
https://t.co/feJxp4jCxO","Φθινοπωρινός καιρός &amp; βροχερός: Που θα ρίξει μπόρες - Κάτω από τους 30 βαθμούς το θερμόμετρο",,,,"φθινοπωρινός καιρός amp βροχερός που θα ρίξει μπόρες κάτω από τους 30 βαθμούς το θερμόμετρο",0,"TN",,0
4136,"tweet2455","X",0,"2020-09-19 18:10:33","The Mediterranean Storm #Ianos which caused destruction to some parts of #Greece yesterday is passing to the west of #Crete as it moves southwards. https://t.co/n6P1cE4v5p","Η Μεσογειακή Θύελλα #ianos που προκάλεσε καταστροφή σε ορισμένα μέρη της #Greece χθες περνάει στα δυτικά του #crete καθώς κινείται προς τα νότια.",,,,"η μεσογειακή θύελλα ianos που προκάλεσε καταστροφή σε ορισμένα μέρη της greece χθες περνάει στα δυτικά του crete καθώς κινείται προς τα νότια",0,"TN",,0
3879,"tweet2198","X",0,"2020-09-19 12:19:01","1. Οι μετεωρολόγοι κάνουν εκτιμήσεις με βάση τα πιο πρόσφατα δεδομένα. Δεν είναι μέντιουμ.
2. Οι σεισμολόγοι κάνουν αναλύσεις και εκτιμήσεις με βάση τα δεδομένα. Δεν είναι μέντιουμ.
3. Οι γιατροί σώζουν ζωές και μαθαίνουν συνεχώς. Δεν είναι σαμάνοι

ΕΛΕΟΣ!!!!! #ΙΑΝΟΣ #Ianos","1. Οι μετεωρολόγοι κάνουν εκτιμήσεις με βάση τα πιο πρόσφατα δεδομένα. Δεν είναι μέντιουμ.2. Οι σεισμολόγοι κάνουν αναλύσεις και εκτιμήσεις με βάση τα δεδομένα. Δεν είναι μέντιουμ.3. Οι γιατροί σώζουν ζωές και μαθαίνουν συνεχώς. Δεν είναι σαμάνοιΕΛΕΟΣ!!!!! #ΙΑΝΟΣ #Ianos",,,,"1 οι μετεωρολόγοι κάνουν εκτιμήσεις με βάση τα πιο πρόσφατα δεδομένα δεν είναι μέντιουμ 2 οι σεισμολόγοι κάνουν αναλύσεις και εκτιμήσεις με βάση τα δεδομένα δεν είναι μέντιουμ 3 οι γιατροί σώζουν ζωές και μαθαίνουν συνεχώς δεν είναι σαμάνοιελεος ιανος ianos",1,"TP",,1
6828,"Flickr280","Flickr",,"2020-09-22 08:06:42","It is still windy, but the worst of the storm is over at Freddie's Beach Bar.","Είναι ακόμα θυελλώδες, αλλά το χειρότερο της καταιγίδας έχει τελειώσει στο Beach Bar του Freddie.",50370801311,,"50370801311.jpg","είναι ακόμα θυελλώδες αλλά το χειρότερο της καταιγίδας έχει τελειώσει στο beach bar του freddie",0,"TN",,0
6343,"tweet4662","X",0,"2020-09-23 16:07:28","#alphanews πρόσκαιρη επιδείνωση πιθανώς και σε πληγείσες περιοχές θα παρουσιάσει ο καιρός απόψε. Όλες οι λεπτομέρειες live στο κεντρικό δελτίο ειδήσεων του Alpha στις 18.50 με τον @AntonisSroiter. @ALPHA_TV","#alphanews πρόσκαιρη επιδείνωση πιθανώς και σε πληγείσες περιοχές θα παρουσιάσει ο καιρός απόψε. Όλες οι λεπτομέρειες live στο κεντρικό δελτίο ειδήσεων του Alpha στις 18.50 με τον @AntonisSroiter. @ALPHA_TV",,,,"alphanews πρόσκαιρη επιδείνωση πιθανώς και σε πληγείσες περιοχές θα παρουσιάσει ο καιρός απόψε όλες οι λεπτομέρειες live στο κεντρικό δελτίο ειδήσεων του alpha στις 18 50 με τον antonissroiter alpha_tv",0,"TN",,0
1396,"''2400871474937293827","instagram",1600426204,"2020-09-18 10:50:04","Lagouvardos from yesterday #greece #peloponnese #surf #surfer #surfers #surflife #surfing #surfgreece #lagouvardos #lagouvardossurfteam #ianos #beach #beachlife #kiparisia","Lagouvardos από χθες #greece #peloponnese #surf #surfer #surfers #surflife #surfing #surfgreece #lagouvardos #lagouvardossurfteam #ianos #beach #beachlife #kiparisia",,,"119606148_616336342391635_7363589629027213585_n.jpg","lagouvardos από χθες greece peloponnese surf surfer surfers surflife surfing surfgreece lagouvardos lagouvardossurfteam ianos beach beachlife kiparisia",0,"TN",,0
5504,"tweet3823","X",0,"2020-09-21 22:09:35","Διασωληνωθείτε όσο είναι καιρός είναι το μήνυμα της κυβέρνησης.","Διασωληνωθείτε όσο είναι καιρός είναι το μήνυμα της κυβέρνησης.",,,,"διασωληνωθείτε όσο είναι καιρός είναι το μήνυμα της κυβέρνησης",0,"TN",,0
1774,"tweet93","X",0,"2020-09-16 13:12:17","⚠️🌀 En #Estofex lo tienen claro, #medicane con todas las letras para las próximas horas en el #Mediterráneo Central, S de #Italia y sobre todo #Grecia las más afectadas. Está bautizada hasta 3 veces #Cassilda, #Tulpar e #Ianos. Un lio enorme. ¿Con cual nos quedamos? 🤔 https://t.co/tFBNTnmopv","Στο #estofex είναι σαφείς, #Medicane με όλα τα γράμματα για τις επόμενες ώρες στην #Central Mediterranean, S της #Italia και ιδιαίτερα #grecia το πιο επηρεασμένο. Βαπτισμένο έως και 3 φορές #Cassilda, #tulpar e #ianos. Ένα τεράστιο χάος. Ποιο μένουμε;",,,,"στο estofex είναι σαφείς medicane με όλα τα γράμματα για τις επόμενες ώρες στην central mediterranean s της italia και ιδιαίτερα grecia το πιο επηρεασμένο βαπτισμένο έως και 3 φορές cassilda tulpar e ianos ένα τεράστιο χάος ποιο μένουμε",1,"TP","TRANSLATE PROPERLY",1
