ID,source_id,source_type,text,translated,photo_video_id,duplicate,photofilename,processed,predicted,SCORE,COMMENT
4065,tweet2384,X,"Ιανός : Θρήνος για τους 2 νεκρούς, αγωνία για τους 2 αγνοούμενους – Ανυπολόγιστες ζημιές και διασώσεις που κόβουν την ανάσα https://t.co/3WxOWAe9yS https://t.co/iYIdt1XNaB","Ιανός : Θρήνος για τους 2 νεκρούς, αγωνία για τους 2 αγνοούμενους – Ανυπολόγιστες ζημιές και διασώσεις που κόβουν την ανάσα",,,,ιανός θρήνος για τους 2 νεκρούς αγωνία για τους 2 αγνοούμενους ανυπολόγιστες ζημιές και διασώσεις που κόβουν την ανάσα,1,TP,
4210,tweet2529,X,"@kagkadis Εύχομαι να αποκατασταθούν οι υλικές ζημιές γρήγορα. 
Καλό βράδυ.",kagkadis Εύχομαι να αποκατασταθούν οι υλικές ζημιές γρήγορα. Καλό βράδυ.,,,,kagkadis εύχομαι να αποκατασταθούν οι υλικές ζημιές γρήγορα καλό βράδυ,0,TN,
5023,tweet3342,X,"#ΓιώργοςΣεφέρης  +20-9-1971
«Φιλοκτήτης»
Τραυματισμένο κορμί, τραυματισμένος ο τόπος,
τραυματισμένος ο καιρός—Νοέμβρης 1949 (πόσο επίκαιρος !)
ΓΙΩΡΓΟΣ ΣΕΦΕΡΗΣ /[ΤΕΤΡΑΔΙΟ ΓΥΜΝΑΣΜΑΤΩΝ, Β΄] /[Από τις «Μέρες του 1945 – 1951»] /«Φιλοκτήτης»
https://t.co/6wSjqH8mV8 https://t.co/GlrBqSnFfz","#ΓιώργοςΣεφέρης +20-9-1971«Φιλοκτήτης»Τραυματισμένο κορμί, τραυματισμένος ο τόπος,τραυματισμένος ο καιρός—Νοέμβρης 1949 (πόσο επίκαιρος !)ΓΙΩΡΓΟΣ ΣΕΦΕΡΗΣ /[ΤΕΤΡΑΔΙΟ ΓΥΜΝΑΣΜΑΤΩΝ, Β΄] /[Από τις «Μέρες του 1945 – 1951»] /«Φιλοκτήτης»",,,,γιώργοςσεφέρης 20 9 1971 φιλοκτήτης τραυματισμένο κορμί τραυματισμένος ο τόπος τραυματισμένος ο καιρός νοέμβρης 1949 πόσο επίκαιρος γιωργος σεφερης τετραδιο γυμνασματων β από τις μέρες του 1945 1951 φιλοκτήτης,0,TN,
6358,tweet4677,X,"@giorgosptk Για πέστε μου. Δεν φταίνε και οι ξενοδόχοι για αυτό? Για το εύκολο χρήμα? Εγώ πιστεύω ότι δεν τους συμφέρει, οι ζημιές που θα αφήσουν στο ξενοδοχείο οι λαθρομετανάστες θα είναι τεράστιες.","giorgosptk Για πέστε μου. Δεν φταίνε και οι ξενοδόχοι για αυτό? Για το εύκολο χρήμα? Εγώ πιστεύω ότι δεν τους συμφέρει, οι ζημιές που θα αφήσουν στο ξενοδοχείο οι λαθρομετανάστες θα είναι τεράστιες.",,,,giorgosptk για πέστε μου δεν φταίνε και οι ξενοδόχοι για αυτό για το εύκολο χρήμα εγώ πιστεύω ότι δεν τους συμφέρει οι ζημιές που θα αφήσουν στο ξενοδοχείο οι λαθρομετανάστες θα είναι τεράστιες,1,FP,
4939,tweet3258,X,Griechenland: Drei Tote nach heftigen Stürmen https://t.co/hYJDxRpdxa #Sturm #Ianos #Griechenland,Ελλάδα: Τρεις νεκροί μετά από βίαιες καταιγίδες #sturm #ianos #greece,,,,ελλάδα τρεις νεκροί μετά από βίαιες καταιγίδες sturm ianos greece,1,TP,
2437,tweet756,X,"Another rare occurrence for 2020: A #medicane in the Ionian Sea bearing down on Greece. These are cold core mid latitude storms, but storm #Ianos certainly looks like a warm core tropical system of category 1 intensity.","Ένα άλλο σπάνιο περιστατικό για το 2020: ένα #Medicane στην Ιόνια Θάλασσα που φέρει κάτω στην Ελλάδα. Αυτές είναι οι καταιγίδες μεσαία γεωγραφικού πλάτους κρύου πυρήνα, αλλά η καταιγίδα #IANOS σίγουρα μοιάζει με ένα θερμό τροπικό σύστημα της κατηγορίας 1 της κατηγορίας 1.",,,,ένα άλλο σπάνιο περιστατικό για το 2020 ένα medicane στην ιόνια θάλασσα που φέρει κάτω στην ελλάδα αυτές είναι οι καταιγίδες μεσαία γεωγραφικού πλάτους κρύου πυρήνα αλλά η καταιγίδα ianos σίγουρα μοιάζει με ένα θερμό τροπικό σύστημα της κατηγορίας 1 της κατηγορίας 1,1,TP,
2179,tweet498,X,¡Impresionante la precipitación acumulada que va a caer en Grecia debido al #medicane #Ianos ! https://t.co/g7t1AB5Njn https://t.co/EJd75RaRal,Εντυπωσιακή η συνολική βροχόπτωση που θα πέσει στην Ελλάδα λόγω του #medicane #Ianos,,,,εντυπωσιακή η συνολική βροχόπτωση που θα πέσει στην ελλάδα λόγω του medicane ianos,1,TP,
5996,tweet4315,X,"@themanagerj To πρωτο επεισοδιο στον #Hlios  ειχε λαθη, και στην μουσικη καλυψη. Και γενικα αφηνε κενα και σεναριακα ... Μα αρχισε να φτιαχνει. Τα επομενα πηγαν καλυτερα. Μακαρι να παει καλα... Ειναι carte postale φορες τα πλανα. Καιρος να βλεπουμε κ να προωθουμε την ποιοτητα παντα. Μπορουμε.","themanagerj To πρωτο επεισοδιο στον #Hlios ειχε λαθη, και στην μουσικη καλυψη. Και γενικα αφηνε κενα και σεναριακα.Μα αρχισε να φτιαχνει. Τα επομενα πηγαν καλυτερα. Μακαρι να παει καλα.Ειναι carte postale φορες τα πλανα. Καιρος να βλεπουμε κ να προωθουμε την ποιοτητα παντα. Μπορουμε.",,,,themanagerj to πρωτο επεισοδιο στον hlios ειχε λαθη και στην μουσικη καλυψη και γενικα αφηνε κενα και σεναριακα μα αρχισε να φτιαχνει τα επομενα πηγαν καλυτερα μακαρι να παει καλα ειναι carte postale φορες τα πλανα καιρος να βλεπουμε κ να προωθουμε την ποιοτητα παντα μπορουμε,0,TN,
7281,Flickr733,Flickr,"The first known bridge here was built of wood in the 1770's in connection with the construction of the wagon road over Drøyliene. It was replaced in 1853 by this new drywall stone arched bridge in line with the upgrading of the whole road.

When the new Eidet bridge was built, one of the strongest men in the district, Trond Lundemo from Horg was one of the volunteers. It is said that he carried 'loads of stones' on his shoulders up to the wall. A lot has been said and written about Trond or &quot;Stor-Trond&quot;. He was born on the farm Lundemo in Horg in 1821. He did postal services between Melhus and Støren in addition to the fact that many other Gauldalings &quot;drove in Rørosvegen&quot;. When the new road system in Svølgja appeared, Trond volunteered to work there.

On 16 August 2011, the biggest flood in &quot;man's memory&quot; in Ålen tore away houses and land and many bridges, but Eidet bridge survived and was just as stable even though it has been replaced by an even newer concrete bridge and is no longer in use.","Η πρώτη γνωστή γέφυρα εδώ χτίστηκε από ξύλο στη δεκαετία του 1770 σε σχέση με την κατασκευή του δρόμου βαγονιών πάνω από το Drøyliene. Αντικαταστάθηκε το 1853 από αυτή τη νέα γέφυρα από πέτρα γυψοσανίδας σύμφωνα με την αναβάθμιση ολόκληρου του δρόμου. Όταν χτίστηκε η νέα γέφυρα Eidet, ένας από τους ισχυρότερους άνδρες της περιοχής, ο Trond Lundemo από το Horg ήταν ένας από τους εθελοντές. Λέγεται ότι έφερε «φορτία πέτρες» στους ώμους του μέχρι τον τοίχο. Πολλά έχουν ειπωθεί και γράφονται για το Trond ή ""Stor-Trond"". Γεννήθηκε στο αγρόκτημα Lundemo στο Horg το 1821. Έκανε ταχυδρομικές υπηρεσίες μεταξύ Melhus και Støren εκτός από το γεγονός ότι πολλοί άλλοι Gauldalings ""οδήγησαν στο Rørosvegen"". Όταν εμφανίστηκε το νέο οδικό σύστημα στο Svølgja, ο Trond προσφέρθηκε εθελοντικά να εργαστεί εκεί. Στις 16 Αυγούστου 2011, η μεγαλύτερη πλημμύρα στη ""μνήμη του ανθρώπου"" Στο Ålen έσπασε τα σπίτια και τη γη και πολλές γέφυρες, αλλά η γέφυρα Eidet επέζησε και ήταν εξίσου σταθερή, παρόλο που έχει αντικατασταθεί από μια ακόμη νεότερη γέφυρα σκυροδέματος και δεν χρησιμοποιείται πλέον.",50546963047,,50546963047.jpg,η πρώτη γνωστή γέφυρα εδώ χτίστηκε από ξύλο στη δεκαετία του 1770 σε σχέση με την κατασκευή του δρόμου βαγονιών πάνω από το drøyliene αντικαταστάθηκε το 1853 από αυτή τη νέα γέφυρα από πέτρα γυψοσανίδας σύμφωνα με την αναβάθμιση ολόκληρου του δρόμου όταν χτίστηκε η νέα γέφυρα eidet ένας από τους ισχυρότερους άνδρες της περιοχής ο trond lundemo από το horg ήταν ένας από τους εθελοντές λέγεται ότι έφερε φορτία πέτρες στους ώμους του μέχρι τον τοίχο πολλά έχουν ειπωθεί και γράφονται για το trond ή stor trond γεννήθηκε στο αγρόκτημα lundemo στο horg το 1821 έκανε ταχυδρομικές υπηρεσίες μεταξύ melhus και støren εκτός από το γεγονός ότι πολλοί άλλοι gauldalings οδήγησαν στο rørosvegen όταν εμφανίστηκε το νέο οδικό σύστημα στο svølgja ο trond προσφέρθηκε εθελοντικά να εργαστεί εκεί στις 16 αυγούστου 2011 η μεγαλύτερη πλημμύρα στη μνήμη του ανθρώπου στο ålen έσπασε τα σπίτια και τη γη και πολλές γέφυρες αλλά η γέφυρα eidet επέζησε και ήταν εξίσου σταθερή παρόλο που έχει αντικατασταθεί από μια ακόμη νεότερη γέφυρα σκυροδέματος και δεν χρησιμοποιείται πλέον,1,FP,
4923,tweet3242,X,Φεύγει χαμένος ο καιρός... #Hlios,Φεύγει χαμένος ο καιρός.#Hlios,,,,φεύγει χαμένος ο καιρός hlios,0,TN,
3141,tweet1460,X,@MrPolisk Καιρός ήταν να βγει και μια μορφωμένη και κούκλα με όλο το πακέτο....πήξαμε στις χαζομπιμπο!,MrPolisk Καιρός ήταν να βγει και μια μορφωμένη και κούκλα με όλο το πακέτο.πήξαμε στις χαζομπιμπο!,,,,mrpolisk καιρός ήταν να βγει και μια μορφωμένη και κούκλα με όλο το πακέτο πήξαμε στις χαζομπιμπο,0,TN,
2323,tweet642,X,Un interesantísimo y enriquecedor debate en este hilo con respecto al #medicane #Ianos. ¡Gracias a todos! 👏👏,Μια ενδιαφέρουσα και εμπλουτιστική συζήτηση σε αυτό το νήμα σε σχέση με το #Medicane #IANOS. Σας ευχαριστώ όλους!,,,,μια ενδιαφέρουσα και εμπλουτιστική συζήτηση σε αυτό το νήμα σε σχέση με το medicane ianos σας ευχαριστώ όλους,1,FP,
6755,Flickr207,Flickr,Dopo la tempesta,Μετά την καταιγίδα,50321328707,,50321328707.jpg,μετά την καταιγίδα,0,TN,
3209,tweet1528,X,سواحل اليونان لازالت تتاثر من جراء العاصفة الإعصارية ميدوكين لانوس #Ianos  وخلال 48 ساعة القادمة تتحرك بشكل بطئ جنوبا حتى تصل نواحي ليبيا ومن ثم الاتجاة شرقا نواحي السواحل المصرية ولكن بشكل اقل قوة لكن تصحبها امطار غزيرة  والله اعلم واحكم https://t.co/bkb1V3TLSk,Οι ακτές της Ελλάδας εξακολουθούν να επηρεάζονται από τον τυφώνα Midokin Lanos #anos.,,,,οι ακτές της ελλάδας εξακολουθούν να επηρεάζονται από τον τυφώνα midokin lanos anos,1,TP,
3134,tweet1453,X,@tzimispla Καιρός ήταν να βγει ένα τέτοιο πρόσωπο στα πρωιναδικα,tzimispla Καιρός ήταν να βγει ένα τέτοιο πρόσωπο στα πρωιναδικα,,,,tzimispla καιρός ήταν να βγει ένα τέτοιο πρόσωπο στα πρωιναδικα,0,TN,
3393,tweet1712,X,"#SevereWeather 📹 #Ianos atinge a costa da Grécia. 

Nas últimas horas este incomum ciclone tropical 🌀 mediterrâneo está a provocar danos muito consideráveis no Peloponeso e ilhas circundantes. https://t.co/2nSclsJ8yd",#SeverEebeather #IANOS φτάνει στην ακτή της Ελλάδας. Τις τελευταίες ώρες αυτός ο ασυνήθιστος τροπικός κυκλώνας της Μεσογείου προκαλεί πολύ σημαντική ζημιά στα Πελοπόννικα και τα γύρω νησιά.,,,,severeebeather ianos φτάνει στην ακτή της ελλάδας τις τελευταίες ώρες αυτός ο ασυνήθιστος τροπικός κυκλώνας της μεσογείου προκαλεί πολύ σημαντική ζημιά στα πελοπόννικα και τα γύρω νησιά,1,TP,
7871,YouTube514,YouTube,Medicane Ianos impacting Greek islands: kefalonia and zakynthos Top left: zakynthos island Top right: kefalonia island.,Medicane Ianos που επηρεάζουν τα ελληνικά νησιά: Κεφαλονιά και Ζακύνθο Κορυφή αριστερά: νησί Zakynthos πάνω δεξιά: Kefalonia Island.,oIerpOqdMzM,1,na,medicane ianos που επηρεάζουν τα ελληνικά νησιά κεφαλονιά και ζακύνθο κορυφή αριστερά νησί zakynthos πάνω δεξιά kefalonia island,1,TP,
5249,tweet3568,X,"Ήπιος καιρός , μικρή άνοδος της θερμοκρασίας !! | Skai Kairos https://t.co/cHwjJIBOYk","Ήπιος καιρός , μικρή άνοδος της θερμοκρασίας !! | Skai Kairos",,,,ήπιος καιρός μικρή άνοδος της θερμοκρασίας skai kairos,0,TN,
2337,tweet656,X,"Πέρα από τη πλάκα, ας ευχηθούμε να μην υπάρξουν ζημιές κι ανθρώπινες απώλειες! #Ιανος","Πέρα από τη πλάκα, ας ευχηθούμε να μην υπάρξουν ζημιές κι ανθρώπινες απώλειες! #Ιανος",,,,πέρα από τη πλάκα ας ευχηθούμε να μην υπάρξουν ζημιές κι ανθρώπινες απώλειες ιανος,1,FP,
5499,tweet3818,X,@seismologa Είναι ο καιρός που είναι ντεμί 🤝,seismologa Είναι ο καιρός που είναι ντεμί,,,,seismologa είναι ο καιρός που είναι ντεμί,0,TN,
965,''2401842374792960695,instagram,Nature’s power.... #ithaca#ianos#eptanisa,Η δύναμη της φύσης.#Ithaca#Ianos#Eptanisa,,,119707755_609970159690782_8024535846019604103_n.jpg,η δύναμη της φύσης ithaca ianos eptanisa,1,TP,IMPLYS
4548,tweet2867,X,"Μετεωρολογικά δεδομένα (#θερμοκρασία, #βροχή, #άνεμος) online. 300+ #Meteo Σταθμοί #καιρός #kairos https://t.co/D8ysfCozdC","Μετεωρολογικά δεδομένα (#θερμοκρασία, #βροχή, #άνεμος) online. 300+ #Meteo Σταθμοί #καιρός #kairos",,,,μετεωρολογικά δεδομένα θερμοκρασία βροχή άνεμος online 300 meteo σταθμοί καιρός kairos,0,TN,WEATHER
2066,tweet385,X,"Le #MedicaneCassilda (ou #Ianos, au choix) commence à prendre une belle tournure au satellite en cette mi-journée, avec une convection parvenant de + en + à s'enrouler autour du centre dépressionnaire.
A suivre ... https://t.co/ukN9kO6XNo","Το #Medicanecassilda (ή #aianos, η επιλογή σας) αρχίζει να παίρνει μια όμορφη δορυφορική στροφή σε αυτό το μεσημέρι, με μια μεταφορά που διαχειρίζεται + στο + για να κυλήσει γύρω από το κέντρο του κυκλώνα.",,,,το medicanecassilda ή aianos η επιλογή σας αρχίζει να παίρνει μια όμορφη δορυφορική στροφή σε αυτό το μεσημέρι με μια μεταφορά που διαχειρίζεται στο για να κυλήσει γύρω από το κέντρο του κυκλώνα,1,TP,
5958,tweet4277,X,Καιρός: Προειδοποίηση Αρναούτογλου - «Προσοχή την Τετάρτη...» - https://t.co/px6lh99i5p https://t.co/6M9EM0w2QS,Καιρός: Προειδοποίηση Αρναούτογλου - «Προσοχή την Τετάρτη.» -,,,,καιρός προειδοποίηση αρναούτογλου προσοχή την τετάρτη,0,TN,
3018,tweet1337,X,"οι άνεμοι συνεχίζουν να ειναι ισχυροί αλλά κόπασαν σε σχέση με το χτεσινοβραδινό ξέσπασμα που προξένησε τις ζημιές

βροχη ριχνει σερι αλλά οχι κάτι ακραίο

ζημιες υπαρχουν αρκετες, (btw σε εμενα ελαχιστα πραγματα,ευχαριστω για το ενδιαφερον)

#Ιανος #Ζακυνθος","οι άνεμοι συνεχίζουν να ειναι ισχυροί αλλά κόπασαν σε σχέση με το χτεσινοβραδινό ξέσπασμα που προξένησε τις ζημιέςβροχη ριχνει σερι αλλά οχι κάτι ακραίοζημιες υπαρχουν αρκετες, (btw σε εμενα ελαχιστα πραγματα,ευχαριστω για το ενδιαφερον)#Ιανος #Ζακυνθος",,,,οι άνεμοι συνεχίζουν να ειναι ισχυροί αλλά κόπασαν σε σχέση με το χτεσινοβραδινό ξέσπασμα που προξένησε τις ζημιέςβροχη ριχνει σερι αλλά οχι κάτι ακραίοζημιες υπαρχουν αρκετες btw σε εμενα ελαχιστα πραγματα ευχαριστω για το ενδιαφερον ιανος ζακυνθος,1,TP,
3403,tweet1722,X,And this Medicane #Ianos tearing toward Greece... 2020 is WILD.,Και αυτό το Medicane #ianos που σχίζει προς την Ελλάδα.2020 είναι άγρια.,,,,και αυτό το medicane ianos που σχίζει προς την ελλάδα 2020 είναι άγρια,1,TP,IMPLYS
5724,tweet4043,X,"Κινέτα στο ρέμα της Πίκας που έπνιξε πέρσι την περιοχή.
Από την περσινή καταιγίδα δεν έχει γίνει σχεδόν τίποτα για να αποκατασταθούν οι ζημιές σε υποδομές και σπίτια της περιοχής. Δεν έχουν καν διανοιχτεί τα ρέματα από τα φερτά υλικά, μαζί και αυτό της Πίκας. 👇 https://t.co/YtFbEp4rq5","Κινέτα στο ρέμα της Πίκας που έπνιξε πέρσι την περιοχή.Από την περσινή καταιγίδα δεν έχει γίνει σχεδόν τίποτα για να αποκατασταθούν οι ζημιές σε υποδομές και σπίτια της περιοχής. Δεν έχουν καν διανοιχτεί τα ρέματα από τα φερτά υλικά, μαζί και αυτό της Πίκας.",,,,κινέτα στο ρέμα της πίκας που έπνιξε πέρσι την περιοχή από την περσινή καταιγίδα δεν έχει γίνει σχεδόν τίποτα για να αποκατασταθούν οι ζημιές σε υποδομές και σπίτια της περιοχής δεν έχουν καν διανοιχτεί τα ρέματα από τα φερτά υλικά μαζί και αυτό της πίκας,1,TP,
1900,tweet219,X,"It's coming... 
#ianos #Ιανος https://t.co/CNktcsQLXN",It's coming.#ianos #Ιανος,,,,it s coming ianos ιανος,0,TN,
3592,tweet1911,X,@bonitafeliz10 Vamos bien muy bien.... por lo menos ahora fueron ojitos,Bonitafeliz10 τα πάμε καλά.,,,,bonitafeliz10 τα πάμε καλά,0,TN,
976,''2401406458999929701,instagram,#portocheli#amanzoe#ianos #pappaslimo#luxurycar#mercedesbenz #s65amg #luxuryworldtravel#luxurilifestyle#greece,#portocheli#amanzoe#anos#pappaslimo#luxurycar#mercedesbenz#s65amg#luxuryworldtravel#luxurilifestyle#Ελλάδα,,,119706922_361708545198362_4240439260563840910_n.jpg,portocheli amanzoe anos pappaslimo luxurycar mercedesbenz s65amg luxuryworldtravel luxurilifestyle ελλάδα,0,TN,
4004,tweet2323,X,@jeannedarkoula @tammytsanaka Κορίτσια δεν είναι καιρός για δουλειές αυτός...ας κάνουμε κάτι άλλο... 😉,jeannedarkoula @tammytsanaka Κορίτσια δεν είναι καιρός για δουλειές αυτός.ας κάνουμε κάτι άλλο.,,,,jeannedarkoula tammytsanaka κορίτσια δεν είναι καιρός για δουλειές αυτός ας κάνουμε κάτι άλλο,0,TN,
4766,tweet3085,X,"#Ianos Medicane leaves 3 dead and 1 missing

Extensive damages on the Ionian Islands 

https://t.co/L36HRMk5M6",#IANOS Medicane αφήνει 3 νεκρά και 1 αποζημίωση που λείπει από τα νησιά του Ιονίου,,,,ianos medicane αφήνει 3 νεκρά και 1 αποζημίωση που λείπει από τα νησιά του ιονίου,1,TP,
7145,Flickr597,Flickr,"New Islington, Manchester.","Νέο Islington, Μάντσεστερ.",50467630548,,50467630548.jpg,νέο islington μάντσεστερ,0,TN,
5753,tweet4072,X,"Οι ζημιές που άφησε το φαινόμενο πίσω του είναι αρκετές, κυρίως σε υπόγεια σπιτιών  και υποδομές δικτύου... https://t.co/SxAMkTxPqd","Οι ζημιές που άφησε το φαινόμενο πίσω του είναι αρκετές, κυρίως σε υπόγεια σπιτιών και υποδομές δικτύου.",,,,οι ζημιές που άφησε το φαινόμενο πίσω του είναι αρκετές κυρίως σε υπόγεια σπιτιών και υποδομές δικτύου,1,TP,
6372,tweet4691,X,SOS. Αγριεύει ξανά ο καιρός: Σε ποιες περιοχές θα πέσουν χαλάζι και ισχυρές βροχές -Ο χάρτης του meteo https://t.co/YpMmLxq09d,SOS. Αγριεύει ξανά ο καιρός: Σε ποιες περιοχές θα πέσουν χαλάζι και ισχυρές βροχές -Ο χάρτης του meteo,,,,sos αγριεύει ξανά ο καιρός σε ποιες περιοχές θα πέσουν χαλάζι και ισχυρές βροχές ο χάρτης του meteo,0,TN,
5366,tweet3685,X,"Durante meses vamos a estar jugando con las restricciones en las zonas... que vayan desarrollando un app para saber dónde pisamos porque si cada 15 días varían las zonas nadie va a enterarse de nada.

Coñe que la gente se liaba con las franjas horarias y con 3 fases...",Για μήνες θα παίζουμε με τους περιορισμούς στις ζώνες.,,,,για μήνες θα παίζουμε με τους περιορισμούς στις ζώνες,0,TN,*
3483,tweet1802,X,Εγώ όλη μέρα #Ianos https://t.co/Cpnh2yzix5,Εγώ όλη μέρα #Ianos,,,,εγώ όλη μέρα ianos,0,TN,
4484,tweet2803,X,"Κακοκαιρία «Ιανός»: Δύο νεκροί, τρεις αγνοούμενοι, δεκάδες εγκλωβισμένοι και ανυπολόγιστες ζημιές ο απολογισμός… https://t.co/AT3fQLn0lt  @velopky @ellinikilisi","Κακοκαιρία «Ιανός»: Δύο νεκροί, τρεις αγνοούμενοι, δεκάδες εγκλωβισμένοι και ανυπολόγιστες ζημιές ο απολογισμός… @velopky @ellinikilisi",,,,κακοκαιρία ιανός δύο νεκροί τρεις αγνοούμενοι δεκάδες εγκλωβισμένοι και ανυπολόγιστες ζημιές ο απολογισμός velopky ellinikilisi,1,TP,
5237,tweet3556,X,Ο καιρός στην Αθήνα: Δείτε τις θερμοκρασίες ανά περιοχή (φωτο) https://t.co/zu1FNhscVl,Ο καιρός στην Αθήνα: Δείτε τις θερμοκρασίες ανά περιοχή (φωτο),,,,ο καιρός στην αθήνα δείτε τις θερμοκρασίες ανά περιοχή φωτο,0,TN,WEATHER
303,''2403817173293705645,instagram,"Μια \""ήρεμη\"" προσέγγιση του σήμερα 4 ημέρες μετά. Δε θα μπορούσα να δείξω περισσότερα. Τα βλέπουμε εμείς και είναι αρκετό για την υπόλοιπη ζωή μας.\n\n.\n.\n.\n#karditsa #ianos #help #sos","Μια \""ήρεμη\"" προσέγγιση του σήμερα 4 ημέρες μετά. Δε θα μπορούσα να δείξω περισσότερα. Τα βλέπουμε εμείς και είναι αρκετό για την υπόλοιπη ζωή μας.\n\n.\n.\n.\n#karditsa #ianos #help #sos",,,119891373_171950704425965_296041335569651791_n.jpg,μια ήρεμη προσέγγιση του σήμερα 4 ημέρες μετά δε θα μπορούσα να δείξω περισσότερα τα βλέπουμε εμείς και είναι αρκετό για την υπόλοιπη ζωή μας n n n n n karditsa ianos help sos,1,TP,
747,''2400976324746114649,instagram,Ενα δειγμα του «Ιανου» #ianos #greece #medicane #thessaloniki #windy #clouds #hurricane,Ενα δειγμα του «Ιανου» #ianos #greece #medicane #thessaloniki #windy #clouds #hurricane,,,119745072_172995377775701_5374846883370865602_n.jpg,ενα δειγμα του ιανου ianos greece medicane thessaloniki windy clouds hurricane,1,TP,
5209,tweet3528,X,Καιρός: Βελτιώνεται από σήμερα https://t.co/l7DCdDhUIy μέσω @Newspepper,Καιρός: Βελτιώνεται από σήμερα μέσω @Newspepper,,,,καιρός βελτιώνεται από σήμερα μέσω newspepper,0,TN,WEATHER
5414,tweet3733,X,Καιρός: Μικρή άνοδος της θερμοκρασίας την Τρίτη 22/9 https://t.co/Dx2koTlALs,Καιρός: Μικρή άνοδος της θερμοκρασίας την Τρίτη 22/9,,,,καιρός μικρή άνοδος της θερμοκρασίας την τρίτη 22 9,0,TN,WEATHER
46,''2404382826005939386,instagram,"Ein seltsames Gefühl: vor einer Woche waren wir in der Vasiliki Bucht vor Anker ⚓️ Wir haben eine wunderbar ruhige Nacht dort verbracht und am nächsten Tag faszinierende Tauchspots besucht. 🤿 \nGestern waren wir wieder dort mit einem Roller. Es ist allein schon komisch einen Ort, den man von See bereist hat, danach von Land aus zu betrachten. 🏝 \nNoch verrückter war, dass in der Zwischenzeit Medicane #IANOS in dem Örtchen gewütet hat. 🌪 \nNun wirkt alles anders: Der Strand ist verdreckt, Laternen zerstört und die Tauchbasis sowie andere Häuser wurden von Regen geflutet. Auch die Unterwasserwelt sei noch ordentlich aufgewühlt... 🐠 \nWas hatten wir ein Glück diesen Ort als so ein Paradies erlebt zu haben! 🙏","Ένα περίεργο συναίσθημα: Πριν από μια εβδομάδα βρισκόμασταν στον κόλπο Vasiliki στο Anker, περάσαμε μια θαυμάσια ήσυχη νύχτα εκεί και επισκεφθήκαμε συναρπαστικά σημεία καταδύσεων την επόμενη μέρα. Ήμασταν εκεί ξανά με ένα σκούτερ. Είναι περίεργο να κοιτάξετε ένα μέρος που έχετε ταξιδέψει από τη θάλασσα. Ήταν τρελό που εν τω μεταξύ ο Medicane #iianos έτρεξε στο χωριό. \ nnun όλα λειτουργούν διαφορετικά: η παραλία είναι βρώμικη, τα φανάρια καταστρέφονται και η βάση καταδύσεων και άλλα σπίτια πλημμυρίζονταν από βροχή. Ο υποβρύχιος κόσμος ήταν ακόμα σαφής.",,,120043229_360286755349821_6438711209482976475_n.jpg,ένα περίεργο συναίσθημα πριν από μια εβδομάδα βρισκόμασταν στον κόλπο vasiliki στο anker περάσαμε μια θαυμάσια ήσυχη νύχτα εκεί και επισκεφθήκαμε συναρπαστικά σημεία καταδύσεων την επόμενη μέρα ήμασταν εκεί ξανά με ένα σκούτερ είναι περίεργο να κοιτάξετε ένα μέρος που έχετε ταξιδέψει από τη θάλασσα ήταν τρελό που εν τω μεταξύ ο medicane iianos έτρεξε στο χωριό nnun όλα λειτουργούν διαφορετικά η παραλία είναι βρώμικη τα φανάρια καταστρέφονται και η βάση καταδύσεων και άλλα σπίτια πλημμυρίζονταν από βροχή ο υποβρύχιος κόσμος ήταν ακόμα σαφής,1,TP,
8898,YouTube1541,YouTube, Ianos 2020: Melancholy, Ianos 2020: Melancholy,WIU8lnDVZPM,1,na,ianos 2020 melancholy,0,TN,
2195,tweet514,X,"RT @MarGomezH:

Tenemos un #medicane (MEDIterranean hurriCANE) bautizado como #Ianos rumbo a Grecia donde ya se han activado los avisos de nivel rojo. Se esperan lluvias muy fuertes en pocas horas y rachas de viento de 200 km/h. (via @ElTiempoes ) #Ianos https://t.co/x8ZeaON16Z",RT @margomezh: Έχουμε ένα #Medicane (μεσογειακός τυφώνας) βαφτισμένος ως #IANOS προς την Ελλάδα όπου έχουν ήδη ενεργοποιηθεί οι ειδοποιήσεις κόκκινου επιπέδου. Πολύ ισχυρές βροχές αναμένονται σε λίγες ώρες και οι ριπές ανέμου των 200 km/h. (μέσω @lectimees) #ianos,,,,rt margomezh έχουμε ένα medicane μεσογειακός τυφώνας βαφτισμένος ως ianos προς την ελλάδα όπου έχουν ήδη ενεργοποιηθεί οι ειδοποιήσεις κόκκινου επιπέδου πολύ ισχυρές βροχές αναμένονται σε λίγες ώρες και οι ριπές ανέμου των 200 km h μέσω lectimees ianos,1,TP,
